# Combination of '2021uef' data from 'ATLAS', 'ZTF'
filter, zp, ra, dec, mjd, mag, dmag, flux, dflux, source
c, 23.9, 297.4018, 42.23985, 59322.565361, 21.304, 0.877, 11.0, 10.0, ATLAS
c, 23.9, 297.4018, 42.23985, 59322.575529, 21.374, 0.827, 10.0, 8.0, ATLAS
c, 23.9, 297.4018, 42.23985, 59326.548648, 20.815, 0.77, 17.0, 13.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59328.558513, 20.622, 0.975, 20.0, 20.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59342.546298, 20.672, 0.593, 20.0, 12.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59342.551563, 21.318, 0.856, 11.0, 9.0, ATLAS
c, 23.9, 297.4018, 42.23985, 59344.527248, 20.94, 0.785, 15.0, 12.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59346.570212, 21.092, 0.726, 13.0, 10.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59346.581784, 20.589, 0.481, 21.0, 10.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59350.529111, 21.019, 0.598, 14.0, 8.0, ATLAS
c, 23.9, 297.4018, 42.23985, 59356.5716, 21.197, 0.768, 12.0, 9.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59358.534083, 20.912, 0.85, 16.0, 13.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59358.545213, 20.769, 0.891, 18.0, 16.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59360.528662, 19.706, 0.357, 48.0, 17.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59362.525953, 20.458, 0.671, 24.0, 16.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59362.531952, 20.733, 0.953, 18.0, 18.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59368.51225, 21.037, 0.849, 14.0, 12.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59372.509761, 20.496, 0.511, 23.0, 12.0, ATLAS
c, 23.9, 297.4018, 42.23985, 59374.48091, 20.334, 0.3, 27.0, 8.0, ATLAS
c, 23.9, 297.4018, 42.23985, 59378.49597, 21.202, 0.746, 12.0, 9.0, ATLAS
c, 23.9, 297.4018, 42.23985, 59378.516202, 21.504, 0.888, 9.0, 8.0, ATLAS
c, 23.9, 297.4018, 42.23985, 59382.553854, 21.376, 0.686, 10.0, 7.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59384.453508, 20.339, 0.685, 27.0, 18.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59386.507889, 21.018, 0.881, 14.0, 12.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59386.530593, 20.048, 0.373, 35.0, 13.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59390.461109, 19.477, 0.48, 59.0, 28.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59392.388759, 20.011, 0.936, 36.0, 34.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59394.456971, 19.539, 0.238, 56.0, 13.0, ATLAS
