# Combination of '2021agej' data from 'ATLAS', 'ZTF'
filter, zp, ra, dec, mjd, mag, dmag, flux, dflux, source
c, 23.9, 22.49196, 19.43909, 59463.584903, 19.275, 0.606, 71.0, 43.0, ATLAS
c, 23.9, 22.49196, 19.43909, 59467.46986, 21.305, 0.854, 11.0, 9.0, ATLAS
o, 23.9, 22.49196, 19.43909, 59487.474683, 20.54, 0.433, 22.0, 10.0, ATLAS
o, 23.9, 22.49196, 19.43909, 59489.629479, 18.461, 0.511, 150.0, 77.0, ATLAS
o, 23.9, 22.49196, 19.43909, 59501.349075, 20.582, 0.73, 21.0, 16.0, ATLAS
o, 23.9, 22.49196, 19.43909, 59513.455665, 20.806, 0.842, 17.0, 14.0, ATLAS
o, 23.9, 22.49196, 19.43909, 59513.470943, 20.442, 0.577, 24.0, 14.0, ATLAS
o, 23.9, 22.49196, 19.43909, 59515.442273, 20.495, 0.493, 23.0, 11.0, ATLAS
o, 23.9, 22.49196, 19.43909, 59517.440757, 20.295, 0.38, 28.0, 10.0, ATLAS
c, 23.9, 22.49196, 19.43909, 59519.416652, 21.328, 0.667, 11.0, 7.0, ATLAS
c, 23.9, 22.49196, 19.43909, 59523.40579, 20.997, 0.795, 14.0, 12.0, ATLAS
o, 23.9, 22.49196, 19.43909, 59525.309737, 20.349, 0.507, 26.0, 13.0, ATLAS
o, 23.9, 22.49196, 19.43909, 59531.374126, 19.25, 0.706, 72.0, 51.0, ATLAS
o, 23.9, 22.49196, 19.43909, 59531.380674, 18.826, 0.807, 107.0, 86.0, ATLAS
o, 23.9, 22.49196, 19.43909, 59531.390926, 18.685, 0.404, 122.0, 49.0, ATLAS
o, 23.9, 22.49196, 19.43909, 59539.462116, 19.257, 0.834, 72.0, 60.0, ATLAS
o, 23.9, 22.49196, 19.43909, 59543.359853, 20.93, 0.869, 15.0, 13.0, ATLAS
o, 23.9, 22.49196, 19.43909, 59584.792687, 18.826, 0.328, 107.0, 35.0, ATLAS
o, 23.9, 22.49196, 19.43909, 59593.278814, 18.981, 0.265, 93.0, 25.0, ATLAS
o, 23.9, 22.49196, 19.43909, 59593.288975, 19.009, 0.266, 90.0, 24.0, ATLAS
