# Combination of '2022oux' data from 'ATLAS', 'ZTF'
filter, zp, ra, dec, mjd, mag, dmag, flux, dflux, source
c, 23.9, 334.19412, 86.93249, 59675.474202, 15.906, 0.526, 1576.0, 829.0, ATLAS
o, 23.9, 334.19412, 86.93249, 59677.54663, 19.938, 0.735, 38.0, 28.0, ATLAS
o, 23.9, 334.19412, 86.93249, 59677.566733, 19.57, 0.542, 54.0, 29.0, ATLAS
c, 23.9, 334.19412, 86.93249, 59679.626688, 19.852, 0.447, 42.0, 19.0, ATLAS
o, 23.9, 334.19412, 86.93249, 59697.605053, 19.134, 0.434, 81.0, 35.0, ATLAS
o, 23.9, 334.19412, 86.93249, 59709.567498, 20.441, 0.861, 24.0, 21.0, ATLAS
o, 23.9, 334.19412, 86.93249, 59709.577184, 19.607, 0.397, 52.0, 21.0, ATLAS
c, 23.9, 334.19412, 86.93249, 59711.578236, 20.149, 0.504, 32.0, 16.0, ATLAS
c, 23.9, 334.19412, 86.93249, 59711.578693, 20.474, 0.905, 24.0, 21.0, ATLAS
c, 23.9, 334.19412, 86.93249, 59711.604512, 20.099, 0.423, 33.0, 14.0, ATLAS
o, 23.9, 334.19412, 86.93249, 59717.543135, 19.998, 0.986, 36.0, 36.0, ATLAS
o, 23.9, 334.19412, 86.93249, 59723.556469, 20.245, 0.613, 29.0, 18.0, ATLAS
o, 23.9, 334.19412, 86.93249, 59723.566769, 20.059, 0.496, 34.0, 17.0, ATLAS
o, 23.9, 334.19412, 86.93249, 59723.578022, 20.306, 0.704, 27.0, 19.0, ATLAS
o, 23.9, 334.19412, 86.93249, 59725.470252, 19.349, 0.389, 66.0, 26.0, ATLAS
o, 23.9, 334.19412, 86.93249, 59725.490145, 19.76, 0.613, 45.0, 28.0, ATLAS
o, 23.9, 334.19412, 86.93249, 59725.528368, 19.164, 0.398, 78.0, 31.0, ATLAS
o, 23.9, 334.19412, 86.93249, 59725.60097, 19.413, 0.468, 62.0, 29.0, ATLAS
c, 23.9, 334.19412, 86.93249, 59727.53934, 20.359, 0.565, 26.0, 15.0, ATLAS
c, 23.9, 334.19412, 86.93249, 59727.603815, 20.202, 0.877, 30.0, 26.0, ATLAS
o, 23.9, 334.19412, 86.93249, 59729.463759, 19.703, 0.667, 48.0, 32.0, ATLAS
o, 23.9, 334.19412, 86.93249, 59733.436604, 20.8, 0.952, 17.0, 16.0, ATLAS
o, 23.9, 334.19412, 86.93249, 59733.456977, 20.345, 0.81, 26.0, 21.0, ATLAS
o, 23.9, 334.19412, 86.93249, 59733.585973, 19.196, 0.289, 76.0, 22.0, ATLAS
o, 23.9, 334.19412, 86.93249, 59733.599837, 19.804, 0.527, 44.0, 23.0, ATLAS
c, 23.9, 334.19412, 86.93249, 59735.419358, 20.168, 0.487, 31.0, 15.0, ATLAS
o, 23.9, 334.19412, 86.93249, 59737.493431, 19.981, 0.497, 37.0, 18.0, ATLAS
o, 23.9, 334.19412, 86.93249, 59737.573249, 20.073, 0.723, 34.0, 24.0, ATLAS
o, 23.9, 334.19412, 86.93249, 59741.543195, 19.66, 0.77, 50.0, 38.0, ATLAS
o, 23.9, 334.19412, 86.93249, 59741.554788, 19.232, 0.361, 74.0, 27.0, ATLAS
o, 23.9, 334.19412, 86.93249, 59741.557047, 19.692, 0.708, 48.0, 34.0, ATLAS
o, 23.9, 334.19412, 86.93249, 59745.547145, 18.867, 0.908, 103.0, 94.0, ATLAS
o, 23.9, 334.19412, 86.93249, 59745.583495, 19.161, 0.459, 79.0, 36.0, ATLAS
o, 23.9, 334.19412, 86.93249, 59747.616543, 18.875, 0.731, 102.0, 75.0, ATLAS
o, 23.9, 334.19412, 86.93249, 59749.521115, 19.386, 0.441, 64.0, 28.0, ATLAS
o, 23.9, 334.19412, 86.93249, 59751.486704, 20.422, 0.799, 25.0, 20.0, ATLAS
o, 23.9, 334.19412, 86.93249, 59753.46327, 20.535, 0.636, 22.0, 14.0, ATLAS
o, 23.9, 334.19412, 86.93249, 59753.542115, 19.977, 0.812, 37.0, 30.0, ATLAS
o, 23.9, 334.19412, 86.93249, 59757.441905, 20.157, 0.667, 31.0, 21.0, ATLAS
