# Combination of '2021jvp' data from 'ATLAS', 'ZTF'
filter, zp, ra, dec, mjd, mag, dmag, flux, dflux, source
o, 23.9, 215.19557, -19.78614, 59328.407699, 19.067, 0.273, 86.0, 23.0, ATLAS
o, 23.9, 215.19557, -19.78614, 59333.525854, 19.088, 0.358, 84.0, 30.0, ATLAS
o, 23.9, 215.19557, -19.78614, 59333.532306, 19.794, 0.91, 44.0, 40.0, ATLAS
o, 23.9, 215.19557, -19.78614, 59333.56213, 18.737, 0.39, 116.0, 45.0, ATLAS
o, 23.9, 215.19557, -19.78614, 59335.391921, 19.204, 0.213, 76.0, 16.0, ATLAS
o, 23.9, 215.19557, -19.78614, 59335.394704, 19.421, 0.204, 62.0, 13.0, ATLAS
c, 23.9, 215.19557, -19.78614, 59337.388427, 19.788, 0.194, 44.0, 9.0, ATLAS
c, 23.9, 215.19557, -19.78614, 59337.412958, 19.972, 0.326, 37.0, 12.0, ATLAS
o, 23.9, 215.19557, -19.78614, 59343.479636, 19.822, 0.301, 43.0, 13.0, ATLAS
c, 23.9, 215.19557, -19.78614, 59349.443688, 20.226, 0.545, 30.0, 16.0, ATLAS
c, 23.9, 215.19557, -19.78614, 59349.445978, 20.039, 0.455, 35.0, 16.0, ATLAS
c, 23.9, 215.19557, -19.78614, 59349.451019, 20.157, 0.598, 31.0, 19.0, ATLAS
o, 23.9, 215.19557, -19.78614, 59351.415835, 19.857, 0.257, 41.0, 11.0, ATLAS
o, 23.9, 215.19557, -19.78614, 59351.426437, 19.778, 0.235, 44.0, 10.0, ATLAS
o, 23.9, 215.19557, -19.78614, 59351.460029, 20.528, 0.491, 22.0, 11.0, ATLAS
o, 23.9, 215.19557, -19.78614, 59353.35133, 19.933, 0.333, 39.0, 13.0, ATLAS
o, 23.9, 215.19557, -19.78614, 59353.354094, 20.58, 0.746, 21.0, 16.0, ATLAS
o, 23.9, 215.19557, -19.78614, 59353.354551, 20.438, 0.493, 24.0, 12.0, ATLAS
o, 23.9, 215.19557, -19.78614, 59353.359601, 19.715, 0.379, 47.0, 18.0, ATLAS
o, 23.9, 215.19557, -19.78614, 59353.373385, 20.327, 0.566, 27.0, 15.0, ATLAS
o, 23.9, 215.19557, -19.78614, 59353.394458, 19.896, 0.432, 40.0, 17.0, ATLAS
o, 23.9, 215.19557, -19.78614, 59355.478635, 20.448, 0.491, 24.0, 12.0, ATLAS
o, 23.9, 215.19557, -19.78614, 59355.502212, 20.251, 0.473, 29.0, 14.0, ATLAS
o, 23.9, 215.19557, -19.78614, 59362.397592, 19.909, 0.509, 40.0, 20.0, ATLAS
o, 23.9, 215.19557, -19.78614, 59362.424754, 19.645, 0.463, 50.0, 23.0, ATLAS
o, 23.9, 215.19557, -19.78614, 59365.426172, 21.007, 0.792, 14.0, 11.0, ATLAS
o, 23.9, 215.19557, -19.78614, 59365.432704, 19.871, 0.399, 41.0, 16.0, ATLAS
o, 23.9, 215.19557, -19.78614, 59365.433161, 20.527, 0.578, 22.0, 13.0, ATLAS
o, 23.9, 215.19557, -19.78614, 59365.451737, 20.336, 0.583, 27.0, 16.0, ATLAS
c, 23.9, 215.19557, -19.78614, 59367.404418, 21.564, 0.827, 9.0, 7.0, ATLAS
c, 23.9, 215.19557, -19.78614, 59367.410911, 19.987, 0.219, 37.0, 8.0, ATLAS
c, 23.9, 215.19557, -19.78614, 59371.354881, 21.222, 0.757, 12.0, 9.0, ATLAS
c, 23.9, 215.19557, -19.78614, 59371.358566, 21.435, 0.869, 10.0, 8.0, ATLAS
c, 23.9, 215.19557, -19.78614, 59371.364098, 21.657, 0.92, 8.0, 7.0, ATLAS
c, 23.9, 215.19557, -19.78614, 59371.377004, 21.081, 0.581, 13.0, 8.0, ATLAS
o, 23.9, 215.19557, -19.78614, 59373.346859, 20.527, 0.42, 22.0, 9.0, ATLAS
o, 23.9, 215.19557, -19.78614, 59377.341874, 21.281, 0.892, 11.0, 10.0, ATLAS
o, 23.9, 215.19557, -19.78614, 59377.351491, 21.223, 0.852, 12.0, 10.0, ATLAS
o, 23.9, 215.19557, -19.78614, 59377.361571, 20.852, 0.613, 17.0, 10.0, ATLAS
c, 23.9, 215.19557, -19.78614, 59379.346347, 21.637, 0.811, 8.0, 6.0, ATLAS
c, 23.9, 215.19557, -19.78614, 59379.353278, 21.194, 0.632, 12.0, 8.0, ATLAS
c, 23.9, 215.19557, -19.78614, 59379.36434, 20.966, 0.448, 15.0, 7.0, ATLAS
o, 23.9, 215.19557, -19.78614, 59393.331698, 20.416, 0.424, 25.0, 10.0, ATLAS
o, 23.9, 215.19557, -19.78614, 59395.33182, 20.317, 0.354, 27.0, 10.0, ATLAS
o, 23.9, 215.19557, -19.78614, 59399.313921, 21.111, 0.855, 13.0, 11.0, ATLAS
o, 23.9, 215.19557, -19.78614, 59403.315163, 20.803, 0.525, 17.0, 9.0, ATLAS
o, 23.9, 215.19557, -19.78614, 59403.320701, 20.838, 0.549, 17.0, 9.0, ATLAS
o, 23.9, 215.19557, -19.78614, 59403.335474, 20.298, 0.505, 28.0, 14.0, ATLAS
o, 23.9, 215.19557, -19.78614, 59411.288303, 19.726, 0.261, 47.0, 12.0, ATLAS
o, 23.9, 215.19557, -19.78614, 59417.282532, 18.64, 0.875, 127.0, 111.0, ATLAS
o, 23.9, 215.19557, -19.78614, 59417.286665, 14.629, 0.382, 5110.0, 1951.0, ATLAS
o, 23.9, 215.19557, -19.78614, 59417.292659, 18.784, 0.844, 111.0, 94.0, ATLAS
