# Combination of '2021jvp' data from 'ATLAS', 'ZTF'
filter, zp, ra, dec, mjd, mag, dmag, flux, dflux, source
o, 23.9, 215.19557, -19.78614, 59217.662239, 19.864, 0.442, 41.0, 18.0, ATLAS
o, 23.9, 215.19557, -19.78614, 59219.671061, 19.012, 0.426, 90.0, 38.0, ATLAS
c, 23.9, 215.19557, -19.78614, 59229.575615, 20.52, 0.5, 22.0, 11.0, ATLAS
o, 23.9, 215.19557, -19.78614, 59245.637462, 20.208, 0.78, 30.0, 23.0, ATLAS
o, 23.9, 215.19557, -19.78614, 59245.644347, 20.311, 0.723, 27.0, 20.0, ATLAS
o, 23.9, 215.19557, -19.78614, 59246.568673, 20.151, 0.834, 32.0, 26.0, ATLAS
o, 23.9, 215.19557, -19.78614, 59246.575081, 19.576, 0.381, 54.0, 20.0, ATLAS
o, 23.9, 215.19557, -19.78614, 59247.570284, 19.682, 0.425, 49.0, 21.0, ATLAS
o, 23.9, 215.19557, -19.78614, 59247.61579, 20.138, 0.64, 32.0, 20.0, ATLAS
c, 23.9, 215.19557, -19.78614, 59253.559393, 20.746, 0.504, 18.0, 9.0, ATLAS
c, 23.9, 215.19557, -19.78614, 59259.587371, 21.192, 0.661, 12.0, 8.0, ATLAS
c, 23.9, 215.19557, -19.78614, 59259.588754, 21.151, 0.914, 13.0, 12.0, ATLAS
c, 23.9, 215.19557, -19.78614, 59261.603503, 20.702, 0.386, 19.0, 7.0, ATLAS
c, 23.9, 215.19557, -19.78614, 59265.648695, 16.673, 0.941, 778.0, 732.0, ATLAS
o, 23.9, 215.19557, -19.78614, 59271.454299, 19.723, 0.72, 47.0, 34.0, ATLAS
o, 23.9, 215.19557, -19.78614, 59279.574793, 21.123, 0.92, 13.0, 12.0, ATLAS
o, 23.9, 215.19557, -19.78614, 59291.588201, 20.272, 0.392, 28.0, 11.0, ATLAS
o, 23.9, 215.19557, -19.78614, 59299.501849, 19.759, 0.558, 45.0, 25.0, ATLAS
o, 23.9, 215.19557, -19.78614, 59305.598448, 20.167, 0.988, 31.0, 31.0, ATLAS
o, 23.9, 215.19557, -19.78614, 59305.627358, 19.65, 0.623, 50.0, 31.0, ATLAS
c, 23.9, 215.19557, -19.78614, 59315.445806, 21.27, 0.607, 11.0, 7.0, ATLAS
c, 23.9, 215.19557, -19.78614, 59315.451413, 21.673, 0.904, 8.0, 7.0, ATLAS
c, 23.9, 215.19557, -19.78614, 59319.467051, 20.426, 0.336, 24.0, 8.0, ATLAS
c, 23.9, 215.19557, -19.78614, 59319.496458, 19.994, 0.246, 36.0, 9.0, ATLAS
c, 23.9, 215.19557, -19.78614, 59319.524969, 19.92, 0.242, 39.0, 10.0, ATLAS
c, 23.9, 215.19557, -19.78614, 59319.549883, 20.053, 0.266, 35.0, 9.0, ATLAS
o, 23.9, 215.19557, -19.78614, 59328.396103, 18.709, 0.202, 119.0, 24.0, ATLAS
o, 23.9, 215.19557, -19.78614, 59328.397944, 18.575, 0.22, 135.0, 30.0, ATLAS
