# Combined data from 'ATLAS-ZTF' for 'SN 2018ast'
ra, dec, filter, mjd, mag, dmag, flux, dflux, zp, source
175.28325, 24.81955, o, 58117.560282, 18.99, 0.234, 92, 22, 18.99053043163611, ATLAS-ZTF
175.28325, 24.81955, o, 58117.569788, 19.03, 0.241, 89, 21, 19.026524983387716, ATLAS-ZTF
175.28325, 24.81955, o, 58117.577998, -21.428, 1.854, -10, 18, nan, ATLAS-ZTF
175.28325, 24.81955, o, 58117.585996, 18.921, 0.188, 98, 18, 18.92193481076876, ATLAS-ZTF
175.28325, 24.81955, o, 58118.674977, 17.155, 0.327, 499, 163, 17.154748635941523, ATLAS-ZTF
175.28325, 24.81955, o, 58119.626115, 21.066, 1.436, 14, 20, 21.034679910804403, ATLAS-ZTF
175.28325, 24.81955, o, 58119.637962, 20.436, 0.813, 24, 20, 20.449471895720983, ATLAS-ZTF
175.28325, 24.81955, o, 58119.649252, 19.441, 0.31, 61, 19, 19.43667541247308, ATLAS-ZTF
175.28325, 24.81955, o, 58119.659334, 20.361, 0.678, 26, 18, 20.362566630072955, ATLAS-ZTF
175.28325, 24.81955, o, 58120.534156, 22.852, 11.333, 3, 30, 22.707196863200842, ATLAS-ZTF
175.28325, 24.81955, o, 58120.544826, 19.871, 0.689, 41, 28, 19.86804035820066, ATLAS-ZTF
175.28325, 24.81955, o, 58120.551405, 19.465, 0.537, 59, 32, 19.47286997089464, ATLAS-ZTF
175.28325, 24.81955, o, 58120.551863, -21.42, 3.106, -10, 30, nan, ATLAS-ZTF
175.28325, 24.81955, o, 58120.560092, 22.979, 11.0, 2, 26, 23.147425010840045, ATLAS-ZTF
175.28325, 24.81955, o, 58120.560689, -21.475, 2.386, -9, 22, nan, ATLAS-ZTF
175.28325, 24.81955, o, 58120.568938, -18.936, 0.254, -97, 24, nan, ATLAS-ZTF
175.28325, 24.81955, o, 58120.577796, 20.196, 0.824, 30, 25, 20.207196863200842, ATLAS-ZTF
175.28325, 24.81955, o, 58121.508373, 20.854, 1.829, 16, 30, 20.889700043360186, ATLAS-ZTF
175.28325, 24.81955, o, 58121.516637, 18.714, 0.256, 119, 30, 18.711132596518674, ATLAS-ZTF
175.28325, 24.81955, o, 58121.520768, 19.595, 0.527, 53, 28, 19.589310325998028, ATLAS-ZTF
175.28325, 24.81955, o, 58121.521225, 21.264, 2.561, 11, 29, 21.296518287104437, ATLAS-ZTF
175.28325, 24.81955, o, 58127.5867, 15.91, 0.008, 1571, 12, 15.909559537400064, ATLAS-ZTF
175.28325, 24.81955, o, 58127.600805, 20.513, 0.449, 23, 10, 20.495680409956016, ATLAS-ZTF
175.28325, 24.81955, o, 58127.607077, -20.653, 0.565, -20, 11, nan, ATLAS-ZTF
175.28325, 24.81955, o, 58127.615457, 15.862, 0.008, 1641, 13, 15.862228547367266, ATLAS-ZTF
175.28325, 24.81955, o, 58131.658595, 19.212, 0.14, 75, 10, 19.21234684152075, ATLAS-ZTF
175.28325, 24.81955, o, 58131.660849, 21.986, 1.855, 6, 11, 21.95462187404089, ATLAS-ZTF
175.28325, 24.81955, o, 58131.674515, 19.417, 0.226, 62, 14, 19.419020776254364, ATLAS-ZTF
175.28325, 24.81955, o, 58133.61779, 19.134, 0.202, 81, 16, 19.128787452803373, ATLAS-ZTF
175.28325, 24.81955, o, 58133.61879, 20.501, 0.764, 23, 18, 20.495680409956016, ATLAS-ZTF
175.28325, 24.81955, o, 58133.626985, 18.724, 0.144, 118, 17, 18.720294981734686, ATLAS-ZTF
175.28325, 24.81955, o, 58133.633139, -19.348, 0.267, -66, 18, nan, ATLAS-ZTF
175.28325, 24.81955, o, 58133.633597, 19.642, 0.337, 50, 17, 19.65257498915995, ATLAS-ZTF
175.28325, 24.81955, o, 58133.649756, 19.394, 0.281, 63, 18, 19.401648626366043, ATLAS-ZTF
175.28325, 24.81955, c, 58135.643934, 18.89, 0.079, 101, 8, 18.889196565543394, ATLAS-ZTF
175.28325, 24.81955, c, 58135.647088, -19.55, 0.176, -55, 10, nan, ATLAS-ZTF
175.28325, 24.81955, c, 58135.661967, -19.578, 0.224, -54, 12, nan, ATLAS-ZTF
175.28325, 24.81955, o, 58137.612856, -21.577, 1.683, -8, 14, nan, ATLAS-ZTF
175.28325, 24.81955, o, 58137.627143, 20.273, 0.519, 28, 15, 20.28210492164445, ATLAS-ZTF
175.28325, 24.81955, o, 58137.643624, 21.815, 2.194, 7, 15, 21.787254899964356, ATLAS-ZTF
175.28325, 24.81955, o, 58137.647945, -20.493, 0.587, -23, 14, nan, ATLAS-ZTF
175.28325, 24.81955, o, 58139.663802, -20.402, 0.435, -25, 11, nan, ATLAS-ZTF
175.28325, 24.81955, o, 58147.653345, 15.814, 0.008, 1715, 14, 15.814339689053025, ATLAS-ZTF
175.28325, 24.81955, o, 58147.666176, 18.757, 0.145, 114, 16, 18.75773787165882, ATLAS-ZTF
175.28325, 24.81955, o, 58147.666632, 15.791, 0.007, 1753, 13, 15.790545209765511, ATLAS-ZTF
175.28325, 24.81955, o, 58147.679118, 18.609, 0.382, 131, 50, 18.606821760860587, ATLAS-ZTF
175.28325, 24.81955, o, 58147.679574, -19.513, 0.778, -57, 44, nan, ATLAS-ZTF
175.28325, 24.81955, o, 58153.607819, -19.633, 0.442, -51, 22, nan, ATLAS-ZTF
175.28325, 24.81955, o, 58153.615174, 17.405, 0.281, 396, 111, 17.405762035186218, ATLAS-ZTF
175.28325, 24.81955, o, 58157.663512, -21.705, 3.333, -8, 25, nan, ATLAS-ZTF
175.28325, 24.81955, o, 58157.676572, 17.847, 0.848, 264, 224, 17.84599018282542, ATLAS-ZTF
175.28325, 24.81955, o, 58161.635846, -20.551, 0.875, -22, 19, nan, ATLAS-ZTF
175.28325, 24.81955, o, 58161.64896, 19.261, 0.31, 72, 22, 19.256668758921826, ATLAS-ZTF
175.28325, 24.81955, o, 58161.651394, -18.322, 0.088, -170, 15, nan, ATLAS-ZTF
175.28325, 24.81955, o, 58161.662198, 18.603, 0.183, 132, 24, 18.598565171985374, ATLAS-ZTF
175.28325, 24.81955, o, 58161.664586, -18.842, 0.246, -106, 26, nan, ATLAS-ZTF
175.28325, 24.81955, c, 58163.579044, 14.605, 0.023, 5224, 121, 14.604992079332455, ATLAS-ZTF
175.28325, 24.81955, c, 58163.58658, 19.977, 14.4, 37, 534, 19.97949568983251, ATLAS-ZTF
175.28325, 24.81955, c, 58163.592509, -20.147, 2.833, -32, 90, nan, ATLAS-ZTF
175.28325, 24.81955, c, 58163.605676, 22.712, 18.0, 3, 54, 22.707196863200842, ATLAS-ZTF
175.28325, 24.81955, o, 58165.658364, 18.166, 0.095, 197, 19, 18.163834434596016, ATLAS-ZTF
175.28325, 24.81955, o, 58165.67076, 19.399, 2.25, 63, 142, 19.401648626366043, ATLAS-ZTF
175.28325, 24.81955, c, 58167.565047, 18.157, 0.041, 198, 8, 18.15833702434617, ATLAS-ZTF
175.28325, 24.81955, c, 58167.577887, 22.745, 3.263, 3, 10, 22.707196863200842, ATLAS-ZTF
175.28325, 24.81955, c, 58167.590401, -18.982, 0.107, -93, 10, nan, ATLAS-ZTF
175.28325, 24.81955, c, 58167.597957, -22.249, 2.333, -5, 11, nan, ATLAS-ZTF
175.28325, 24.81955, o, 58169.648724, 20.949, 1.117, 15, 17, 20.959771852360795, ATLAS-ZTF
175.28325, 24.81955, o, 58169.661428, 19.219, 0.288, 75, 22, 19.21234684152075, ATLAS-ZTF
175.28325, 24.81955, c, 58171.532279, -19.017, 0.263, -90, 24, nan, ATLAS-ZTF
175.28325, 24.81955, c, 58171.545302, -19.525, 0.396, -56, 22, nan, ATLAS-ZTF
175.28325, 24.81955, c, 58171.558394, 16.501, 0.1, 911, 91, 16.501204057567502, ATLAS-ZTF
175.28325, 24.81955, c, 58171.566996, 15.329, 0.135, 2680, 362, 15.329663014928027, ATLAS-ZTF
175.28325, 24.81955, o, 58183.51854, -19.204, 0.474, -76, 36, nan, ATLAS-ZTF
175.28325, 24.81955, o, 58183.523124, -19.056, 0.238, -87, 21, nan, ATLAS-ZTF
