# Combined data from 'ATLAS-ZTF' for 'SN 2024rkh'
ra, dec, filter, mjd, mag, dmag, flux, dflux, zp, source
39.67487, -7.28433, o, 60485.166361, 20.547, 1.917, 22, 42, 20.543943297944484, ATLAS-ZTF
39.67487, -7.28433, o, 60485.171826, -20.911, 2.391, -16, 38, nan, ATLAS-ZTF
39.67487, -7.28433, o, 60485.175929, -22.936, 15.364, -2, 37, nan, ATLAS-ZTF
39.67487, -7.28433, o, 60485.190487, -19.796, 1.05, -44, 46, nan, ATLAS-ZTF
39.67487, -7.28433, o, 60489.168771, -20.827, 2.404, -17, 41, nan, ATLAS-ZTF
39.67487, -7.28433, o, 60489.172537, 19.849, 0.839, 42, 35, 19.841876774005247, ATLAS-ZTF
39.67487, -7.28433, o, 60489.177707, 21.758, 4.861, 7, 35, 21.787254899964356, ATLAS-ZTF
39.67487, -7.28433, o, 60489.187938, -20.279, 1.423, -28, 40, nan, ATLAS-ZTF
39.67487, -7.28433, o, 60491.421074, 22.015, 3.475, 6, 20, 21.95462187404089, ATLAS-ZTF
39.67487, -7.28433, o, 60491.426054, 23.374, 11.25, 2, 18, 23.147425010840045, ATLAS-ZTF
39.67487, -7.28433, o, 60491.428808, -22.249, 3.265, -5, 15, nan, ATLAS-ZTF
39.67487, -7.28433, o, 60491.434073, 22.676, 5.429, 3, 17, 22.707196863200842, ATLAS-ZTF
39.67487, -7.28433, o, 60495.397049, -21.498, 2.37, -9, 22, nan, ATLAS-ZTF
39.67487, -7.28433, o, 60495.400216, -21.941, 5.719, -6, 35, nan, ATLAS-ZTF
39.67487, -7.28433, o, 60495.408021, 23.464, 15.125, 2, 23, 23.147425010840045, ATLAS-ZTF
39.67487, -7.28433, o, 60495.40894, -21.435, 1.981, -10, 19, nan, ATLAS-ZTF
39.67487, -7.28433, o, 60495.41908, -21.637, 2.167, -8, 17, nan, ATLAS-ZTF
39.67487, -7.28433, o, 60495.429549, 21.685, 3.0, 8, 23, 21.64227503252014, ATLAS-ZTF
39.67487, -7.28433, o, 60495.437837, 21.11, 2.143, 13, 28, 21.115141619232908, ATLAS-ZTF
39.67487, -7.28433, o, 60495.441048, -19.637, 0.53, -51, 27, nan, ATLAS-ZTF
39.67487, -7.28433, o, 60495.445658, 19.665, 0.744, 49, 37, 19.674509799928714, ATLAS-ZTF
39.67487, -7.28433, o, 60496.596374, -20.981, 1.585, -15, 23, nan, ATLAS-ZTF
39.67487, -7.28433, o, 60496.600589, 20.64, 1.076, 20, 22, 20.647425010840045, ATLAS-ZTF
39.67487, -7.28433, o, 60496.603606, -23.588, 15.8, -1, 21, nan, ATLAS-ZTF
39.67487, -7.28433, o, 60496.608116, 20.549, 1.431, 22, 31, 20.543943297944484, ATLAS-ZTF
39.67487, -7.28433, o, 60496.613592, 21.405, 2.9, 10, 29, 21.4, ATLAS-ZTF
39.67487, -7.28433, o, 60496.616759, -19.368, 0.546, -65, 36, nan, ATLAS-ZTF
39.67487, -7.28433, o, 60496.619481, 18.249, 0.583, 182, 106, 18.249821530037313, ATLAS-ZTF
39.67487, -7.28433, c, 60497.164549, -21.48, 2.059, -9, 19, nan, ATLAS-ZTF
39.67487, -7.28433, c, 60497.170427, 20.078, 4.778, 34, 162, 20.07130270739436, ATLAS-ZTF
39.67487, -7.28433, c, 60497.17404, 18.52, 0.807, 142, 114, 18.519279139042357, ATLAS-ZTF
39.67487, -7.28433, c, 60497.17494, -18.243, 1.214, -183, 222, nan, ATLAS-ZTF
39.67487, -7.28433, c, 60497.180356, 20.146, 4.333, 32, 138, 20.137125054200233, ATLAS-ZTF
39.67487, -7.28433, c, 60497.181733, -20.426, 1.396, -24, 34, nan, ATLAS-ZTF
39.67487, -7.28433, c, 60497.185803, -20.073, 0.82, -34, 28, nan, ATLAS-ZTF
39.67487, -7.28433, c, 60497.190762, 19.267, 0.505, 71, 36, 19.27185412820231, ATLAS-ZTF
39.67487, -7.28433, o, 60499.398931, 20.828, 0.837, 17, 14, 20.823877696554312, ATLAS-ZTF
39.67487, -7.28433, o, 60499.402101, -21.097, 1.329, -13, 18, nan, ATLAS-ZTF
39.67487, -7.28433, o, 60499.411892, 20.169, 0.66, 31, 20, 20.171595765414317, ATLAS-ZTF
39.67487, -7.28433, o, 60499.41511, -20.794, 1.048, -18, 18, nan, ATLAS-ZTF
39.67487, -7.28433, o, 60499.430175, -23.401, 11.556, -2, 18, nan, ATLAS-ZTF
39.67487, -7.28433, o, 60500.589989, 20.485, 1.028, 23, 24, 20.495680409956016, ATLAS-ZTF
39.67487, -7.28433, o, 60500.598573, 21.613, 2.846, 8, 23, 21.64227503252014, ATLAS-ZTF
39.67487, -7.28433, o, 60500.601298, 21.446, 3.0, 10, 29, 21.4, ATLAS-ZTF
39.67487, -7.28433, o, 60500.602664, 21.173, 2.17, 12, 27, 21.202046884880936, ATLAS-ZTF
39.67487, -7.28433, o, 60500.61131, 21.205, 1.691, 12, 20, 21.202046884880936, ATLAS-ZTF
39.67487, -7.28433, o, 60500.616538, -20.276, 1.375, -28, 39, nan, ATLAS-ZTF
39.67487, -7.28433, o, 60503.384825, -20.353, 0.47, -26, 12, nan, ATLAS-ZTF
39.67487, -7.28433, o, 60503.394154, -21.91, 1.98, -6, 12, nan, ATLAS-ZTF
39.67487, -7.28433, o, 60503.397814, 20.683, 0.601, 19, 12, 20.703115997617928, ATLAS-ZTF
39.67487, -7.28433, o, 60503.417766, -21.275, 1.033, -11, 12, nan, ATLAS-ZTF
39.67487, -7.28433, o, 60507.381827, 20.846, 0.748, 17, 12, 20.823877696554312, ATLAS-ZTF
39.67487, -7.28433, o, 60507.385432, 21.197, 1.186, 12, 14, 21.202046884880936, ATLAS-ZTF
39.67487, -7.28433, o, 60507.390841, 20.001, 0.377, 36, 14, 20.00924374808178, ATLAS-ZTF
39.67487, -7.28433, o, 60507.401204, -21.381, 1.436, -10, 15, nan, ATLAS-ZTF
39.67487, -7.28433, o, 60508.574192, 21.978, 2.515, 6, 15, 21.95462187404089, ATLAS-ZTF
39.67487, -7.28433, o, 60508.576978, 20.183, 0.589, 31, 18, 20.171595765414317, ATLAS-ZTF
39.67487, -7.28433, o, 60508.602499, 20.25, 0.554, 29, 16, 20.24400500525261, ATLAS-ZTF
39.67487, -7.28433, o, 60508.605836, -21.847, 2.143, -7, 14, nan, ATLAS-ZTF
39.67487, -7.28433, o, 60510.311596, -21.026, 2.266, -14, 32, nan, ATLAS-ZTF
39.67487, -7.28433, o, 60510.314396, 19.452, 0.577, 60, 35, 19.45462187404089, ATLAS-ZTF
