# Combined data from 'ATLAS-ZTF' for 'SN 2022zvu'
ra, dec, filter, mjd, mag, dmag, flux, dflux, zp, source
148.46275, -7.79268, o, 59862.616255, 19.785, 0.946, 44, 42, 19.79136830878453, ATLAS-ZTF
148.46275, -7.79268, o, 59862.620409, 18.707, 0.352, 120, 42, 18.702046884880936, ATLAS-ZTF
148.46275, -7.79268, o, 59862.628259, 18.895, 0.404, 100, 41, 18.9, ATLAS-ZTF
148.46275, -7.79268, o, 59862.639357, 19.281, 0.926, 70, 65, 19.287254899964356, ATLAS-ZTF
148.46275, -7.79268, o, 59881.084365, 18.57, 0.143, 136, 19, 18.566152729074453, ATLAS-ZTF
148.46275, -7.79268, o, 59881.08759, 19.481, 0.32, 59, 19, 19.47286997089464, ATLAS-ZTF
148.46275, -7.79268, o, 59881.088524, 19.755, 0.433, 46, 20, 19.743105420796063, ATLAS-ZTF
148.46275, -7.79268, o, 59881.102326, -18.764, 0.71, -113, 80, nan, ATLAS-ZTF
148.46275, -7.79268, o, 59881.103703, 18.332, 0.36, 169, 61, 18.330283238465814, ATLAS-ZTF
148.46275, -7.79268, o, 59881.108936, -19.12, 0.223, -82, 18, nan, ATLAS-ZTF
148.46275, -7.79268, o, 59881.109386, 18.494, 0.158, 145, 23, 18.496579994412564, ATLAS-ZTF
148.46275, -7.79268, o, 59881.110737, -21.199, 1.858, -12, 22, nan, ATLAS-ZTF
148.46275, -7.79268, c, 59884.61935, 18.554, 0.105, 138, 14, 18.550302283996906, ATLAS-ZTF
148.46275, -7.79268, c, 59884.620254, 17.639, 0.048, 319, 15, 17.640523292357045, ATLAS-ZTF
148.46275, -7.79268, c, 59884.628068, 22.919, 6.0, 2, 15, 23.147425010840045, ATLAS-ZTF
148.46275, -7.79268, c, 59884.628523, 19.194, 0.221, 76, 17, 19.197966019298022, ATLAS-ZTF
148.46275, -7.79268, c, 59884.638661, 18.659, 0.109, 125, 14, 18.657724967479858, ATLAS-ZTF
148.46275, -7.79268, c, 59884.639564, 18.609, 0.111, 131, 14, 18.606821760860587, ATLAS-ZTF
148.46275, -7.79268, c, 59884.644433, 18.475, 0.126, 148, 19, 18.474345711512605, ATLAS-ZTF
148.46275, -7.79268, c, 59884.646561, 19.977, 1.045, 37, 39, 19.97949568983251, ATLAS-ZTF
148.46275, -7.79268, o, 59890.620368, 17.365, 0.048, 411, 20, 17.365395445309826, ATLAS-ZTF
148.46275, -7.79268, o, 59890.630579, 17.351, 0.041, 416, 17, 17.352266673433142, ATLAS-ZTF
148.46275, -7.79268, o, 59890.64031, 17.309, 0.041, 433, 18, 17.308780259116585, ATLAS-ZTF
148.46275, -7.79268, o, 59890.646315, 17.308, 0.046, 434, 20, 17.30627567621872, ATLAS-ZTF
148.46275, -7.79268, o, 59891.327425, 16.909, 0.3, 626, 188, 16.908564166973925, ATLAS-ZTF
148.46275, -7.79268, o, 59891.330628, 17.301, 0.099, 436, 43, 17.301283776828534, ATLAS-ZTF
148.46275, -7.79268, o, 59891.340221, -16.472, 1.321, -936, 1237, nan, ATLAS-ZTF
148.46275, -7.79268, o, 59891.353407, 17.596, 0.155, 332, 52, 17.597154790739907, ATLAS-ZTF
148.46275, -7.79268, o, 59894.570894, 16.947, 0.034, 604, 20, 16.94740765344717, ATLAS-ZTF
148.46275, -7.79268, o, 59894.574589, 16.99, 0.031, 580, 18, 16.991430016092657, ATLAS-ZTF
148.46275, -7.79268, o, 59894.580745, 16.872, 0.035, 648, 23, 16.871062485323513, ATLAS-ZTF
148.46275, -7.79268, o, 59894.588595, 17.066, 0.037, 542, 20, 17.065001783654033, ATLAS-ZTF
148.46275, -7.79268, o, 59898.575549, 16.968, 0.034, 593, 20, 16.96736326658934, ATLAS-ZTF
148.46275, -7.79268, o, 59898.607389, 16.975, 0.028, 589, 17, 16.974711763032246, ATLAS-ZTF
148.46275, -7.79268, o, 59898.611102, 16.922, 0.036, 618, 22, 16.92252881227796, ATLAS-ZTF
148.46275, -7.79268, o, 59898.61806, 16.969, 0.034, 592, 20, 16.9691957331927, ATLAS-ZTF
148.46275, -7.79268, o, 59898.649122, 16.916, 0.042, 622, 26, 16.915524038272952, ATLAS-ZTF
148.46275, -7.79268, o, 59903.334113, 17.229, 0.03, 466, 14, 17.229035208275, ATLAS-ZTF
148.46275, -7.79268, o, 59903.335914, 17.082, 0.027, 534, 14, 17.081146857428607, ATLAS-ZTF
148.46275, -7.79268, o, 59903.34974, 17.144, 0.034, 504, 17, 17.143923658886184, ATLAS-ZTF
148.46275, -7.79268, o, 59903.3534, 17.17, 0.032, 492, 16, 17.170087243081596, ATLAS-ZTF
