# Combined data from 'ATLAS-ZTF' for 'SN 2022vxf'
ra, dec, filter, mjd, mag, dmag, flux, dflux, zp, source
317.81558, 37.88565, o, 59748.504273, -20.009, 0.599, -36, 22, nan, ATLAS-ZTF
317.81558, 37.88565, o, 59748.506576, 24.205, 25.25, 1, 19, 23.9, ATLAS-ZTF
317.81558, 37.88565, o, 59748.529713, 23.316, 11.4, 2, 20, 23.147425010840045, ATLAS-ZTF
317.81558, 37.88565, o, 59748.549031, -19.763, 0.42, -45, 19, nan, ATLAS-ZTF
317.81558, 37.88565, o, 59749.518526, 22.688, 6.4, 3, 20, 22.707196863200842, ATLAS-ZTF
317.81558, 37.88565, o, 59749.520353, 20.496, 0.68, 23, 16, 20.495680409956016, ATLAS-ZTF
317.81558, 37.88565, o, 59749.523095, -21.387, 1.952, -10, 20, nan, ATLAS-ZTF
317.81558, 37.88565, o, 59749.528033, -20.018, 0.444, -36, 16, nan, ATLAS-ZTF
317.81558, 37.88565, o, 59749.530334, 21.506, 2.021, 9, 18, 21.514393726401686, ATLAS-ZTF
317.81558, 37.88565, o, 59749.533555, 22.827, 6.867, 3, 18, 22.707196863200842, ATLAS-ZTF
317.81558, 37.88565, o, 59749.546077, -21.94, 2.891, -6, 18, nan, ATLAS-ZTF
317.81558, 37.88565, o, 59749.56801, -20.153, 0.598, -32, 19, nan, ATLAS-ZTF
317.81558, 37.88565, o, 59750.501042, 20.311, 0.523, 27, 14, 20.32159058960253, ATLAS-ZTF
317.81558, 37.88565, o, 59750.504356, 21.873, 3.697, 6, 24, 21.95462187404089, ATLAS-ZTF
317.81558, 37.88565, o, 59750.507553, 20.407, 0.724, 25, 18, 20.405149978319905, ATLAS-ZTF
317.81558, 37.88565, o, 59750.515398, 20.733, 1.056, 18, 20, 20.761818737241732, ATLAS-ZTF
317.81558, 37.88565, o, 59751.52638, 20.829, 0.804, 17, 14, 20.823877696554312, ATLAS-ZTF
317.81558, 37.88565, o, 59751.544827, -24.267, 23.25, -1, 17, nan, ATLAS-ZTF
317.81558, 37.88565, o, 59751.560396, -22.335, 3.909, -4, 16, nan, ATLAS-ZTF
