index,objName,objAltName1,objAltName2,objAltName3,objID,uniquePspsOBid,ippObjID,surveyID,htmID,zoneID,tessID,projectionID,skyCellID,randomID,batchID,dvoRegionID,processingVersion,objInfoFlag,qualityFlag,raStack,decStack,raStackErr,decStackErr,raMean,decMean,raMeanErr,decMeanErr,epochMean,posMeanChisq,cx,cy,cz,lambda,beta,l,b,nStackObjectRows,nStackDetections,nDetections,ng,nr,ni,nz,ny,uniquePspsSTid,primaryDetection,bestDetection,gippDetectID,gstackDetectID,gstackImageID,gra,gdec,graErr,gdecErr,gEpoch,gPSFMag,gPSFMagErr,gApMag,gApMagErr,gKronMag,gKronMagErr,ginfoFlag,ginfoFlag2,ginfoFlag3,gnFrames,gxPos,gyPos,gxPosErr,gyPosErr,gpsfMajorFWHM,gpsfMinorFWHM,gpsfTheta,gpsfCore,gpsfLikelihood,gpsfQf,gpsfQfPerfect,gpsfChiSq,gmomentXX,gmomentXY,gmomentYY,gmomentR1,gmomentRH,gPSFFlux,gPSFFluxErr,gApFlux,gApFluxErr,gApFillFac,gApRadius,gKronFlux,gKronFluxErr,gKronRad,gexpTime,gExtNSigma,gsky,gskyErr,gzp,gPlateScale,rippDetectID,rstackDetectID,rstackImageID,rra,rdec,rraErr,rdecErr,rEpoch,rPSFMag,rPSFMagErr,rApMag,rApMagErr,rKronMag,rKronMagErr,rinfoFlag,rinfoFlag2,rinfoFlag3,rnFrames,rxPos,ryPos,rxPosErr,ryPosErr,rpsfMajorFWHM,rpsfMinorFWHM,rpsfTheta,rpsfCore,rpsfLikelihood,rpsfQf,rpsfQfPerfect,rpsfChiSq,rmomentXX,rmomentXY,rmomentYY,rmomentR1,rmomentRH,rPSFFlux,rPSFFluxErr,rApFlux,rApFluxErr,rApFillFac,rApRadius,rKronFlux,rKronFluxErr,rKronRad,rexpTime,rExtNSigma,rsky,rskyErr,rzp,rPlateScale,iippDetectID,istackDetectID,istackImageID,ira,idec,iraErr,idecErr,iEpoch,iPSFMag,iPSFMagErr,iApMag,iApMagErr,iKronMag,iKronMagErr,iinfoFlag,iinfoFlag2,iinfoFlag3,inFrames,ixPos,iyPos,ixPosErr,iyPosErr,ipsfMajorFWHM,ipsfMinorFWHM,ipsfTheta,ipsfCore,ipsfLikelihood,ipsfQf,ipsfQfPerfect,ipsfChiSq,imomentXX,imomentXY,imomentYY,imomentR1,imomentRH,iPSFFlux,iPSFFluxErr,iApFlux,iApFluxErr,iApFillFac,iApRadius,iKronFlux,iKronFluxErr,iKronRad,iexpTime,iExtNSigma,isky,iskyErr,izp,iPlateScale,zippDetectID,zstackDetectID,zstackImageID,zra,zdec,zraErr,zdecErr,zEpoch,zPSFMag,zPSFMagErr,zApMag,zApMagErr,zKronMag,zKronMagErr,zinfoFlag,zinfoFlag2,zinfoFlag3,znFrames,zxPos,zyPos,zxPosErr,zyPosErr,zpsfMajorFWHM,zpsfMinorFWHM,zpsfTheta,zpsfCore,zpsfLikelihood,zpsfQf,zpsfQfPerfect,zpsfChiSq,zmomentXX,zmomentXY,zmomentYY,zmomentR1,zmomentRH,zPSFFlux,zPSFFluxErr,zApFlux,zApFluxErr,zApFillFac,zApRadius,zKronFlux,zKronFluxErr,zKronRad,zexpTime,zExtNSigma,zsky,zskyErr,zzp,zPlateScale,yippDetectID,ystackDetectID,ystackImageID,yra,ydec,yraErr,ydecErr,yEpoch,yPSFMag,yPSFMagErr,yApMag,yApMagErr,yKronMag,yKronMagErr,yinfoFlag,yinfoFlag2,yinfoFlag3,ynFrames,yxPos,yyPos,yxPosErr,yyPosErr,ypsfMajorFWHM,ypsfMinorFWHM,ypsfTheta,ypsfCore,ypsfLikelihood,ypsfQf,ypsfQfPerfect,ypsfChiSq,ymomentXX,ymomentXY,ymomentYY,ymomentR1,ymomentRH,yPSFFlux,yPSFFluxErr,yApFlux,yApFluxErr,yApFillFac,yApRadius,yKronFlux,yKronFluxErr,yKronRad,yexpTime,yExtNSigma,ysky,yskyErr,yzp,yPlateScale,distance,SkyMapper_StarClass,g_elong,g_a,g_b,g_pa,r_elong,r_a,r_b,r_pa,i_elong,i_a,i_b,i_pa,z_elong,z_a,z_b,z_pa,NED_name,NED_type,NED_vel,NED_redshift,NED_mag,NED_redshift_flag,g-r,r-i,i-z,z-y,g-rErr,r-iErr,i-zErr,z-yErr,gApMag_gKronMag,rApMag_rKronMag,iApMag_iKronMag,zApMag_zKronMag,yApMag_yKronMag,7DCD,hasSimbad,sourceClass
5,9390023,,,,9390023,,,,,,,,,,,,,,0,,,,,1.62881,-34.9273,,,,,,,,,,351.11438,-77.62809,,,7,1,1,3,2,1,,1,1,,,,1.628816,-34.9272987,24,25,,19.8177,0.0129,,,19.8471,0.0605,,,,,,,,,,,,,,,,0.7342,,,,,,5355.257,39.85323,,,,,4977.541,237.2723,3.79,,,,,,0.5,,,,1.628809,-34.9273066,24,25,,19.3538,0.0129,,,19.3711,0.0624,,,,,,,,,,,,,,,,0.8731,,,,,,6756.295,,,,,,6073.963,50.26653,3.5,,,,,,0.5,,,,1.6288022,-34.9272924,24,25,,19.1564,0.0418,,,19.318,0.0888,,,,,,,,,,,,,,,,1.202,,,,,,,,,,,,4066.563,61.06809,3.74,,,,,,0.5,,,,1.6288259,-34.9273121,24,25,,19.1384,0.0327,,,19.2817,0.1434,,,,,,,,,,,,,,,,0.7408,,,,,,,52.87535,,,,,2182.1,195.155,3.74,,,,,,0.5,,,,1.62881,-34.9273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,120.79,0.94,1.15,2.361,2.054,-82.08,1.184,2.381,2.012,-88.1,1.397,2.105,1.507,-71.46,1.097,0.752,0.685,-84.36,WISEA J000630.91-345538.9,IrS,,,,,,,,,,,,,,,,,,,0,1.0
6,9390024,,,,9390024,,,,,,,,,,,,,,0,,,,,1.634374,-34.926133,,,,,,,,,,351.10626,-77.63246,,,5,1,1,3,0,1,,1,1,,,,1.6343672,-34.9261148,24,38,,19.9522,0.0115,,,19.9346,0.0721,,,,,,,,,,,,,,,,0.2937,,,,,,4731.165,24.72739,,,,,4504.454,223.9578,3.66,,,,,,0.5,,,,1.6343748,-34.9261511,24,38,,19.6433,0.0155,,,19.6083,0.0723,,,,,,,,,,,,,,,,1.189,,,,,,5174.774,,,,,,4934.206,56.50493,3.86,,,,,,0.5,,,,1.634367,-34.9261212,24,38,,19.4161,0.0136,,,19.4189,0.1279,,,,,,,,,,,,,,,,0.4785,,,,,,,,,,,,3008.422,37.45118,5.16,,,,,,0.5,,,,,,24,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.16,,,,,,0.5,,,,1.634374,-34.926133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,106.31,0.875,1.177,2.341,1.989,-63.87,1.16,2.205,1.902,-71.42,1.378,1.834,1.331,-85.8,,,,,WISEA J000632.38-345533.8,IrS,,,,,,,,,,,,,,,,,,,0,1.0
7,9390025,,,,9390025,,,,,,,,,,,,,,0,,,,,1.634003,-34.915928,,,,,,,,,,351.14566,-77.638214,,,13,1,1,3,4,1,,1,1,,,,1.634003,-34.9159404,18,25,,16.0065,0.0105,,,16.0105,0.0106,,,,,,,,,,,,,,,,0.2411,,,,,,179154.2,71.41504,,,,,177458.5,524.5746,3.5,,,,,,0.5,,,,1.6339995,-34.9159484,18,25,,15.4712,0.0105,,,15.4756,0.0105,,,,,,,,,,,,,,,,0.6487,,,,,,241395.7,,,,,,238398.0,137.6392,3.5,,,,,,0.5,,,,1.6340025,-34.9159407,18,25,,15.1224,0.0061,,,15.1474,0.0064,,,,,,,,,,,,,,,,6.946,,,,,,,,,,,,157399.5,388.6619,3.5,,,,,,0.5,,,,1.6340208,-34.9159057,18,25,,15.0041,0.0059,,,15.0331,0.0154,,,,,,,,,,,,,,,,0.3765,,,,,,,75.16742,,,,,73860.37,457.1516,3.5,,,,,,0.5,,,,1.634003,-34.915928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,83.72,0.985,1.145,3.547,3.097,-81.11,1.137,3.561,3.133,-81.9,1.205,3.183,2.642,-80.87,1.083,2.422,2.237,-63.18,WISEA J000632.15-345457.4,UvS,,,,,,,,,,,,,,,,,,,0,1.0
9,9390029,,,,9390029,,,,,,,,,,,,,,0,,,,,1.609903,-34.896858,,,,,,,,,,351.27194,-77.63339,,,10,1,2,3,4,1,,1,1,,,,1.6099092,-34.896829,25,63,,20.6853,0.0221,,,20.8552,0.1491,,,,,,,,,,,,,,,,1.084,,,,,,2408.346,43.78756,,,,,2050.696,210.5085,5.47,,,,,,0.5,,,,1.6098393,-34.8968997,25,63,,19.8638,0.0181,,,20.1921,0.1568,,,,,,,,,,,,,,,,1.276,,,,,,4274.14,,,,,,3823.24,72.91648,3.5,,,,,,0.5,,,,1.6099103,-34.8968462,25,63,,18.5171,0.0105,,,18.5403,0.0723,,,,,,,,,,,,,,,,0.5069,,,,,,,,,,,,6811.85,42.18563,3.5,,,,,,0.5,,,,1.6099301,-34.8968066,25,63,,17.9898,0.0108,,,18.0273,0.0439,,,,,,,,,,,,,,,,0.1556,,,,,,,27.56745,,,,,4768.863,309.0371,3.5,,,,,,0.5,,,,1.609903,-34.896858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,145.9,0.762,1.227,1.55,1.263,-76.1,1.041,1.681,1.615,-39.27,1.223,2.156,1.763,-76.1,1.133,1.587,1.401,-74.19,WISEA J000626.38-345348.4,IrS,,,,,,,,,,,,,,,,,,,0,1.0
10,9390035,,,,9390035,,,,,,,,,,,,,,0,,,,,1.637295,-34.91026,,,,,,,,,,351.1597,-77.64373,,,2,0,1,1,0,1,,1,1,,,,,,38,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,1.6372825,-34.9102793,38,68,,20.5193,0.0182,,,20.7501,0.2293,,,,,,,,,,,,,,,,0.4518,,,,,,2309.281,,,,,,2005.423,32.27059,5.99,,,,,,0.5,,,,1.6373083,-34.9102416,38,68,,20.0636,0.0415,,,20.3804,0.1139,,,,,,,,,,,,,,,,1.398,,,,,,,,,,,,1663.063,61.77655,6.82,,,,,,0.5,,,,,,38,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.82,,,,,,0.5,,,,1.637295,-34.91026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,66.28,0.511,,,,,1.22,1.277,1.047,-88.6,1.419,1.072,0.755,75.63,,,,,WISEA J000632.97-345436.3,IrS,,,,,,,,,,,,,,,,,,,0,1.0
11,9390036,,,,9390036,,,,,,,,,,,,,,0,,,,,1.636225,-34.901351,,,,,,,,,,351.1958,-77.64825,,,1,0,1,0,0,1,,1,1,,,,,,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,1.636225,-34.9013506,36,36,,20.5876,0.0307,,,20.4359,0.1634,,,,,,,,,,,,,,,,1.477,,,,,,2168.531,,,,,,2224.065,57.89884,7.24,,,,,,0.5,,,,,,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,1.636225,-34.901351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,66.57,0.517,,,,,1.249,1.227,0.982,-29.2,,,,,,,,,WISEA J000632.73-345405.5,IrS,,,,,,,,,,,,,,,,,,,0,1.0
17,9390042,,,,9390042,,,,,,,,,,,,,,0,,,,,1.673224,-34.894053,,,,,,,,,,351.14005,-77.67709,,,17,2,3,4,4,1,,1,1,,,,1.6732416,-34.8940564,33,23,,17.821,0.0105,,,17.8496,0.013,,,,,,,,,,,,,,,,2.494,,,,,,33354.99,117.5283,,,,,32430.55,335.136,3.5,,,,,,0.5,,,,1.6732445,-34.8940716,33,23,,17.5929,0.0132,,,17.6255,0.0148,,,,,,,,,,,,,,,,2.565,,,,,,33928.41,,,,,,32447.92,126.5744,3.5,,,,,,0.5,,,,1.6732512,-34.8940819,33,23,,17.4377,0.0064,,,17.4608,0.0161,,,,,,,,,,,,,,,,0.8344,,,,,,,,,,,,18670.18,65.71533,3.5,,,,,,0.5,,,,1.6732572,-34.8940491,33,23,,17.4676,0.0194,,,17.4932,0.042,,,,,,,,,,,,,,,,1.624,,,,,,,89.47864,,,,,10598.2,320.3012,3.5,,,,,,0.5,,,,1.673224,-34.894053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,56.81,0.978,1.143,3.195,2.796,-82.95,1.158,3.115,2.69,-81.83,1.168,2.587,2.214,-80.76,1.189,2.247,1.89,-80.92,WISEA J000641.57-345338.7,UvS,,,,,,,,,,,,,,,,,,,0,1.0
20,9390046,,,,9390046,,,,,,,,,,,,,,0,,,,,1.682705,-34.938395,,,,,,,,,,350.95087,-77.65725,,,10,1,2,4,3,1,,1,1,,,,1.6826776,-34.9383867,47,31,,20.7983,0.0345,,,21.137,0.172,,,,,,,,,,,,,,,,2.515,,,,,,2169.832,65.93342,,,,,1585.29,187.7521,5.36,,,,,,0.5,,,,1.6826954,-34.93843,47,31,,19.748,0.011,,,19.8248,0.0714,,,,,,,,,,,,,,,,0.7778,,,,,,4704.915,,,,,,4438.441,57.87315,5.22,,,,,,0.5,,,,1.6827669,-34.9384099,47,31,,18.4555,0.0135,,,18.5189,0.041,,,,,,,,,,,,,,,,0.2222,,,,,,,,,,,,7215.519,28.24915,3.79,,,,,,0.5,,,,1.6827137,-34.9383751,47,31,,17.9392,0.0122,,,18.0061,0.0663,,,,,,,,,,,,,,,,1.442,,,,,,,84.4144,,,,,5040.801,343.1955,3.79,,,,,,0.5,,,,1.682705,-34.938395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,142.3,0.575,1.245,1.403,1.127,-59.16,1.148,1.751,1.525,-51.86,1.268,2.294,1.809,-78.97,1.19,1.758,1.477,-88.3,WISEA J000643.86-345618.4,IrS,,,,,,,,,,,,,,,,,,,0,1.0
21,9390047,,,,9390047,,,,,,,,,,,,,,0,,,,,1.681418,-34.934686,,,,,,,,,,350.96777,-77.65859,,,12,2,2,4,4,1,,1,1,,,,1.6814232,-34.9346843,31,27,,19.8966,0.0574,,,20.0824,0.0824,,,,,,,,,,,,,,,,0.9514,,,,,,5206.236,45.09175,,,,,4748.49,216.4025,3.5,,,,,,0.5,,,,1.6814246,-34.9346797,31,27,,19.2291,0.0085,,,19.2173,0.0454,,,,,,,,,,,,,,,,0.3119,,,,,,7603.736,,,,,,7421.327,38.32559,4.37,,,,,,0.5,,,,1.6814784,-34.9346971,31,27,,18.7958,0.0144,,,18.7768,0.0495,,,,,,,,,,,,,,,,1.089,,,,,,,,,,,,5513.964,60.09857,3.5,,,,,,0.5,,,,1.6813512,-34.9346657,31,27,,18.6338,0.0264,,,18.7255,0.0856,,,,,,,,,,,,,,,,0.2169,,,,,,,31.32912,,,,,2508.019,342.0731,3.5,,,,,,0.5,,,,1.681418,-34.934686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,128.89,0.904,1.123,2.303,2.05,79.88,1.166,2.118,1.817,-76.28,1.248,2.191,1.755,-78.41,1.073,1.215,1.132,-30.67,WISEA J000643.54-345604.9,IrS,,,,,,,,,,,,,,,,,,,0,1.0
23,9390064,,,,9390064,,,,,,,,,,,,,,0,,,,,1.700168,-34.911075,,,,,,,,,,351.0146,-77.68494,,,6,1,2,2,1,1,,1,1,,,,1.7002821,-34.9110411,147,58,,21.0376,0.0339,,,21.0081,0.1741,,,,,,,,,,,,,,,,1.634,,,,,,1740.53,51.97632,,,,,1883.434,218.262,7.97,,,,,,0.5,,,,1.7002074,-34.9110745,147,58,,20.3077,0.0529,,,20.0933,0.1185,,,,,,,,,,,,,,,,4.763,,,,,,2694.222,,,,,,3210.649,105.5206,6.53,,,,,,0.5,,,,1.7001583,-34.911102,147,58,,19.6015,0.1042,,,19.3366,0.1035,,,,,,,,,,,,,,,,1.645,,,,,,,,,,,,2833.468,94.52204,5.64,,,,,,0.5,,,,1.7000665,-34.911111,147,58,,19.1968,0.0224,,,19.4827,0.1826,,,,,,,,,,,,,,,,0.378,,,,,,,37.54098,,,,,2033.493,204.8663,5.64,,,,,,0.5,,,,1.700168,-34.911075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,125.47,0.542,1.173,1.067,0.91,-44.77,1.009,1.534,1.52,-55.06,1.251,1.344,1.074,-38.45,1.696,0.762,0.45,-71.34,WISEA J000648.05-345440.1,IrS,,,,,,,,,,,,,,,,,,,0,1.0
