objName,objAltName1,objAltName2,objAltName3,objID,uniquePspsOBid,ippObjID,surveyID,htmID,zoneID,tessID,projectionID,skyCellID,randomID,batchID,dvoRegionID,processingVersion,objInfoFlag,qualityFlag,raStack,decStack,raStackErr,decStackErr,raMean,decMean,raMeanErr,decMeanErr,epochMean,posMeanChisq,cx,cy,cz,lambda,beta,l,b,nStackObjectRows,nStackDetections,nDetections,ng,nr,ni,nz,ny,uniquePspsSTid,primaryDetection,bestDetection,gippDetectID,gstackDetectID,gstackImageID,gra,gdec,graErr,gdecErr,gEpoch,gPSFMag,gPSFMagErr,gApMag,gApMagErr,gKronMag,gKronMagErr,ginfoFlag,ginfoFlag2,ginfoFlag3,gnFrames,gxPos,gyPos,gxPosErr,gyPosErr,gpsfMajorFWHM,gpsfMinorFWHM,gpsfTheta,gpsfCore,gpsfLikelihood,gpsfQf,gpsfQfPerfect,gpsfChiSq,gmomentXX,gmomentXY,gmomentYY,gmomentR1,gmomentRH,gPSFFlux,gPSFFluxErr,gApFlux,gApFluxErr,gApFillFac,gApRadius,gKronFlux,gKronFluxErr,gKronRad,gexpTime,gExtNSigma,gsky,gskyErr,gzp,gPlateScale,rippDetectID,rstackDetectID,rstackImageID,rra,rdec,rraErr,rdecErr,rEpoch,rPSFMag,rPSFMagErr,rApMag,rApMagErr,rKronMag,rKronMagErr,rinfoFlag,rinfoFlag2,rinfoFlag3,rnFrames,rxPos,ryPos,rxPosErr,ryPosErr,rpsfMajorFWHM,rpsfMinorFWHM,rpsfTheta,rpsfCore,rpsfLikelihood,rpsfQf,rpsfQfPerfect,rpsfChiSq,rmomentXX,rmomentXY,rmomentYY,rmomentR1,rmomentRH,rPSFFlux,rPSFFluxErr,rApFlux,rApFluxErr,rApFillFac,rApRadius,rKronFlux,rKronFluxErr,rKronRad,rexpTime,rExtNSigma,rsky,rskyErr,rzp,rPlateScale,iippDetectID,istackDetectID,istackImageID,ira,idec,iraErr,idecErr,iEpoch,iPSFMag,iPSFMagErr,iApMag,iApMagErr,iKronMag,iKronMagErr,iinfoFlag,iinfoFlag2,iinfoFlag3,inFrames,ixPos,iyPos,ixPosErr,iyPosErr,ipsfMajorFWHM,ipsfMinorFWHM,ipsfTheta,ipsfCore,ipsfLikelihood,ipsfQf,ipsfQfPerfect,ipsfChiSq,imomentXX,imomentXY,imomentYY,imomentR1,imomentRH,iPSFFlux,iPSFFluxErr,iApFlux,iApFluxErr,iApFillFac,iApRadius,iKronFlux,iKronFluxErr,iKronRad,iexpTime,iExtNSigma,isky,iskyErr,izp,iPlateScale,zippDetectID,zstackDetectID,zstackImageID,zra,zdec,zraErr,zdecErr,zEpoch,zPSFMag,zPSFMagErr,zApMag,zApMagErr,zKronMag,zKronMagErr,zinfoFlag,zinfoFlag2,zinfoFlag3,znFrames,zxPos,zyPos,zxPosErr,zyPosErr,zpsfMajorFWHM,zpsfMinorFWHM,zpsfTheta,zpsfCore,zpsfLikelihood,zpsfQf,zpsfQfPerfect,zpsfChiSq,zmomentXX,zmomentXY,zmomentYY,zmomentR1,zmomentRH,zPSFFlux,zPSFFluxErr,zApFlux,zApFluxErr,zApFillFac,zApRadius,zKronFlux,zKronFluxErr,zKronRad,zexpTime,zExtNSigma,zsky,zskyErr,zzp,zPlateScale,yippDetectID,ystackDetectID,ystackImageID,yra,ydec,yraErr,ydecErr,yEpoch,yPSFMag,yPSFMagErr,yApMag,yApMagErr,yKronMag,yKronMagErr,yinfoFlag,yinfoFlag2,yinfoFlag3,ynFrames,yxPos,yyPos,yxPosErr,yyPosErr,ypsfMajorFWHM,ypsfMinorFWHM,ypsfTheta,ypsfCore,ypsfLikelihood,ypsfQf,ypsfQfPerfect,ypsfChiSq,ymomentXX,ymomentXY,ymomentYY,ymomentR1,ymomentRH,yPSFFlux,yPSFFluxErr,yApFlux,yApFluxErr,yApFillFac,yApRadius,yKronFlux,yKronFluxErr,yKronRad,yexpTime,yExtNSigma,ysky,yskyErr,yzp,yPlateScale,distance,SkyMapper_StarClass,g_elong,g_a,g_b,g_pa,r_elong,r_a,r_b,r_pa,i_elong,i_a,i_b,i_pa,z_elong,z_a,z_b,z_pa,NED_name,NED_type,NED_vel,NED_redshift,NED_mag,NED_redshift_flag,g-r,r-i,i-z,z-y,g-rErr,r-iErr,i-zErr,z-yErr,gApMag_gKronMag,rApMag_rKronMag,iApMag_iKronMag,zApMag_zKronMag,yApMag_yKronMag,7DCD,hasSimbad
87528921,,,,87528921,,,,,,,,,,,,,,0,,,,,178.80456,-30.281427,,,,,,,,,,288.7642,31.038939,,,2,0,0,2,0,1,,1,1,,,,,,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,178.8045614,-30.2814221,36,36,,19.5274,0.0618,,,19.3885,0.1132,,,,,,,,,,,,,,,,0.4342,,,,,,,,,,,,2426.705,29.1714,5.69,,,,,,0.5,,,,,,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.69,,,,,,0.5,,,,178.80456,-30.281427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,139.39,,,,,,,,,,1.197,1.418,1.184,45.58,,,,,WISEA J115513.13-301653.0,IrS,,,,,,,,,,,,,,,,,,,0
87528990,,,,87528990,,,,,,,,,,,,,,0,,,,,178.762104,-30.223985,,,,,,,,,,288.7058,31.085249,,,3,0,0,2,1,1,,1,1,,,,,,94,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,94,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,178.7620714,-30.2239505,94,34,,19.4175,0.0351,,,18.8641,0.3032,,,,,,,,,,,,,,,,12.31,,,,,,,,,,,,2524.726,156.5554,6.24,,,,,,0.5,,,,178.7621344,-30.223987,94,34,,19.0925,0.0143,,,19.2001,0.2191,,,,,,,,,,,,,,,,0.1222,,,,,,,15.92671,,,,,1698.235,208.7787,6.24,,,,,,0.5,,,,178.762104,-30.223985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,146.6,,,,,,,,,,1.013,1.733,1.711,32.81,1.004,0.946,0.943,78.3,WISEA J115502.89-301326.0,IrS,,,,,,,,,,,,,,,,,,,0
87529000,,,,87529000,,,,,,,,,,,,,,0,,,,,178.778711,-30.275989,,,,,,,,,,288.73737,31.038565,,,32,4,5,7,8,1,,1,1,,,,178.7787121,-30.2760009,19,20,,15.504,0.0081,,,15.5298,0.0186,,,,,,,,,,,,,,,,1.201,,,,,,12734.37,54.03947,,,,,12291.57,157.5971,3.5,,,,,,0.5,,,,178.7787003,-30.2759816,19,20,,15.1858,0.0123,,,15.2143,0.0136,,,,,,,,,,,,,,,,0.7249,,,,,,14180.41,,,,,,13608.18,43.62942,3.5,,,,,,0.5,,,,178.7787171,-30.2759914,19,20,,14.9996,0.0045,,,15.0259,0.008,,,,,,,,,,,,,,,,10.68,,,,,,,,,,,,151386.7,443.0782,3.5,,,,,,0.5,,,,178.7787185,-30.2759929,19,20,,14.9587,0.0061,,,14.9908,0.0089,,,,,,,,,,,,,,,,0.3924,,,,,,,66.46385,,,,,76240.17,426.7075,3.5,,,,,,0.5,,,,178.778711,-30.275989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,143.24,0.983,1.136,2.159,1.9,-52.93,1.12,2.105,1.879,-68.31,1.07,3.405,3.183,-89.34,1.01,3.102,3.071,39.98,WISEA J115506.88-301633.6,UvS,,,,,,,,,,,,,,,,,,,0
87529001,,,,87529001,,,,,,,,,,,,,,0,,,,,178.772089,-30.262386,,,,,,,,,,288.7269,31.05028,,,16,0,2,6,8,1,,1,1,,,,,,28,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,178.772014,-30.2623214,28,50,,18.1111,0.056,,,18.1758,0.13,,,,,,,,,,,,,,,,1.465,,,,,,772.9052,,,,,,733.9117,31.09016,3.5,,,,,,0.5,,,,178.7721029,-30.2623745,28,50,,16.7978,0.0078,,,16.8174,0.0249,,,,,,,,,,,,,,,,0.9661,,,,,,,,,,,,28539.65,71.44933,3.5,,,,,,0.5,,,,178.7720867,-30.2623687,28,50,,16.294,0.0118,,,16.2959,0.0193,,,,,,,,,,,,,,,,0.01506,,,,,,,8.297974,,,,,22699.34,326.6895,3.5,,,,,,0.5,,,,178.772089,-30.262386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,121.82,0.816,,,,,1.406,1.411,1.003,-45.23,1.069,2.988,2.795,-78.22,1.021,2.818,2.759,54.31,WISEA J115505.29-301544.4,IrS,,,,,,,,,,,,,,,,,,,0
87529002,,,,87529002,,,,,,,,,,,,,,0,,,,,178.773446,-30.260426,,,,,,,,,,288.72766,31.052473,,,4,0,0,2,2,1,,1,1,,,,,,60,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,60,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,178.7734047,-30.2603963,60,70,,19.4049,0.0138,,,19.3328,0.1147,,,,,,,,,,,,,,,,1.872,,,,,,,,,,,,2617.608,61.28528,6.53,,,,,,0.5,,,,178.7734325,-30.2604552,60,70,,18.85,0.0469,,,18.5056,0.1315,,,,,,,,,,,,,,,,0.1788,,,,,,,19.54771,,,,,2107.539,224.3995,6.53,,,,,,0.5,,,,178.773446,-30.260426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,114.33,,,,,,,,,,1.039,1.554,1.496,-75.56,1.09,1.269,1.164,-22.19,,,,,,,,,,,,,,,,,,,,,0
87529003,,,,87529003,,,,,,,,,,,,,,0,,,,,178.793523,-30.268046,,,,,,,,,,288.74948,31.04948,,,2,0,0,2,0,1,,1,1,,,,,,131,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,131,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,178.7935533,-30.2680519,131,36,,19.6216,0.0508,,,19.8273,0.2258,,,,,,,,,,,,,,,,0.8417,,,,,,,,,,,,2177.741,40.52417,6.12,,,,,,0.5,,,,,,131,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.12,,,,,,0.5,,,,178.793523,-30.268046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,96.81,,,,,,,,,,1.067,1.377,1.29,88.46,,,,,WISEA J115510.44-301604.9,IrS,,,,,,,,,,,,,,,,,,,0
87529004,,,,87529004,,,,,,,,,,,,,,0,,,,,178.815105,-30.273744,,,,,,,,,,288.77222,31.04867,,,22,3,5,7,7,1,,1,1,,,,178.8151031,-30.273712,21,38,,17.9323,0.0177,,,17.9201,0.0856,,,,,,,,,,,,,,,,1.762,,,,,,1368.933,36.69302,,,,,1518.292,125.5227,5.3,,,,,,0.5,,,,178.8150977,-30.2737054,21,38,,17.0843,0.0364,,,17.2409,0.0675,,,,,,,,,,,,,,,,2.54,,,,,,2215.771,,,,,,1912.866,48.3751,3.5,,,,,,0.5,,,,178.8150936,-30.2737441,21,38,,15.945,0.0048,,,15.958,0.0145,,,,,,,,,,,,,,,,1.045,,,,,,,,,,,,63104.75,102.935,3.5,,,,,,0.5,,,,178.8150764,-30.2737268,21,38,,15.5071,0.0055,,,15.5273,0.0165,,,,,,,,,,,,,,,,0.8154,,,,,,,76.90997,,,,,46532.18,384.6044,3.5,,,,,,0.5,,,,178.815105,-30.273744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,116.97,0.976,1.124,1.489,1.325,-64.24,1.064,1.535,1.443,-50.09,1.058,3.065,2.896,82.54,1.017,3.085,3.034,52.88,WISEA J115515.62-301625.3,IrS,,,,,,,,,,,,,,,,,,,0
87529005,,,,87529005,,,,,,,,,,,,,,0,,,,,178.809433,-30.266962,,,,,,,,,,288.76468,31.053997,,,3,0,0,2,1,1,,1,1,,,,,,30,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,30,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,178.8094265,-30.2669992,30,144,,19.4439,0.0184,,,19.4163,0.099,,,,,,,,,,,,,,,,0.7951,,,,,,,,,,,,2530.272,39.5979,5.57,,,,,,0.5,,,,178.8094425,-30.2669216,30,144,,18.9824,0.0195,,,18.9262,0.1546,,,,,,,,,,,,,,,,0.3973,,,,,,,28.82426,,,,,1879.524,194.3812,5.57,,,,,,0.5,,,,178.809433,-30.266962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,88.95,,,,,,,,,,1.015,1.528,1.505,48.03,1.249,0.961,0.769,-0.03,WISEA J115514.28-301601.0,IrS,,,,,,,,,,,,,,,,,,,0
87529006,,,,87529006,,,,,,,,,,,,,,0,,,,,178.822177,-30.26618,,,,,,,,,,288.7769,31.05753,,,22,5,4,7,6,1,,1,1,,,,178.822171,-30.2661788,27,38,,17.0749,0.0215,,,17.1666,0.0685,,,,,,,,,,,,,,,,0.7567,,,,,,2917.485,27.85645,,,,,2687.113,104.0101,3.5,,,,,,0.5,,,,178.8221767,-30.2661442,27,38,,16.8525,0.0124,,,16.9066,0.0278,,,,,,,,,,,,,,,,0.9856,,,,,,3024.834,,,,,,2820.882,32.06829,3.5,,,,,,0.5,,,,178.8221756,-30.2661654,27,38,,16.6835,0.0066,,,16.7081,0.0172,,,,,,,,,,,,,,,,0.0982,,,,,,,,,,,,32141.75,23.72437,3.5,,,,,,0.5,,,,178.8221918,-30.2661657,27,38,,16.6275,0.0126,,,16.6652,0.0197,,,,,,,,,,,,,,,,0.128,,,,,,,22.88844,,,,,16338.91,303.5399,3.5,,,,,,0.5,,,,178.822177,-30.26618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,101.73,0.977,1.151,1.731,1.504,-61.3,1.134,1.707,1.506,-64.87,1.054,2.983,2.831,86.0,1.021,2.632,2.577,46.26,WISEA J115517.30-301558.1,IrS,,,,,,,,,,,,,,,,,,,0
87529007,,,,87529007,,,,,,,,,,,,,,0,,,,,178.776052,-30.252659,,,,,,,,,,288.7279,31.060556,,,5,0,0,3,2,1,,1,1,,,,,,35,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,35,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,178.7760645,-30.252665,35,36,,18.7046,0.047,,,18.7473,0.0454,,,,,,,,,,,,,,,,0.4142,,,,,,,,,,,,4916.779,33.99938,3.5,,,,,,0.5,,,,178.7760486,-30.2526527,35,36,,18.692,0.0148,,,18.6737,0.1344,,,,,,,,,,,,,,,,0.7309,,,,,,,39.98009,,,,,2412.38,252.37,3.5,,,,,,0.5,,,,178.776052,-30.252659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,93.89,,,,,,,,,,1.097,2.055,1.874,79.57,1.066,1.5,1.406,54.9,WISEA J115506.17-301510.3,IrS,,,,,,,,,,,,,,,,,,,0
