# Combined data from 'ATLAS-ZTF' for 'SN 2024xhs'
ra, dec, filter, mjd, mag, dmag, flux, dflux, zp, source
353.4826, -23.72858, o, 60489.31691, -14.112, 1.275, -8227, 10490, nan, ATLAS-ZTF
353.4826, -23.72858, o, 60490.331546, 20.652, 0.882, 20, 18, 20.647425010840045, ATLAS-ZTF
353.4826, -23.72858, o, 60490.348137, 21.032, 1.168, 14, 16, 21.034679910804403, ATLAS-ZTF
353.4826, -23.72858, o, 60493.315429, -20.32, 0.554, -27, 15, nan, ATLAS-ZTF
353.4826, -23.72858, o, 60493.317232, -19.914, 0.336, -39, 13, nan, ATLAS-ZTF
353.4826, -23.72858, o, 60493.320402, -20.758, 0.766, -18, 14, nan, ATLAS-ZTF
353.4826, -23.72858, o, 60493.325829, -26.384, 155.0, 0, 16, inf, ATLAS-ZTF
353.4826, -23.72858, o, 60494.314265, -19.796, 0.296, -44, 13, nan, ATLAS-ZTF
353.4826, -23.72858, o, 60494.325413, -21.16, 2.757, -12, 34, nan, ATLAS-ZTF
353.4826, -23.72858, o, 60494.3292, -19.655, 3.393, -50, 169, nan, ATLAS-ZTF
353.4826, -23.72858, o, 60494.333307, 22.688, 16.333, 3, 50, 22.707196863200842, ATLAS-ZTF
353.4826, -23.72858, o, 60497.321861, -21.288, 1.338, -11, 15, nan, ATLAS-ZTF
353.4826, -23.72858, o, 60497.323669, -20.429, 0.404, -24, 10, nan, ATLAS-ZTF
353.4826, -23.72858, o, 60497.327395, -20.824, 0.766, -17, 13, nan, ATLAS-ZTF
353.4826, -23.72858, o, 60497.33282, -20.397, 0.479, -25, 12, nan, ATLAS-ZTF
353.4826, -23.72858, o, 60498.31793, 20.217, 0.349, 30, 10, 20.207196863200842, ATLAS-ZTF
353.4826, -23.72858, o, 60498.319733, 21.256, 1.267, 11, 14, 21.296518287104437, ATLAS-ZTF
353.4826, -23.72858, o, 60498.322906, -20.691, 0.58, -19, 11, nan, ATLAS-ZTF
353.4826, -23.72858, o, 60498.328331, 21.69, 1.642, 8, 13, 21.64227503252014, ATLAS-ZTF
353.4826, -23.72858, o, 60505.279658, -24.861, 34.333, 0, 14, inf, ATLAS-ZTF
353.4826, -23.72858, o, 60505.281461, -22.386, 2.931, -4, 12, nan, ATLAS-ZTF
353.4826, -23.72858, o, 60505.284616, -20.944, 0.743, -15, 11, nan, ATLAS-ZTF
353.4826, -23.72858, o, 60505.29502, 23.034, 6.067, 2, 14, 23.147425010840045, ATLAS-ZTF
353.4826, -23.72858, o, 60506.283642, 20.866, 0.725, 16, 12, 20.889700043360186, ATLAS-ZTF
353.4826, -23.72858, o, 60506.285444, 20.247, 0.386, 29, 11, 20.24400500525261, ATLAS-ZTF
353.4826, -23.72858, o, 60506.289951, 20.862, 0.774, 16, 13, 20.889700043360186, ATLAS-ZTF
353.4826, -23.72858, o, 60506.295217, -21.721, 1.574, -7, 12, nan, ATLAS-ZTF
353.4826, -23.72858, o, 60509.267189, -24.72, 40.0, 0, 19, inf, ATLAS-ZTF
353.4826, -23.72858, o, 60509.269003, -22.811, 6.875, -3, 19, nan, ATLAS-ZTF
353.4826, -23.72858, o, 60509.274435, 19.608, 0.585, 52, 30, 19.609991640913, ATLAS-ZTF
353.4826, -23.72858, o, 60509.277613, 24.315, 26.5, 1, 18, 23.9, ATLAS-ZTF
353.4826, -23.72858, o, 60510.241573, -21.117, 1.697, -13, 22, nan, ATLAS-ZTF
353.4826, -23.72858, o, 60510.243426, -20.039, 0.527, -35, 18, nan, ATLAS-ZTF
353.4826, -23.72858, o, 60510.246621, -20.956, 1.559, -15, 24, nan, ATLAS-ZTF
353.4826, -23.72858, o, 60510.25302, 20.796, 1.158, 17, 20, 20.823877696554312, ATLAS-ZTF
353.4826, -23.72858, o, 60517.268306, 20.598, 0.855, 21, 18, 20.5944517631652, ATLAS-ZTF
353.4826, -23.72858, o, 60517.270565, -21.651, 1.962, -8, 16, nan, ATLAS-ZTF
353.4826, -23.72858, o, 60517.273309, -20.527, 0.903, -22, 20, nan, ATLAS-ZTF
353.4826, -23.72858, o, 60517.278819, 20.019, 0.549, 36, 20, 20.00924374808178, ATLAS-ZTF
353.4826, -23.72858, o, 60518.281689, 20.841, 0.864, 17, 14, 20.823877696554312, ATLAS-ZTF
353.4826, -23.72858, o, 60518.283496, 21.374, 1.455, 10, 15, 21.4, ATLAS-ZTF
353.4826, -23.72858, o, 60518.286668, 20.328, 0.461, 27, 12, 20.32159058960253, ATLAS-ZTF
353.4826, -23.72858, o, 60518.291711, 20.815, 1.034, 17, 18, 20.823877696554312, ATLAS-ZTF
353.4826, -23.72858, c, 60521.218548, 20.21, 0.472, 30, 14, 20.207196863200842, ATLAS-ZTF
353.4826, -23.72858, c, 60521.243997, 17.98, 0.787, 233, 184, 17.981610197434954, ATLAS-ZTF
353.4826, -23.72858, c, 60521.247167, 20.426, 2.565, 24, 63, 20.449471895720983, ATLAS-ZTF
353.4826, -23.72858, c, 60521.25215, 19.473, 1.243, 59, 73, 19.47286997089464, ATLAS-ZTF
353.4826, -23.72858, c, 60521.253952, -19.607, 2.871, -52, 150, nan, ATLAS-ZTF
353.4826, -23.72858, c, 60521.256712, 0.0, 19.639, 0, 51, inf, ATLAS-ZTF
353.4826, -23.72858, o, 60522.943669, 20.281, 0.566, 28, 16, 20.28210492164445, ATLAS-ZTF
353.4826, -23.72858, o, 60522.979141, 19.967, 0.425, 37, 16, 19.97949568983251, ATLAS-ZTF
353.4826, -23.72858, o, 60522.982316, -20.802, 0.86, -17, 15, nan, ATLAS-ZTF
353.4826, -23.72858, o, 60522.985137, 20.569, 0.579, 22, 12, 20.543943297944484, ATLAS-ZTF
353.4826, -23.72858, o, 60524.023103, 21.977, 1.811, 6, 11, 21.95462187404089, ATLAS-ZTF
353.4826, -23.72858, o, 60524.024906, 21.187, 0.872, 12, 11, 21.202046884880936, ATLAS-ZTF
