# Combined data from 'ATLAS-ZTF' for 'SN 2021bls'
ra, dec, filter, mjd, mag, dmag, flux, dflux, zp, source
250.83637, 61.59487, o, 59216.619322, 20.657, 1.793, 20, 36, 20.647425010840045, ATLAS-ZTF
250.83637, 61.59487, o, 59216.62534, -19.491, 0.614, -58, 36, nan, ATLAS-ZTF
250.83637, 61.59487, o, 59216.629088, -20.295, 1.235, -28, 34, nan, ATLAS-ZTF
250.83637, 61.59487, o, 59216.646673, -21.249, 2.6, -12, 30, nan, ATLAS-ZTF
250.83637, 61.59487, o, 59222.644056, 21.828, 2.064, 7, 14, 21.787254899964356, ATLAS-ZTF
250.83637, 61.59487, o, 59222.649157, -21.336, 1.293, -11, 14, nan, ATLAS-ZTF
250.83637, 61.59487, o, 59222.664366, 20.861, 0.951, 16, 16, 20.889700043360186, ATLAS-ZTF
250.83637, 61.59487, o, 59222.671738, -19.748, 1.056, -46, 48, nan, ATLAS-ZTF
250.83637, 61.59487, c, 59230.607, -23.002, 4.25, -2, 10, nan, ATLAS-ZTF
250.83637, 61.59487, c, 59230.610269, -22.134, 1.607, -5, 8, nan, ATLAS-ZTF
250.83637, 61.59487, c, 59230.615845, -21.27, 0.733, -11, 8, nan, ATLAS-ZTF
250.83637, 61.59487, c, 59230.627402, -20.902, 0.462, -16, 7, nan, ATLAS-ZTF
250.83637, 61.59487, c, 59238.630454, 19.908, 0.214, 40, 8, 19.894850021680092, ATLAS-ZTF
250.83637, 61.59487, c, 59238.634603, 19.414, 0.125, 62, 8, 19.419020776254364, ATLAS-ZTF
250.83637, 61.59487, c, 59238.653124, 19.547, 0.146, 55, 8, 19.54909327626439, ATLAS-ZTF
250.83637, 61.59487, c, 59238.663297, 19.8, 0.235, 44, 10, 19.79136830878453, ATLAS-ZTF
250.83637, 61.59487, o, 59246.558871, 17.408, 0.05, 395, 20, 17.40850726093385, ATLAS-ZTF
250.83637, 61.59487, o, 59246.563538, 17.287, 0.043, 442, 19, 17.28644432662727, ATLAS-ZTF
250.83637, 61.59487, o, 59246.569594, 17.523, 0.049, 356, 17, 17.52137500506781, ATLAS-ZTF
250.83637, 61.59487, o, 59246.579778, 17.311, 0.04, 432, 17, 17.311290632962717, ATLAS-ZTF
250.83637, 61.59487, c, 59254.610123, 17.881, 0.036, 256, 9, 17.879400086720374, ATLAS-ZTF
250.83637, 61.59487, c, 59254.613357, 17.794, 0.071, 277, 20, 17.793800577338878, ATLAS-ZTF
250.83637, 61.59487, c, 59254.618449, 17.778, 0.054, 281, 15, 17.7782342002373, ATLAS-ZTF
250.83637, 61.59487, c, 59254.629044, 17.734, 0.122, 293, 36, 17.732830949114724, ATLAS-ZTF
250.83637, 61.59487, c, 59256.601943, 18.117, 0.052, 206, 11, 18.115331949077117, ATLAS-ZTF
250.83637, 61.59487, c, 59256.607467, 18.092, 0.052, 210, 11, 18.0944517631652, ATLAS-ZTF
250.83637, 61.59487, c, 59256.611591, 18.1, 0.048, 209, 10, 18.099634284722363, ATLAS-ZTF
250.83637, 61.59487, c, 59256.62308, 18.041, 0.049, 221, 11, 18.039019315787222, ATLAS-ZTF
250.83637, 61.59487, c, 59262.572432, 18.623, 0.079, 129, 10, 18.623525724251877, ATLAS-ZTF
250.83637, 61.59487, c, 59262.575676, 18.764, 0.091, 113, 10, 18.767303891291448, ATLAS-ZTF
250.83637, 61.59487, c, 59262.583045, 18.827, 0.098, 107, 10, 18.826540555786973, ATLAS-ZTF
250.83637, 61.59487, c, 59262.595047, 18.754, 0.105, 114, 12, 18.75773787165882, ATLAS-ZTF
250.83637, 61.59487, o, 59270.552031, 18.932, 0.207, 97, 20, 18.933070664334387, ATLAS-ZTF
250.83637, 61.59487, o, 59270.55574, 18.86, 0.172, 104, 18, 18.85741665175305, ATLAS-ZTF
250.83637, 61.59487, o, 59270.561732, 18.572, 0.129, 135, 18, 18.574165578762482, ATLAS-ZTF
250.83637, 61.59487, o, 59270.571873, 18.513, 0.128, 143, 18, 18.511659906337343, ATLAS-ZTF
250.83637, 61.59487, o, 59278.625518, 19.712, 0.504, 47, 24, 19.719755355160704, ATLAS-ZTF
250.83637, 61.59487, o, 59278.64258, -17.737, 0.947, -292, 276, nan, ATLAS-ZTF
250.83637, 61.59487, o, 59278.647685, -18.85, 1.934, -105, 203, nan, ATLAS-ZTF
250.83637, 61.59487, o, 59278.653222, 18.565, 2.208, 136, 301, 18.566152729074453, ATLAS-ZTF
250.83637, 61.59487, c, 59288.598022, 20.475, 0.419, 23, 10, 20.495680409956016, ATLAS-ZTF
250.83637, 61.59487, c, 59288.602186, -21.241, 1.8, -12, 21, nan, ATLAS-ZTF
250.83637, 61.59487, c, 59288.610193, 19.991, 0.306, 37, 11, 19.97949568983251, ATLAS-ZTF
250.83637, 61.59487, c, 59288.628307, 20.182, 0.288, 31, 9, 20.171595765414317, ATLAS-ZTF
250.83637, 61.59487, c, 59292.515533, 20.695, 0.408, 19, 8, 20.703115997617928, ATLAS-ZTF
250.83637, 61.59487, c, 59292.519193, 20.251, 0.301, 29, 9, 20.24400500525261, ATLAS-ZTF
250.83637, 61.59487, c, 59292.526535, 20.368, 0.32, 26, 8, 20.362566630072955, ATLAS-ZTF
250.83637, 61.59487, c, 59292.532962, 20.956, 0.477, 15, 7, 20.959771852360795, ATLAS-ZTF
250.83637, 61.59487, o, 59294.605972, 20.001, 0.208, 36, 8, 20.00924374808178, ATLAS-ZTF
250.83637, 61.59487, o, 59294.609661, 19.642, 0.176, 50, 9, 19.65257498915995, ATLAS-ZTF
