# Combined data from 'ATLAS-ZTF' for 'SN 2019cdc'
ra, dec, filter, mjd, mag, dmag, flux, dflux, zp, source
212.20473, 35.61427, o, 58473.596864, 19.815, 0.714, 43, 31, 19.816328861051034, ATLAS-ZTF
212.20473, 35.61427, o, 58473.61151, 20.953, 1.714, 15, 26, 20.959771852360795, ATLAS-ZTF
212.20473, 35.61427, o, 58473.623542, 19.821, 0.64, 43, 27, 19.816328861051034, ATLAS-ZTF
212.20473, 35.61427, o, 58473.628324, 20.852, 1.595, 17, 26, 20.823877696554312, ATLAS-ZTF
212.20473, 35.61427, o, 58479.669444, 19.617, 0.438, 52, 23, 19.609991640913, ATLAS-ZTF
212.20473, 35.61427, o, 58479.678815, -19.626, 2.373, -51, 122, nan, ATLAS-ZTF
212.20473, 35.61427, c, 58487.672253, -23.883, 19.714, -1, 20, nan, ATLAS-ZTF
212.20473, 35.61427, o, 58493.631513, -19.68, 0.274, -49, 13, nan, ATLAS-ZTF
212.20473, 35.61427, o, 58493.642319, -20.783, 0.662, -18, 12, nan, ATLAS-ZTF
212.20473, 35.61427, o, 58493.653273, -21.124, 0.913, -13, 12, nan, ATLAS-ZTF
212.20473, 35.61427, o, 58493.663996, -20.569, 0.707, -22, 15, nan, ATLAS-ZTF
212.20473, 35.61427, o, 58497.620016, -21.526, 1.469, -9, 13, nan, ATLAS-ZTF
212.20473, 35.61427, o, 58497.630594, -20.432, 0.46, -24, 11, nan, ATLAS-ZTF
212.20473, 35.61427, o, 58497.632262, -20.786, 0.792, -18, 14, nan, ATLAS-ZTF
212.20473, 35.61427, o, 58497.641195, -21.412, 1.423, -10, 14, nan, ATLAS-ZTF
212.20473, 35.61427, o, 58497.642943, -20.505, 0.515, -23, 12, nan, ATLAS-ZTF
212.20473, 35.61427, o, 58497.652141, 23.227, 6.5, 2, 12, 23.147425010840045, ATLAS-ZTF
212.20473, 35.61427, o, 58497.653861, -20.385, 0.523, -26, 13, nan, ATLAS-ZTF
212.20473, 35.61427, o, 58497.665056, 21.351, 1.756, 10, 18, 21.4, ATLAS-ZTF
212.20473, 35.61427, o, 58499.587838, 23.171, 8.308, 2, 16, 23.147425010840045, ATLAS-ZTF
212.20473, 35.61427, o, 58499.594045, 20.233, 0.442, 29, 13, 20.24400500525261, ATLAS-ZTF
212.20473, 35.61427, o, 58499.596441, 21.445, 1.343, 10, 13, 21.4, ATLAS-ZTF
212.20473, 35.61427, o, 58499.601644, 24.696, 24.0, 0, 12, inf, ATLAS-ZTF
212.20473, 35.61427, o, 58499.603737, 18.444, 1.36, 152, 207, 18.44539103013807, ATLAS-ZTF
212.20473, 35.61427, o, 58499.608049, -20.414, 0.703, -25, 17, nan, ATLAS-ZTF
212.20473, 35.61427, o, 58499.609421, 22.032, 2.465, 6, 14, 21.95462187404089, ATLAS-ZTF
212.20473, 35.61427, o, 58499.612417, 20.578, 0.685, 21, 15, 20.5944517631652, ATLAS-ZTF
212.20473, 35.61427, o, 58503.582461, -22.308, 4.216, -4, 18, nan, ATLAS-ZTF
212.20473, 35.61427, o, 58503.600486, 21.981, 3.25, 6, 19, 21.95462187404089, ATLAS-ZTF
212.20473, 35.61427, o, 58503.604234, -20.857, 0.951, -16, 16, nan, ATLAS-ZTF
212.20473, 35.61427, o, 58503.618792, 20.644, 0.835, 20, 17, 20.647425010840045, ATLAS-ZTF
212.20473, 35.61427, o, 58505.630784, -21.234, 2.048, -12, 24, nan, ATLAS-ZTF
212.20473, 35.61427, o, 58505.640745, 19.88, 0.502, 40, 20, 19.894850021680092, ATLAS-ZTF
212.20473, 35.61427, o, 58505.652183, 22.048, 3.964, 6, 22, 21.95462187404089, ATLAS-ZTF
212.20473, 35.61427, o, 58505.656927, -21.536, 2.739, -9, 24, nan, ATLAS-ZTF
212.20473, 35.61427, o, 58508.671607, 20.416, 0.735, 25, 18, 20.405149978319905, ATLAS-ZTF
212.20473, 35.61427, o, 58508.681086, -18.925, 2.782, -98, 272, nan, ATLAS-ZTF
