# Combination of '2020aclx' data from 'ATLAS', 'ZTF'
filter, zp, z, ra, dec, mjd, mag, dmag, flux, dflux, source
o, 23.9, nan, 9.473, -21.47193, 59093.426458, -20.296, 1.589, -28.0, 44.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59093.430141, 20.831, 2.228, 17.0, 38.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59093.43612, -20.51, 1.656, -23.0, 38.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59093.442115, -20.061, 1.202, -34.0, 41.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59098.536448, -21.06, 1.88, -14.0, 26.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59098.539242, -19.662, 0.456, -50.0, 23.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59098.54665, 21.524, 2.353, 9.0, 21.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59098.579728, 21.585, 2.429, 8.0, 20.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59099.510715, -20.452, 0.734, -24.0, 18.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59099.538919, 22.033, 2.722, 6.0, 15.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59099.567433, 20.987, 0.916, 15.0, 13.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59099.592477, 20.842, 0.932, 17.0, 16.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59101.466092, 21.93, 1.791, 6.0, 11.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59101.469793, 20.083, 0.347, 34.0, 12.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59101.47254, -21.065, 0.877, -14.0, 12.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59101.478561, 20.771, 0.672, 18.0, 12.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59103.439497, -21.837, 1.407, -7.0, 9.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59103.442259, -25.48, 43.0, 0.0, 10.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59103.448383, -24.103, 8.6, -1.0, 7.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59103.45391, 22.563, 2.75, 3.0, 9.0, ATLAS
c, 23.9, nan, 9.473, -21.47193, 59105.486121, -22.578, 2.16, -3.0, 7.0, ATLAS
c, 23.9, nan, 9.473, -21.47193, 59105.494033, -22.305, 2.062, -4.0, 9.0, ATLAS
c, 23.9, nan, 9.473, -21.47193, 59105.4992, -21.812, 1.756, -7.0, 12.0, ATLAS
c, 23.9, nan, 9.473, -21.47193, 59105.513242, -22.896, 3.333, -2.0, 8.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59107.494895, -21.394, 1.016, -10.0, 10.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59107.525999, -20.735, 0.514, -18.0, 10.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59107.531325, -22.332, 2.566, -4.0, 11.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59107.534547, -20.833, 0.575, -17.0, 10.0, ATLAS
c, 23.9, nan, 9.473, -21.47193, 59109.476035, 21.693, 1.326, 8.0, 10.0, ATLAS
c, 23.9, nan, 9.473, -21.47193, 59109.531022, -20.522, 0.4, -22.0, 9.0, ATLAS
c, 23.9, nan, 9.473, -21.47193, 59109.545372, -20.594, 0.475, -21.0, 10.0, ATLAS
c, 23.9, nan, 9.473, -21.47193, 59109.548589, 21.014, 0.753, 14.0, 11.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59111.48318, 17.279, 0.588, 445.0, 262.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59111.488764, 18.227, 0.591, 186.0, 110.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59111.524312, 20.633, 0.67, 20.0, 14.0, ATLAS
c, 23.9, nan, 9.473, -21.47193, 59113.474869, 21.945, 2.95, 6.0, 18.0, ATLAS
c, 23.9, nan, 9.473, -21.47193, 59113.478318, -20.94, 1.359, -15.0, 21.0, ATLAS
c, 23.9, nan, 9.473, -21.47193, 59113.512358, 21.552, 1.389, 9.0, 12.0, ATLAS
c, 23.9, nan, 9.473, -21.47193, 59113.540844, 21.863, 1.625, 6.0, 11.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59115.415341, -21.402, 0.852, -10.0, 8.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59115.417181, -20.974, 0.651, -15.0, 10.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59115.422746, -20.59, 0.471, -21.0, 10.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59115.43657, 21.211, 0.801, 12.0, 10.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59117.4231, 24.591, 25.0, 0.0, 13.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59117.427225, 20.763, 0.648, 18.0, 12.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59117.432714, 22.715, 3.6, 3.0, 11.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59117.437755, 21.929, 1.982, 6.0, 12.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59119.392631, 16.215, 1.291, 1186.0, 1531.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59119.395418, 19.022, 1.651, 89.0, 148.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59119.39818, 20.235, 1.028, 29.0, 30.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59119.403245, 21.038, 1.455, 14.0, 20.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59120.406494, -20.211, 0.874, -30.0, 26.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59120.408334, 19.569, 0.441, 54.0, 24.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59120.411107, 20.541, 0.902, 22.0, 20.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59120.416177, 20.386, 1.139, 26.0, 29.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59126.45831, -20.155, 0.747, -32.0, 24.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59126.461527, -20.64, 1.068, -20.0, 22.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59126.466657, 20.603, 1.092, 21.0, 23.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59126.502052, -20.556, 1.202, -22.0, 26.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59127.4267, -20.07, 1.015, -34.0, 35.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59127.42992, -19.363, 1.812, -65.0, 118.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59127.463553, -20.201, 0.571, -30.0, 17.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59127.49219, -21.081, 1.37, -13.0, 18.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59129.425419, 22.24, 3.021, 5.0, 14.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59129.428625, 20.465, 0.534, 24.0, 13.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59129.434158, -21.935, 2.187, -6.0, 13.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59129.469414, -20.852, 1.058, -17.0, 18.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59129.470787, 17.498, 1.266, 364.0, 460.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59131.415987, 21.816, 1.629, 7.0, 11.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59131.419238, -21.881, 1.4, -6.0, 9.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59131.425702, 20.942, 0.681, 15.0, 10.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59131.459816, 22.502, 2.605, 4.0, 9.0, ATLAS
c, 23.9, nan, 9.473, -21.47193, 59133.405193, -20.958, 0.553, -15.0, 8.0, ATLAS
c, 23.9, nan, 9.473, -21.47193, 59133.408395, 22.93, 3.562, 2.0, 9.0, ATLAS
c, 23.9, nan, 9.473, -21.47193, 59133.414378, 21.281, 0.705, 11.0, 8.0, ATLAS
c, 23.9, nan, 9.473, -21.47193, 59133.424916, -21.695, 1.191, -8.0, 9.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59135.366595, 19.544, 0.73, 55.0, 40.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59135.390521, 16.367, 0.573, 1030.0, 590.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59135.393491, -20.406, 1.381, -25.0, 34.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59135.399028, -18.007, 0.59, -228.0, 134.0, ATLAS
c, 23.9, nan, 9.473, -21.47193, 59137.357629, 21.53, 1.015, 9.0, 9.0, ATLAS
c, 23.9, nan, 9.473, -21.47193, 59137.359459, 20.754, 0.459, 18.0, 8.0, ATLAS
c, 23.9, nan, 9.473, -21.47193, 59137.364987, 22.986, 3.778, 2.0, 9.0, ATLAS
c, 23.9, nan, 9.473, -21.47193, 59137.377882, 22.496, 2.731, 4.0, 10.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59139.388786, -20.365, 0.381, -26.0, 10.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59139.392012, 23.514, 6.4, 1.0, 9.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59139.398005, -24.288, 16.0, -1.0, 11.0, ATLAS
o, 23.9, nan, 9.473, -21.47193, 59139.433024, 20.701, 0.685, 19.0, 13.0, ATLAS
