# Combination of '2022aecb' data from 'ATLAS', 'ZTF'
filter, zp, z, ra, dec, mjd, mag, dmag, flux, dflux, source
o, 23.9, nan, 74.75937, -0.44191, 59842.596414, -22.802, 3.524, -3.0, 10.0, ATLAS
o, 23.9, nan, 74.75937, -0.44191, 59842.599187, 21.513, 1.286, 9.0, 12.0, ATLAS
o, 23.9, nan, 74.75937, -0.44191, 59842.615884, 22.372, 2.606, 4.0, 11.0, ATLAS
o, 23.9, nan, 74.75937, -0.44191, 59842.627012, 21.988, 2.061, 6.0, 12.0, ATLAS
o, 23.9, nan, 74.75937, -0.44191, 59844.588189, -21.086, 0.867, -13.0, 12.0, ATLAS
o, 23.9, nan, 74.75937, -0.44191, 59844.590447, 22.118, 2.163, 5.0, 11.0, ATLAS
o, 23.9, nan, 74.75937, -0.44191, 59844.610935, -21.892, 1.797, -6.0, 11.0, ATLAS
o, 23.9, nan, 74.75937, -0.44191, 59844.620005, -20.461, 0.492, -24.0, 12.0, ATLAS
c, 23.9, nan, 74.75937, -0.44191, 59846.629414, -22.361, 16.5, -4.0, 68.0, ATLAS
c, 23.9, nan, 74.75937, -0.44191, 59846.632305, 20.044, 2.139, 35.0, 75.0, ATLAS
c, 23.9, nan, 74.75937, -0.44191, 59846.63628, 21.845, 7.2, 7.0, 48.0, ATLAS
c, 23.9, nan, 74.75937, -0.44191, 59846.63946, -19.859, 1.8, -41.0, 74.0, ATLAS
o, 23.9, nan, 74.75937, -0.44191, 59848.597746, 24.202, 14.857, 1.0, 11.0, ATLAS
o, 23.9, nan, 74.75937, -0.44191, 59848.606986, -24.259, 17.833, -1.0, 13.0, ATLAS
o, 23.9, nan, 74.75937, -0.44191, 59848.610604, -23.322, 7.933, -2.0, 14.0, ATLAS
o, 23.9, nan, 74.75937, -0.44191, 59848.630643, -21.281, 1.722, -11.0, 19.0, ATLAS
c, 23.9, nan, 74.75937, -0.44191, 59849.099079, 21.885, 1.231, 6.0, 8.0, ATLAS
c, 23.9, nan, 74.75937, -0.44191, 59849.102695, 23.04, 4.111, 2.0, 9.0, ATLAS
c, 23.9, nan, 74.75937, -0.44191, 59849.108112, 23.07, 3.706, 2.0, 8.0, ATLAS
c, 23.9, nan, 74.75937, -0.44191, 59849.128989, 22.782, 3.182, 3.0, 9.0, ATLAS
c, 23.9, nan, 74.75937, -0.44191, 59849.138816, -21.408, 1.103, -10.0, 11.0, ATLAS
c, 23.9, nan, 74.75937, -0.44191, 59850.59997, -23.094, 4.462, -2.0, 9.0, ATLAS
c, 23.9, nan, 74.75937, -0.44191, 59850.603808, -23.36, 4.9, -2.0, 8.0, ATLAS
c, 23.9, nan, 74.75937, -0.44191, 59850.609352, -23.163, 4.083, -2.0, 8.0, ATLAS
c, 23.9, nan, 74.75937, -0.44191, 59850.626244, -22.344, 1.885, -4.0, 8.0, ATLAS
o, 23.9, nan, 74.75937, -0.44191, 59851.308501, -21.434, 1.07, -10.0, 10.0, ATLAS
o, 23.9, nan, 74.75937, -0.44191, 59851.318062, 21.465, 1.469, 9.0, 14.0, ATLAS
o, 23.9, nan, 74.75937, -0.44191, 59851.321677, -21.888, 1.965, -6.0, 12.0, ATLAS
o, 23.9, nan, 74.75937, -0.44191, 59851.331659, 24.531, 18.2, 1.0, 10.0, ATLAS
c, 23.9, nan, 74.75937, -0.44191, 59853.032944, -24.431, 20.25, -1.0, 12.0, ATLAS
c, 23.9, nan, 74.75937, -0.44191, 59853.034746, 21.661, 1.365, 8.0, 11.0, ATLAS
c, 23.9, nan, 74.75937, -0.44191, 59853.039708, -20.454, 0.696, -24.0, 17.0, ATLAS
