# Data from 'ATLAS' for 'SN ATLAS2021bls'
RA, Dec, F, MJD, m, dm, uJy, duJy, zp, source
250.83637, 61.59487, o, 59216.619322, 20.657, 1.793, 20, 36, 20.647425010840045, ATLAS
250.83637, 61.59487, o, 59216.62534, -19.491, 0.614, -58, 36, nan, ATLAS
250.83637, 61.59487, o, 59216.629088, -20.295, 1.235, -28, 34, nan, ATLAS
250.83637, 61.59487, o, 59216.646673, -21.249, 2.6, -12, 30, nan, ATLAS
250.83637, 61.59487, o, 59222.644056, 21.828, 2.064, 7, 14, 21.787254899964356, ATLAS
250.83637, 61.59487, o, 59222.649157, -21.336, 1.293, -11, 14, nan, ATLAS
250.83637, 61.59487, o, 59222.664366, 20.861, 0.951, 16, 16, 20.889700043360186, ATLAS
250.83637, 61.59487, o, 59222.671738, -19.748, 1.056, -46, 48, nan, ATLAS
250.83637, 61.59487, c, 59230.607, -23.002, 4.25, -2, 10, nan, ATLAS
250.83637, 61.59487, c, 59230.610269, -22.134, 1.607, -5, 8, nan, ATLAS
250.83637, 61.59487, c, 59230.615845, -21.27, 0.733, -11, 8, nan, ATLAS
250.83637, 61.59487, c, 59230.627402, -20.902, 0.462, -16, 7, nan, ATLAS
250.83637, 61.59487, c, 59238.630454, 19.908, 0.214, 40, 8, 19.894850021680092, ATLAS
250.83637, 61.59487, c, 59238.634603, 19.414, 0.125, 62, 8, 19.419020776254364, ATLAS
250.83637, 61.59487, c, 59238.653124, 19.547, 0.146, 55, 8, 19.54909327626439, ATLAS
250.83637, 61.59487, c, 59238.663297, 19.8, 0.235, 44, 10, 19.79136830878453, ATLAS
250.83637, 61.59487, o, 59246.558871, 17.408, 0.05, 395, 20, 17.40850726093385, ATLAS
250.83637, 61.59487, o, 59246.563538, 17.287, 0.043, 442, 19, 17.28644432662727, ATLAS
250.83637, 61.59487, o, 59246.569594, 17.523, 0.049, 356, 17, 17.52137500506781, ATLAS
