# Data from 'ATLAS' for 'SN ATLAS2022aecb'
RA, Dec, F, MJD, m, dm, uJy, duJy, zp, source
74.75937, -0.44191, o, 59842.596414, -22.802, 3.524, -3, 10, nan, ATLAS
74.75937, -0.44191, o, 59842.599187, 21.513, 1.286, 9, 12, 21.514393726401686, ATLAS
74.75937, -0.44191, o, 59842.615884, 22.372, 2.606, 4, 11, 22.394850021680092, ATLAS
74.75937, -0.44191, o, 59842.627012, 21.988, 2.061, 6, 12, 21.95462187404089, ATLAS
74.75937, -0.44191, o, 59844.588189, -21.086, 0.867, -13, 12, nan, ATLAS
74.75937, -0.44191, o, 59844.590447, 22.118, 2.163, 5, 11, 22.15257498915995, ATLAS
74.75937, -0.44191, o, 59844.610935, -21.892, 1.797, -6, 11, nan, ATLAS
74.75937, -0.44191, o, 59844.620005, -20.461, 0.492, -24, 12, nan, ATLAS
74.75937, -0.44191, c, 59846.629414, -22.361, 16.5, -4, 68, nan, ATLAS
74.75937, -0.44191, c, 59846.632305, 20.044, 2.139, 35, 75, 20.03982988912431, ATLAS
74.75937, -0.44191, c, 59846.63628, 21.845, 7.2, 7, 48, 21.787254899964356, ATLAS
74.75937, -0.44191, c, 59846.63946, -19.859, 1.8, -41, 74, nan, ATLAS
74.75937, -0.44191, o, 59848.597746, 24.202, 14.857, 1, 11, 23.9, ATLAS
74.75937, -0.44191, o, 59848.606986, -24.259, 17.833, -1, 13, nan, ATLAS
74.75937, -0.44191, o, 59848.610604, -23.322, 7.933, -2, 14, nan, ATLAS
74.75937, -0.44191, o, 59848.630643, -21.281, 1.722, -11, 19, nan, ATLAS
74.75937, -0.44191, c, 59849.099079, 21.885, 1.231, 6, 8, 21.95462187404089, ATLAS
74.75937, -0.44191, c, 59849.102695, 23.04, 4.111, 2, 9, 23.147425010840045, ATLAS
74.75937, -0.44191, c, 59849.108112, 23.07, 3.706, 2, 8, 23.147425010840045, ATLAS
74.75937, -0.44191, c, 59849.128989, 22.782, 3.182, 3, 9, 22.707196863200842, ATLAS
74.75937, -0.44191, c, 59849.138816, -21.408, 1.103, -10, 11, nan, ATLAS
74.75937, -0.44191, c, 59850.59997, -23.094, 4.462, -2, 9, nan, ATLAS
74.75937, -0.44191, c, 59850.603808, -23.36, 4.9, -2, 8, nan, ATLAS
74.75937, -0.44191, c, 59850.609352, -23.163, 4.083, -2, 8, nan, ATLAS
74.75937, -0.44191, c, 59850.626244, -22.344, 1.885, -4, 8, nan, ATLAS
74.75937, -0.44191, o, 59851.308501, -21.434, 1.07, -10, 10, nan, ATLAS
74.75937, -0.44191, o, 59851.318062, 21.465, 1.469, 9, 14, 21.514393726401686, ATLAS
74.75937, -0.44191, o, 59851.321677, -21.888, 1.965, -6, 12, nan, ATLAS
74.75937, -0.44191, o, 59851.331659, 24.531, 18.2, 1, 10, 23.9, ATLAS
74.75937, -0.44191, c, 59853.032944, -24.431, 20.25, -1, 12, nan, ATLAS
74.75937, -0.44191, c, 59853.034746, 21.661, 1.365, 8, 11, 21.64227503252014, ATLAS
74.75937, -0.44191, c, 59853.039708, -20.454, 0.696, -24, 17, nan, ATLAS
74.75937, -0.44191, c, 59853.04783, 22.97, 9.125, 2, 22, 23.147425010840045, ATLAS
74.75937, -0.44191, c, 59854.564366, -21.577, 1.22, -8, 10, nan, ATLAS
74.75937, -0.44191, c, 59854.566212, -21.96, 1.763, -6, 10, nan, ATLAS
74.75937, -0.44191, c, 59854.568981, -20.978, 0.649, -15, 10, nan, ATLAS
74.75937, -0.44191, c, 59854.587823, 20.681, 0.563, 19, 11, 20.703115997617928, ATLAS
74.75937, -0.44191, o, 59855.282242, -21.112, 1.018, -13, 13, nan, ATLAS
74.75937, -0.44191, o, 59855.284043, 22.254, 2.568, 5, 12, 22.15257498915995, ATLAS
74.75937, -0.44191, o, 59855.287645, -20.644, 0.609, -20, 12, nan, ATLAS
74.75937, -0.44191, o, 59855.30529, -24.521, 17.0, -1, 10, nan, ATLAS
74.75937, -0.44191, o, 59857.007918, -20.835, 0.925, -17, 16, nan, ATLAS
74.75937, -0.44191, o, 59857.011072, -22.295, 3.972, -4, 17, nan, ATLAS
74.75937, -0.44191, o, 59857.014229, -20.863, 0.992, -16, 16, nan, ATLAS
74.75937, -0.44191, o, 59857.020667, 21.926, 2.5, 6, 15, 21.95462187404089, ATLAS
74.75937, -0.44191, o, 59858.535139, -20.132, 0.438, -32, 14, nan, ATLAS
74.75937, -0.44191, o, 59858.538377, -21.465, 2.661, -9, 25, nan, ATLAS
74.75937, -0.44191, o, 59858.557791, -21.585, 1.5, -8, 13, nan, ATLAS
74.75937, -0.44191, o, 59858.563326, -21.352, 1.057, -10, 11, nan, ATLAS
74.75937, -0.44191, o, 59859.240904, -21.485, 2.457, -9, 23, nan, ATLAS
74.75937, -0.44191, o, 59859.242708, -19.701, 0.419, -48, 20, nan, ATLAS
74.75937, -0.44191, o, 59859.245865, -21.11, 1.694, -13, 22, nan, ATLAS
74.75937, -0.44191, o, 59859.26307, -20.7, 1.157, -19, 22, nan, ATLAS
74.75937, -0.44191, o, 59860.522019, 20.134, 0.624, 32, 20, 20.137125054200233, ATLAS
74.75937, -0.44191, o, 59860.523828, 21.385, 2.558, 10, 26, 21.4, ATLAS
74.75937, -0.44191, o, 59860.526991, 21.338, 2.189, 11, 23, 21.296518287104437, ATLAS
74.75937, -0.44191, o, 59860.532419, 25.479, 106.5, 0, 25, inf, ATLAS
74.75937, -0.44191, o, 59861.021013, -20.007, 1.063, -36, 38, nan, ATLAS
74.75937, -0.44191, o, 59861.022816, -19.993, 1.434, -36, 52, nan, ATLAS
74.75937, -0.44191, o, 59861.026423, 19.936, 1.08, 38, 42, 19.950541008457975, ATLAS
74.75937, -0.44191, o, 59861.034132, -19.324, 0.689, -68, 47, nan, ATLAS
74.75937, -0.44191, o, 59862.476399, -23.816, 18.2, -1, 20, nan, ATLAS
74.75937, -0.44191, o, 59862.479503, 20.494, 0.775, 23, 18, 20.495680409956016, ATLAS
74.75937, -0.44191, o, 59862.482272, -20.357, 0.873, -26, 23, nan, ATLAS
74.75937, -0.44191, o, 59862.48735, 20.598, 0.969, 21, 20, 20.5944517631652, ATLAS
74.75937, -0.44191, o, 59864.474014, -20.385, 1.228, -26, 31, nan, ATLAS
74.75937, -0.44191, o, 59864.491936, -20.052, 0.895, -35, 31, nan, ATLAS
74.75937, -0.44191, o, 59866.610738, -22.593, 5.586, -3, 19, nan, ATLAS
74.75937, -0.44191, o, 59866.613521, -19.632, 0.354, -51, 18, nan, ATLAS
74.75937, -0.44191, o, 59866.62422, -21.117, 1.411, -13, 18, nan, ATLAS
74.75937, -0.44191, o, 59866.64048, -21.921, 3.36, -6, 21, nan, ATLAS
74.75937, -0.44191, o, 59867.289257, -21.254, 2.057, -11, 24, nan, ATLAS
74.75937, -0.44191, o, 59867.294444, 21.086, 2.161, 13, 29, 21.115141619232908, ATLAS
74.75937, -0.44191, o, 59867.297597, 20.301, 0.92, 28, 25, 20.28210492164445, ATLAS
74.75937, -0.44191, o, 59867.303027, 24.907, 69.667, 0, 28, inf, ATLAS
74.75937, -0.44191, o, 59868.534955, 21.762, 2.315, 7, 17, 21.787254899964356, ATLAS
74.75937, -0.44191, o, 59868.536764, 20.747, 1.043, 18, 19, 20.761818737241732, ATLAS
74.75937, -0.44191, o, 59868.557614, -20.718, 0.674, -19, 13, nan, ATLAS
74.75937, -0.44191, o, 59868.560811, -21.501, 1.946, -9, 18, nan, ATLAS
74.75937, -0.44191, o, 59870.53787, -22.133, 2.211, -5, 11, nan, ATLAS
74.75937, -0.44191, o, 59870.539714, -20.54, 0.449, -22, 10, nan, ATLAS
74.75937, -0.44191, o, 59870.546255, -20.93, 0.727, -15, 11, nan, ATLAS
74.75937, -0.44191, o, 59870.551333, 23.087, 5.588, 2, 12, 23.147425010840045, ATLAS
74.75937, -0.44191, o, 59871.317179, -22.169, 2.818, -5, 14, nan, ATLAS
74.75937, -0.44191, o, 59871.322597, -22.927, 5.056, -2, 12, nan, ATLAS
74.75937, -0.44191, o, 59872.522418, -22.537, 3.684, -4, 13, nan, ATLAS
74.75937, -0.44191, o, 59872.525131, -20.402, 0.478, -25, 12, nan, ATLAS
74.75937, -0.44191, o, 59872.530102, 20.992, 0.978, 15, 14, 20.959771852360795, ATLAS
74.75937, -0.44191, o, 59872.535525, 22.704, 3.893, 3, 12, 22.707196863200842, ATLAS
74.75937, -0.44191, o, 59873.022512, 20.623, 0.813, 20, 17, 20.647425010840045, ATLAS
74.75937, -0.44191, o, 59873.029948, 21.024, 1.278, 14, 18, 21.034679910804403, ATLAS
74.75937, -0.44191, o, 59873.033554, 23.587, 11.4, 1, 15, 23.9, ATLAS
74.75937, -0.44191, o, 59873.043504, -21.23, 1.088, -12, 13, nan, ATLAS
74.75937, -0.44191, o, 59874.574021, -21.674, 1.47, -8, 11, nan, ATLAS
74.75937, -0.44191, o, 59874.577255, 22.857, 4.348, 3, 11, 22.707196863200842, ATLAS
74.75937, -0.44191, o, 59874.587182, 20.936, 0.683, 15, 10, 20.959771852360795, ATLAS
74.75937, -0.44191, o, 59874.596416, -21.465, 1.247, -9, 12, nan, ATLAS
74.75937, -0.44191, c, 59875.131206, -21.538, 1.684, -9, 15, nan, ATLAS
74.75937, -0.44191, c, 59875.134395, 23.194, 9.111, 2, 18, 23.147425010840045, ATLAS
74.75937, -0.44191, c, 59875.169906, -20.492, 0.5, -23, 12, nan, ATLAS
74.75937, -0.44191, c, 59875.187824, 21.038, 0.798, 14, 11, 21.034679910804403, ATLAS
74.75937, -0.44191, c, 59876.4827, -22.205, 2.417, -5, 12, nan, ATLAS
74.75937, -0.44191, c, 59876.484506, 23.055, 4.308, 2, 9, 23.147425010840045, ATLAS
74.75937, -0.44191, c, 59876.519903, -22.549, 2.909, -4, 10, nan, ATLAS
74.75937, -0.44191, c, 59876.524974, -21.62, 1.208, -8, 10, nan, ATLAS
74.75937, -0.44191, o, 59876.974098, -23.37, 9.7, -2, 16, nan, ATLAS
74.75937, -0.44191, o, 59876.989147, -20.448, 1.286, -24, 31, nan, ATLAS
74.75937, -0.44191, o, 59876.992321, -20.368, 0.725, -26, 19, nan, ATLAS
74.75937, -0.44191, o, 59876.997808, -21.775, 1.696, -7, 12, nan, ATLAS
74.75937, -0.44191, o, 59878.495939, 23.163, 5.643, 2, 11, 23.147425010840045, ATLAS
74.75937, -0.44191, o, 59878.498248, 21.436, 1.418, 10, 14, 21.4, ATLAS
74.75937, -0.44191, o, 59878.52284, 21.909, 1.936, 6, 12, 21.95462187404089, ATLAS
74.75937, -0.44191, o, 59878.525611, 25.429, 47.5, 0, 12, inf, ATLAS
74.75937, -0.44191, c, 59879.270768, 21.178, 0.724, 12, 9, 21.202046884880936, ATLAS
74.75937, -0.44191, c, 59879.272568, -21.217, 0.819, -12, 10, nan, ATLAS
74.75937, -0.44191, c, 59879.275731, -26.037, 63.0, 0, 9, inf, ATLAS
74.75937, -0.44191, c, 59879.281166, -22.33, 2.414, -4, 10, nan, ATLAS
74.75937, -0.44191, c, 59880.592595, 20.87, 0.717, 16, 12, 20.889700043360186, ATLAS
74.75937, -0.44191, c, 59880.595763, -21.134, 0.819, -13, 10, nan, ATLAS
74.75937, -0.44191, c, 59880.605856, -21.075, 0.77, -14, 10, nan, ATLAS
74.75937, -0.44191, c, 59880.611286, -24.249, 15.25, -1, 11, nan, ATLAS
74.75937, -0.44191, o, 59880.964021, -20.511, 0.703, -23, 16, nan, ATLAS
74.75937, -0.44191, o, 59880.967175, 20.273, 0.812, 28, 23, 20.28210492164445, ATLAS
74.75937, -0.44191, o, 59880.970326, 21.452, 1.673, 10, 16, 21.4, ATLAS
74.75937, -0.44191, o, 59880.977124, -18.642, 1.27, -127, 161, nan, ATLAS
74.75937, -0.44191, o, 59882.554287, 23.815, 9.444, 1, 10, 23.9, ATLAS
74.75937, -0.44191, o, 59882.559043, -23.066, 4.6, -2, 10, nan, ATLAS
74.75937, -0.44191, o, 59882.586888, -21.029, 0.743, -14, 10, nan, ATLAS
74.75937, -0.44191, o, 59882.59531, -22.955, 3.25, -2, 8, nan, ATLAS
74.75937, -0.44191, c, 59883.238711, -22.427, 2.206, -4, 9, nan, ATLAS
74.75937, -0.44191, c, 59883.240516, -22.067, 1.298, -5, 7, nan, ATLAS
74.75937, -0.44191, c, 59883.244577, 23.607, 6.727, 1, 9, 23.9, ATLAS
74.75937, -0.44191, c, 59883.25001, 21.415, 0.919, 10, 9, 21.4, ATLAS
74.75937, -0.44191, c, 59884.475105, 21.936, 1.732, 6, 11, 21.95462187404089, ATLAS
74.75937, -0.44191, c, 59884.477818, 22.252, 1.867, 5, 8, 22.15257498915995, ATLAS
74.75937, -0.44191, c, 59884.483242, 21.756, 1.417, 7, 10, 21.787254899964356, ATLAS
74.75937, -0.44191, c, 59884.505979, 21.457, 1.206, 10, 11, 21.4, ATLAS
74.75937, -0.44191, o, 59886.328538, -21.397, 2.136, -10, 21, nan, ATLAS
74.75937, -0.44191, o, 59886.358078, 23.353, 11.25, 2, 19, 23.147425010840045, ATLAS
74.75937, -0.44191, o, 59886.386287, -22.542, 5.885, -4, 21, nan, ATLAS
74.75937, -0.44191, o, 59887.207151, 21.4, 1.691, 10, 17, 21.4, ATLAS
74.75937, -0.44191, o, 59887.209857, -23.022, 7.0, -2, 16, nan, ATLAS
74.75937, -0.44191, o, 59887.218526, 21.51, 2.032, 9, 18, 21.514393726401686, ATLAS
74.75937, -0.44191, o, 59887.240333, -24.058, 17.0, -1, 15, nan, ATLAS
74.75937, -0.44191, o, 59888.909265, 20.148, 0.781, 32, 25, 20.137125054200233, ATLAS
74.75937, -0.44191, o, 59888.912043, 21.01, 1.543, 14, 22, 21.034679910804403, ATLAS
74.75937, -0.44191, o, 59888.917025, -21.24, 1.892, -12, 22, nan, ATLAS
74.75937, -0.44191, o, 59888.926348, 20.465, 0.872, 24, 21, 20.449471895720983, ATLAS
74.75937, -0.44191, o, 59890.441048, -21.504, 2.474, -9, 22, nan, ATLAS
74.75937, -0.44191, o, 59890.444801, -20.711, 1.055, -19, 20, nan, ATLAS
74.75937, -0.44191, o, 59890.450344, 20.101, 0.606, 33, 20, 20.10371515030528, ATLAS
74.75937, -0.44191, o, 59890.456351, 20.144, 0.605, 32, 19, 20.137125054200233, ATLAS
74.75937, -0.44191, o, 59891.145363, 18.991, 1.134, 92, 104, 18.99053043163611, ATLAS
74.75937, -0.44191, o, 59891.148547, 18.95, 0.691, 96, 66, 18.944321917401076, ATLAS
74.75937, -0.44191, o, 59891.153525, -19.714, 1.124, -47, 53, nan, ATLAS
74.75937, -0.44191, o, 59891.163075, 19.959, 1.284, 38, 48, 19.950541008457975, ATLAS
74.75937, -0.44191, o, 59896.56365, 21.659, 2.257, 8, 18, 21.64227503252014, ATLAS
74.75937, -0.44191, o, 59896.566831, 21.797, 2.655, 7, 18, 21.787254899964356, ATLAS
74.75937, -0.44191, o, 59896.57552, -20.678, 0.967, -20, 19, nan, ATLAS
74.75937, -0.44191, o, 59896.585919, -20.292, 0.668, -28, 18, nan, ATLAS
74.75937, -0.44191, o, 59897.039755, 22.146, 3.333, 5, 17, 22.15257498915995, ATLAS
74.75937, -0.44191, o, 59897.042563, -20.051, 0.436, -35, 15, nan, ATLAS
74.75937, -0.44191, o, 59897.048554, -20.707, 1.0, -19, 19, nan, ATLAS
74.75937, -0.44191, o, 59897.077956, -21.886, 3.12, -6, 20, nan, ATLAS
74.75937, -0.44191, o, 59898.497017, -21.867, 1.78, -6, 12, nan, ATLAS
74.75937, -0.44191, o, 59898.499803, 24.183, 13.286, 1, 10, 23.9, ATLAS
74.75937, -0.44191, o, 59898.532709, 22.026, 2.102, 6, 12, 21.95462187404089, ATLAS
74.75937, -0.44191, o, 59898.542411, 23.692, 10.3, 1, 12, 23.9, ATLAS
74.75937, -0.44191, o, 59899.172078, 21.479, 1.51, 9, 14, 21.514393726401686, ATLAS
74.75937, -0.44191, o, 59899.174781, -20.479, 0.819, -23, 19, nan, ATLAS
74.75937, -0.44191, o, 59899.179821, -20.999, 1.048, -14, 15, nan, ATLAS
74.75937, -0.44191, o, 59899.1959, -22.099, 3.069, -5, 16, nan, ATLAS
74.75937, -0.44191, o, 59899.196352, 20.527, 1.274, 22, 28, 20.543943297944484, ATLAS
74.75937, -0.44191, c, 59900.922285, -22.123, 2.107, -5, 11, nan, ATLAS
74.75937, -0.44191, c, 59900.942325, 21.314, 0.788, 11, 8, 21.296518287104437, ATLAS
74.75937, -0.44191, c, 59900.945483, 21.042, 0.656, 14, 9, 21.034679910804403, ATLAS
74.75937, -0.44191, c, 59900.959496, 21.692, 1.096, 8, 8, 21.64227503252014, ATLAS
74.75937, -0.44191, o, 59903.204499, 21.15, 1.225, 13, 15, 21.115141619232908, ATLAS
74.75937, -0.44191, o, 59903.206318, 25.811, 102.0, 0, 18, inf, ATLAS
74.75937, -0.44191, o, 59903.212182, -21.478, 1.644, -9, 15, nan, ATLAS
74.75937, -0.44191, o, 59903.217591, 23.064, 9.0, 2, 19, 23.147425010840045, ATLAS
74.75937, -0.44191, o, 59903.218493, 21.667, 3.405, 8, 27, 21.64227503252014, ATLAS
74.75937, -0.44191, c, 59906.443072, 23.903, 8.167, 1, 8, 23.9, ATLAS
74.75937, -0.44191, c, 59906.444918, -21.17, 0.68, -12, 8, nan, ATLAS
74.75937, -0.44191, c, 59906.447694, -22.642, 2.789, -3, 9, nan, ATLAS
74.75937, -0.44191, c, 59906.467136, -21.741, 1.146, -7, 8, nan, ATLAS
74.75937, -0.44191, o, 59907.201236, -21.497, 1.633, -9, 15, nan, ATLAS
74.75937, -0.44191, o, 59907.235312, 20.259, 0.366, 29, 10, 20.24400500525261, ATLAS
74.75937, -0.44191, o, 59907.238281, -22.023, 1.893, -6, 11, nan, ATLAS
74.75937, -0.44191, o, 59907.265383, 23.085, 5.05, 2, 11, 23.147425010840045, ATLAS
74.75937, -0.44191, o, 59908.426067, -21.548, 1.258, -9, 11, nan, ATLAS
74.75937, -0.44191, o, 59908.427876, -21.297, 1.138, -11, 12, nan, ATLAS
74.75937, -0.44191, o, 59908.449583, -24.064, 12.714, -1, 11, nan, ATLAS
74.75937, -0.44191, o, 59908.452766, -22.093, 1.933, -5, 10, nan, ATLAS
