# Data from 'ATLAS' for 'SN ATLAS2024ulb'
RA, Dec, F, MJD, m, dm, uJy, duJy, zp, source
20.95402, -15.71025, o, 60553.549052, 18.874, 0.146, 102, 15, 18.878499570595203, ATLAS
20.95402, -15.71025, o, 60553.551935, 19.137, 0.18, 80, 14, 19.14227503252014, ATLAS
20.95402, -15.71025, o, 60553.558369, 20.25, 0.422, 29, 12, 20.24400500525261, ATLAS
20.95402, -15.71025, o, 60553.583175, 20.034, 0.293, 35, 10, 20.03982988912431, ATLAS
20.95402, -15.71025, o, 60554.277021, 18.507, 0.098, 144, 14, 18.504093769761873, ATLAS
20.95402, -15.71025, o, 60554.278824, 19.257, 0.16, 72, 12, 19.256668758921826, ATLAS
20.95402, -15.71025, o, 60554.281979, 20.633, 0.573, 20, 12, 20.647425010840045, ATLAS
20.95402, -15.71025, o, 60554.287387, 18.274, 0.073, 178, 13, 18.273949994227763, ATLAS
20.95402, -15.71025, c, 60554.998738, 19.461, 0.168, 60, 10, 19.45462187404089, ATLAS
20.95402, -15.71025, c, 60555.000542, 18.637, 0.076, 127, 10, 18.640490697610105, ATLAS
20.95402, -15.71025, c, 60555.025077, 18.895, 0.086, 100, 9, 18.9, ATLAS
20.95402, -15.71025, c, 60555.028303, 19.506, 0.159, 57, 9, 19.51031286081877, ATLAS
