# Combined data from 'ATLAS-ZTF' for 'SN 2021qvv'
ra, dec, filter, mjd, mag, dmag, flux, dflux, zp, source
187.01217, 9.80285, o, 59288.35074, 21.558, 2.744, 9, 24, 21.514393726401686, ATLAS-ZTF
187.01217, 9.80285, o, 59288.376098, 21.911, 4.333, 6, 27, 21.95462187404089, ATLAS-ZTF
187.01217, 9.80285, o, 59288.391195, -19.992, 0.477, -37, 18, nan, ATLAS-ZTF
187.01217, 9.80285, o, 59288.403171, -20.241, 0.675, -29, 20, nan, ATLAS-ZTF
187.01217, 9.80285, c, 59291.397857, 21.247, 1.986, 12, 23, 21.202046884880936, ATLAS-ZTF
187.01217, 9.80285, c, 59291.433083, 18.908, 0.204, 99, 20, 18.910912013506124, ATLAS-ZTF
187.01217, 9.80285, c, 59291.435828, 15.445, 0.007, 2410, 16, 15.444957393562827, ATLAS-ZTF
187.01217, 9.80285, c, 59291.438574, -19.18, 0.276, -77, 21, nan, ATLAS-ZTF
187.01217, 9.80285, o, 59292.479124, 21.558, 1.849, 9, 16, 21.514393726401686, ATLAS-ZTF
187.01217, 9.80285, o, 59292.51392, -19.918, 0.535, -39, 21, nan, ATLAS-ZTF
187.01217, 9.80285, o, 59292.517651, -18.86, 0.245, -104, 25, nan, ATLAS-ZTF
187.01217, 9.80285, o, 59292.546263, -20.714, 1.138, -19, 21, nan, ATLAS-ZTF
187.01217, 9.80285, o, 59293.389706, -19.201, 0.362, -76, 27, nan, ATLAS-ZTF
187.01217, 9.80285, o, 59293.391549, -19.394, 0.345, -64, 22, nan, ATLAS-ZTF
187.01217, 9.80285, o, 59293.424438, -19.51, 0.242, -57, 14, nan, ATLAS-ZTF
187.01217, 9.80285, o, 59293.431705, -19.976, 0.47, -37, 18, nan, ATLAS-ZTF
187.01217, 9.80285, o, 59297.386897, 19.953, 0.963, 38, 36, 19.950541008457975, ATLAS-ZTF
187.01217, 9.80285, o, 59297.388751, -20.479, 1.189, -23, 28, nan, ATLAS-ZTF
187.01217, 9.80285, o, 59297.398717, -20.061, 0.616, -34, 21, nan, ATLAS-ZTF
187.01217, 9.80285, o, 59297.402404, -19.674, 0.641, -49, 31, nan, ATLAS-ZTF
187.01217, 9.80285, o, 59303.433509, 21.187, 3.31, 12, 40, 21.202046884880936, ATLAS-ZTF
187.01217, 9.80285, o, 59303.436981, -18.682, 0.289, -122, 35, nan, ATLAS-ZTF
187.01217, 9.80285, o, 59303.443093, 19.948, 0.775, 38, 30, 19.950541008457975, ATLAS-ZTF
187.01217, 9.80285, o, 59303.476383, -19.573, 0.779, -54, 42, nan, ATLAS-ZTF
187.01217, 9.80285, o, 59304.389353, -21.347, 2.103, -10, 22, nan, ATLAS-ZTF
187.01217, 9.80285, o, 59304.392165, -24.235, 35.125, -1, 26, nan, ATLAS-ZTF
187.01217, 9.80285, o, 59304.397693, 20.367, 1.12, 26, 29, 20.362566630072955, ATLAS-ZTF
187.01217, 9.80285, o, 59304.431294, 19.374, 6.312, 65, 408, 19.36771660839286, ATLAS-ZTF
187.01217, 9.80285, o, 59305.381106, 19.626, 0.525, 51, 27, 19.631074559755156, ATLAS-ZTF
187.01217, 9.80285, o, 59305.382947, 19.964, 0.569, 38, 21, 19.950541008457975, ATLAS-ZTF
187.01217, 9.80285, o, 59305.385715, -21.516, 2.369, -9, 21, nan, ATLAS-ZTF
187.01217, 9.80285, o, 59305.421251, 22.448, 7.293, 4, 28, 22.394850021680092, ATLAS-ZTF
187.01217, 9.80285, o, 59306.387826, -19.805, 0.704, -44, 31, nan, ATLAS-ZTF
187.01217, 9.80285, o, 59306.389659, -19.62, 0.553, -52, 28, nan, ATLAS-ZTF
187.01217, 9.80285, o, 59306.392413, -20.254, 1.069, -29, 31, nan, ATLAS-ZTF
187.01217, 9.80285, o, 59306.399731, 18.812, 0.562, 108, 61, 18.816440611282623, ATLAS-ZTF
187.01217, 9.80285, c, 59309.382323, -21.143, 1.392, -13, 18, nan, ATLAS-ZTF
187.01217, 9.80285, c, 59309.384638, -19.377, 0.243, -64, 16, nan, ATLAS-ZTF
187.01217, 9.80285, c, 59309.414518, 23.283, 10.4, 2, 18, 23.147425010840045, ATLAS-ZTF
187.01217, 9.80285, c, 59309.441594, 20.106, 0.477, 33, 16, 20.10371515030528, ATLAS-ZTF
187.01217, 9.80285, c, 59312.382437, 21.276, 1.873, 11, 21, 21.296518287104437, ATLAS-ZTF
187.01217, 9.80285, c, 59312.384747, -21.357, 1.913, -10, 20, nan, ATLAS-ZTF
187.01217, 9.80285, c, 59312.387536, 19.995, 0.493, 36, 18, 20.00924374808178, ATLAS-ZTF
187.01217, 9.80285, c, 59312.393061, -22.167, 3.367, -5, 17, nan, ATLAS-ZTF
