index,objName,objAltName1,objAltName2,objAltName3,objID,uniquePspsOBid,ippObjID,surveyID,htmID,zoneID,tessID,projectionID,skyCellID,randomID,batchID,dvoRegionID,processingVersion,objInfoFlag,qualityFlag,raStack,decStack,raStackErr,decStackErr,raMean,decMean,raMeanErr,decMeanErr,epochMean,posMeanChisq,cx,cy,cz,lambda,beta,l,b,nStackObjectRows,nStackDetections,nDetections,ng,nr,ni,nz,ny,uniquePspsSTid,primaryDetection,bestDetection,gippDetectID,gstackDetectID,gstackImageID,gra,gdec,graErr,gdecErr,gEpoch,gPSFMag,gPSFMagErr,gApMag,gApMagErr,gKronMag,gKronMagErr,ginfoFlag,ginfoFlag2,ginfoFlag3,gnFrames,gxPos,gyPos,gxPosErr,gyPosErr,gpsfMajorFWHM,gpsfMinorFWHM,gpsfTheta,gpsfCore,gpsfLikelihood,gpsfQf,gpsfQfPerfect,gpsfChiSq,gmomentXX,gmomentXY,gmomentYY,gmomentR1,gmomentRH,gPSFFlux,gPSFFluxErr,gApFlux,gApFluxErr,gApFillFac,gApRadius,gKronFlux,gKronFluxErr,gKronRad,gexpTime,gExtNSigma,gsky,gskyErr,gzp,gPlateScale,rippDetectID,rstackDetectID,rstackImageID,rra,rdec,rraErr,rdecErr,rEpoch,rPSFMag,rPSFMagErr,rApMag,rApMagErr,rKronMag,rKronMagErr,rinfoFlag,rinfoFlag2,rinfoFlag3,rnFrames,rxPos,ryPos,rxPosErr,ryPosErr,rpsfMajorFWHM,rpsfMinorFWHM,rpsfTheta,rpsfCore,rpsfLikelihood,rpsfQf,rpsfQfPerfect,rpsfChiSq,rmomentXX,rmomentXY,rmomentYY,rmomentR1,rmomentRH,rPSFFlux,rPSFFluxErr,rApFlux,rApFluxErr,rApFillFac,rApRadius,rKronFlux,rKronFluxErr,rKronRad,rexpTime,rExtNSigma,rsky,rskyErr,rzp,rPlateScale,iippDetectID,istackDetectID,istackImageID,ira,idec,iraErr,idecErr,iEpoch,iPSFMag,iPSFMagErr,iApMag,iApMagErr,iKronMag,iKronMagErr,iinfoFlag,iinfoFlag2,iinfoFlag3,inFrames,ixPos,iyPos,ixPosErr,iyPosErr,ipsfMajorFWHM,ipsfMinorFWHM,ipsfTheta,ipsfCore,ipsfLikelihood,ipsfQf,ipsfQfPerfect,ipsfChiSq,imomentXX,imomentXY,imomentYY,imomentR1,imomentRH,iPSFFlux,iPSFFluxErr,iApFlux,iApFluxErr,iApFillFac,iApRadius,iKronFlux,iKronFluxErr,iKronRad,iexpTime,iExtNSigma,isky,iskyErr,izp,iPlateScale,zippDetectID,zstackDetectID,zstackImageID,zra,zdec,zraErr,zdecErr,zEpoch,zPSFMag,zPSFMagErr,zApMag,zApMagErr,zKronMag,zKronMagErr,zinfoFlag,zinfoFlag2,zinfoFlag3,znFrames,zxPos,zyPos,zxPosErr,zyPosErr,zpsfMajorFWHM,zpsfMinorFWHM,zpsfTheta,zpsfCore,zpsfLikelihood,zpsfQf,zpsfQfPerfect,zpsfChiSq,zmomentXX,zmomentXY,zmomentYY,zmomentR1,zmomentRH,zPSFFlux,zPSFFluxErr,zApFlux,zApFluxErr,zApFillFac,zApRadius,zKronFlux,zKronFluxErr,zKronRad,zexpTime,zExtNSigma,zsky,zskyErr,zzp,zPlateScale,yippDetectID,ystackDetectID,ystackImageID,yra,ydec,yraErr,ydecErr,yEpoch,yPSFMag,yPSFMagErr,yApMag,yApMagErr,yKronMag,yKronMagErr,yinfoFlag,yinfoFlag2,yinfoFlag3,ynFrames,yxPos,yyPos,yxPosErr,yyPosErr,ypsfMajorFWHM,ypsfMinorFWHM,ypsfTheta,ypsfCore,ypsfLikelihood,ypsfQf,ypsfQfPerfect,ypsfChiSq,ymomentXX,ymomentXY,ymomentYY,ymomentR1,ymomentRH,yPSFFlux,yPSFFluxErr,yApFlux,yApFluxErr,yApFillFac,yApRadius,yKronFlux,yKronFluxErr,yKronRad,yexpTime,yExtNSigma,ysky,yskyErr,yzp,yPlateScale,distance,SkyMapper_StarClass,g_elong,g_a,g_b,g_pa,r_elong,r_a,r_b,r_pa,i_elong,i_a,i_b,i_pa,z_elong,z_a,z_b,z_pa,NED_name,NED_type,NED_vel,NED_redshift,NED_mag,NED_redshift_flag,g-r,r-i,i-z,z-y,g-rErr,r-iErr,i-zErr,z-yErr,gApMag_gKronMag,rApMag_rKronMag,iApMag_iKronMag,zApMag_zKronMag,yApMag_yKronMag,7DCD,hasSimbad,sourceClass
2,31078946,,,,31078946,,,,,,,,,,,,,,0,,,,,114.310837,-38.463226,,,,,,,,,,252.06807,-8.353162,,,15,3,3,5,4,1,,1,1,,,,114.3108527,-38.4632405,49,22,,17.6653,0.0104,,,17.8138,0.0916,,,,,,,,,,,,,,,,0.443,,,,,,1550.896,15.57238,,,,,1424.52,97.35044,4.15,,,,,,0.5,,,,114.3108568,-38.463245,49,22,,16.9871,0.0183,,,17.0616,0.0419,,,,,,,,,,,,,,,,1.873,,,,,,2485.98,,,,,,2197.086,36.66854,3.5,,,,,,0.5,,,,114.3108244,-38.4632219,49,22,,16.4646,0.0175,,,16.5174,0.0191,,,,,,,,,,,,,,,,0.9835,,,,,,,,,,,,42635.47,98.26855,3.5,,,,,,0.5,,,,114.3108113,-38.4632216,49,22,,16.1929,0.0055,,,16.2763,0.0165,,,,,,,,,,,,,,,,0.2513,,,,,,,46.5017,,,,,27548.62,321.8127,3.5,,,,,,0.5,,,,114.310837,-38.463226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,52.78,0.968,1.064,1.801,1.694,-76.9,1.127,2.003,1.777,74.33,1.123,2.147,1.912,-29.08,1.061,1.899,1.79,-23.39,WISEA J073714.59-382747.5,IrS,,,,,,,,,,,,,,,,,,,0,1.0
6,31078952,,,,31078952,,,,,,,,,,,,,,0,,,,,114.304727,-38.453846,,,,,,,,,,252.05743,-8.352953,,,13,2,2,5,4,1,,1,1,,,,114.3047436,-38.4538422,19,19,,18.2269,0.0523,,,18.2411,0.0963,,,,,,,,,,,,,,,,0.4641,,,,,,932.0274,14.69757,,,,,901.562,76.46794,3.82,,,,,,0.5,,,,114.3047236,-38.4538592,19,19,,17.6115,0.0185,,,17.6095,0.0679,,,,,,,,,,,,,,,,0.5848,,,,,,1343.234,,,,,,1227.838,18.00177,4.67,,,,,,0.5,,,,114.3047373,-38.4538344,19,19,,17.044,0.0232,,,17.1268,0.0128,,,,,,,,,,,,,,,,2.418,,,,,,,,,,,,24345.06,131.8253,3.5,,,,,,0.5,,,,114.3047378,-38.4538447,19,19,,16.773,0.0066,,,16.8675,0.0225,,,,,,,,,,,,,,,,3.524,,,,,,,154.2737,,,,,16131.14,292.2734,3.5,,,,,,0.5,,,,114.304727,-38.453846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,39.12,0.93,1.132,1.61,1.423,89.98,1.215,1.741,1.433,82.55,1.094,1.986,1.815,-23.74,1.036,1.772,1.711,-30.82,WISEA J073713.12-382713.7,IrS,,,,,,,,,,,,,,,,,,,0,1.0
11,31078962,,,,31078962,,,,,,,,,,,,,,0,,,,,114.311108,-38.457273,,,,,,,,,,252.06287,-8.350165,,,13,2,2,4,5,1,,1,1,,,,114.3111269,-38.4572771,25,23,,17.3229,0.0094,,,17.3841,0.0463,,,,,,,,,,,,,,,,0.3228,,,,,,2086.138,14.33274,,,,,1835.889,89.80528,3.5,,,,,,0.5,,,,114.3111095,-38.4572785,25,23,,16.8321,0.0097,,,16.8742,0.0416,,,,,,,,,,,,,,,,0.639,,,,,,2959.826,,,,,,2970.825,22.26277,4.11,,,,,,0.5,,,,114.311106,-38.45726,25,23,,16.4368,0.0083,,,16.4851,0.0093,,,,,,,,,,,,,,,,0.1178,,,,,,,,,,,,42750.46,34.23645,3.5,,,,,,0.5,,,,114.3111116,-38.4572572,25,23,,16.2669,0.0112,,,16.3336,0.0266,,,,,,,,,,,,,,,,0.7689,,,,,,,79.7507,,,,,25361.18,316.7926,3.5,,,,,,0.5,,,,114.311108,-38.457273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,33.18,0.977,1.127,1.951,1.731,88.6,1.056,2.04,1.931,71.8,1.191,2.331,1.957,-23.81,1.059,1.889,1.784,-21.93,WISEA J073714.68-382725.6,IrS,,,,,,,,,,,,,,,,,,,0,1.0
12,31078963,,,,31078963,,,,,,,,,,,,,,0,,,,,114.309851,-38.45529,,,,,,,,,,252.06062,-8.350097,,,15,3,2,5,5,1,,1,1,,,,114.3098786,-38.4552988,24,24,,16.8141,0.0475,,,16.8342,0.0647,,,,,,,,,,,,,,,,0.1975,,,,,,3491.841,12.90513,,,,,3277.569,105.1828,3.5,,,,,,0.5,,,,114.3098546,-38.4552912,24,24,,16.2434,0.0076,,,16.2643,0.0439,,,,,,,,,,,,,,,,0.2413,,,,,,4624.047,,,,,,4364.417,15.81388,3.5,,,,,,0.5,,,,114.3098452,-38.4552714,24,24,,15.8402,0.01,,,15.8834,0.0342,,,,,,,,,,,,,,,,0.2324,,,,,,,,,,,,73627.84,57.66673,3.5,,,,,,0.5,,,,114.3098439,-38.4552761,24,24,,15.6553,0.0048,,,15.7162,0.0169,,,,,,,,,,,,,,,,0.5514,,,,,,,78.54697,,,,,45074.17,364.4167,3.5,,,,,,0.5,,,,114.309851,-38.45529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,29.87,0.98,1.23,2.277,1.851,-76.37,1.162,2.23,1.918,-84.65,1.084,2.284,2.107,-30.69,1.083,2.059,1.901,-24.08,2MASS J07371435-3827191,IrS,,,,,,,,,,,,,,,,,,,0,1.0
13,31078964,,,,31078964,,,,,,,,,,,,,,0,,,,,114.311691,-38.455621,,,,,,,,,,252.06161,-8.348983,,,13,2,2,4,5,1,,1,1,,,,114.3117111,-38.4556377,23,30,,18.0066,0.0321,,,17.761,0.3243,,,,,,,,,,,,,,,,0.6651,,,,,,1090.512,17.96002,,,,,1040.462,107.2412,5.41,,,,,,0.5,,,,114.3116976,-38.4556105,23,30,,17.5198,0.0261,,,17.4372,0.0887,,,,,,,,,,,,,,,,1.652,,,,,,1514.761,,,,,,1568.556,30.68759,4.85,,,,,,0.5,,,,114.3116899,-38.4556029,23,30,,17.1615,0.0092,,,17.1849,0.0134,,,,,,,,,,,,,,,,2.568,,,,,,,,,,,,22333.84,134.7159,3.5,,,,,,0.5,,,,114.3116921,-38.4556124,23,30,,16.9466,0.0084,,,16.9357,0.0527,,,,,,,,,,,,,,,,6.558,,,,,,,203.1705,,,,,13433.57,349.3222,3.5,,,,,,0.5,,,,114.311691,-38.455621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,27.34,0.853,1.169,1.648,1.41,-82.8,1.236,1.976,1.599,-83.61,1.157,2.185,1.888,-31.82,1.078,1.959,1.817,-69.0,2MASS J07371482-3827201,IrS,,,,,,,,,,,,,,,,,,,0,1.0
17,31078968,,,,31078968,,,,,,,,,,,,,,0,,,,,114.318548,-38.451402,,,,,,,,,,252.06041,-8.3422575,,,10,0,2,4,4,1,,1,1,,,,,,28,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,114.3185507,-38.4514424,28,41,,18.2734,0.0416,,,18.3653,0.1259,,,,,,,,,,,,,,,,0.3183,,,,,,686.1283,,,,,,554.1837,11.92873,5.03,,,,,,0.5,,,,114.318348,-38.4513909,28,41,,17.7259,0.0172,,,17.7898,0.0361,,,,,,,,,,,,,,,,119.4,,,,,,,,,,,,19656.39,887.338,3.5,,,,,,0.5,,,,114.3185448,-38.4513891,28,41,,17.4829,0.0318,,,17.5877,0.0543,,,,,,,,,,,,,,,,3.252,,,,,,,139.849,,,,,8507.138,282.1842,3.5,,,,,,0.5,,,,114.318548,-38.451402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,7.48,0.605,,,,,1.182,1.139,0.964,84.68,1.215,2.159,1.778,-78.74,1.11,1.701,1.533,-27.69,WISEA J073716.44-382705.0,IrS,,,,,,,,,,,,,,,,,,,0,1.0
20,31078971,,,,31078971,,,,,,,,,,,,,,0,,,,,114.313701,-38.448512,,,,,,,,,,252.05603,-8.344239,,,16,3,3,5,5,1,,1,1,,,,114.313717,-38.4485608,24,30,,17.2632,0.0305,,,17.2963,0.0601,,,,,,,,,,,,,,,,1.32,,,,,,2307.613,29.81799,,,,,2128.864,125.5786,4.61,,,,,,0.5,,,,114.3137069,-38.4485074,24,30,,16.8939,0.013,,,16.9209,0.0528,,,,,,,,,,,,,,,,1.121,,,,,,2570.266,,,,,,2306.061,28.47373,3.5,,,,,,0.5,,,,114.3136909,-38.4484948,24,30,,16.6711,0.0234,,,16.6924,0.0178,,,,,,,,,,,,,,,,1.506,,,,,,,,,,,,35412.19,116.7772,3.5,,,,,,0.5,,,,114.3136985,-38.4484995,24,30,,16.5221,0.0128,,,16.5709,0.0342,,,,,,,,,,,,,,,,0.3352,,,,,,,49.99131,,,,,20320.16,341.8958,3.5,,,,,,0.5,,,,114.313701,-38.448512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,11.16,0.971,1.123,2.137,1.902,-31.29,1.114,1.991,1.787,82.08,1.124,2.183,1.943,-22.57,1.054,1.881,1.786,-1.97,2MASS J07371528-3826547,IrS,,,,,,,,,,,,,,,,,,,0,1.0
24,31078975,,,,31078975,,,,,,,,,,,,,,0,,,,,114.317415,-38.443802,,,,,,,,,,252.05322,-8.339452,,,10,1,2,3,4,1,,1,1,,,,114.3174265,-38.443823,31,55,,18.6329,0.0614,,,18.1906,0.1401,,,,,,,,,,,,,,,,3.234,,,,,,644.7696,35.99388,,,,,914.5965,95.90903,7.06,,,,,,0.5,,,,114.3174349,-38.4438103,31,55,,17.9798,0.057,,,18.0126,0.0862,,,,,,,,,,,,,,,,0.1991,,,,,,952.3602,,,,,,951.1872,9.921578,5.4,,,,,,0.5,,,,114.3173838,-38.4437485,31,55,,17.5166,0.0082,,,17.5312,0.0272,,,,,,,,,,,,,,,,0.5179,,,,,,,,,,,,15718.43,55.84661,3.5,,,,,,0.5,,,,114.3173498,-38.4437621,31,55,,17.2703,0.0199,,,17.3407,0.0673,,,,,,,,,,,,,,,,1.025,,,,,,,79.36156,,,,,12430.07,287.978,3.5,,,,,,0.5,,,,114.317415,-38.443802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,20.55,0.762,1.12,1.115,0.995,-15.09,1.256,1.553,1.236,-67.56,1.204,2.13,1.77,-33.29,1.06,1.754,1.655,-58.38,WISEA J073716.18-382637.5,IrS,,,,,,,,,,,,,,,,,,,0,1.0
25,31078976,,,,31078976,,,,,,,,,,,,,,0,,,,,114.32105,-38.447619,,,,,,,,,,252.05798,-8.338744,,,14,2,3,5,4,1,,1,1,,,,114.3210821,-38.4476381,28,27,,18.2044,0.0379,,,18.256,0.1783,,,,,,,,,,,,,,,,0.6532,,,,,,940.2411,17.30179,,,,,942.892,94.22248,5.27,,,,,,0.5,,,,114.321034,-38.4476079,28,27,,17.5244,0.0646,,,17.6365,0.1053,,,,,,,,,,,,,,,,0.5461,,,,,,1312.395,,,,,,1182.564,17.32535,3.5,,,,,,0.5,,,,114.3210468,-38.447601,28,27,,17.0044,0.0074,,,17.0847,0.0128,,,,,,,,,,,,,,,,3.369,,,,,,,,,,,,25405.24,158.1839,3.5,,,,,,0.5,,,,114.3210323,-38.447604,28,27,,16.7274,0.0106,,,16.8529,0.0305,,,,,,,,,,,,,,,,1.812,,,,,,,111.7976,,,,,17028.01,294.4027,3.5,,,,,,0.5,,,,114.32105,-38.447619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,12.22,0.928,1.225,1.506,1.229,-77.07,1.239,1.783,1.439,88.89,1.103,1.981,1.795,-27.43,1.06,1.814,1.711,-9.24,WISEA J073717.03-382651.2,IrS,,,,,,,,,,,,,,,,,,,0,1.0
27,31078978,,,,31078978,,,,,,,,,,,,,,0,,,,,114.32773,-38.447769,,,,,,,,,,252.06061,-8.334203,,,13,3,2,4,4,1,,1,1,,,,114.3277138,-38.4477706,21,22,,18.0162,0.0506,,,17.9287,0.0675,,,,,,,,,,,,,,,,0.2255,,,,,,1122.862,10.3955,,,,,1011.806,98.4815,4.81,,,,,,0.5,,,,114.3277775,-38.4477751,21,22,,17.4315,0.0095,,,17.4756,0.0557,,,,,,,,,,,,,,,,0.1036,,,,,,1561.406,,,,,,1450.007,7.847101,4.28,,,,,,0.5,,,,114.3277432,-38.4477428,21,22,,16.8235,0.0094,,,16.8693,0.0129,,,,,,,,,,,,,,,,0.2437,,,,,,,,,,,,30014.22,44.427,3.5,,,,,,0.5,,,,114.3277303,-38.4477479,21,22,,16.5282,0.0113,,,16.624,0.0277,,,,,,,,,,,,,,,,0.3818,,,,,,,53.05808,,,,,19678.65,306.096,3.5,,,,,,0.5,,,,114.32773,-38.447769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,29.65,0.956,1.117,1.661,1.487,-13.09,1.079,1.742,1.615,-77.04,1.167,2.097,1.797,-23.19,1.07,1.863,1.74,-14.84,WISEA J073718.64-382651.7,IrS,,,,,,,,,,,,,,,,,,,0,1.0
