name av_16 av_50 av_84
2009al 2.534354850153921 4.575812692701331 7.155459991851653
2023guy 1.0550081617888016 2.270236488856179 3.7526492968791048
2020sjo 0.45726332784004137 1.2877038792804305 2.409684081361678
2022mvc 0.8834153242402534 1.997673389181844 3.2881043534301995
2023gxc 0.23648900306456994 0.8325482423608817 2.425766824226201
2020tug 0.43648050443810615 1.4276674902145272 3.223564871923045
2019bdz 1.2215057121278057 2.2664562796127896 3.4465902257584395
2006br 1.155716301103882 1.983061612477228 3.240501165228985
2009ad 0.7239165113579873 2.0073686953534398 3.1631159747684783
2021dnm 0.340145028334514 1.2455550728105498 2.3658292819766125
2020kyx 0.755585395116634 1.9456939933044342 3.356157095910258
2005bg 0.7183956020289731 1.9576092861596979 3.4077652274285315
2008gl 1.08814127690658 2.782967728389251 4.309800631952845
2021nyt 1.528057422302654 2.7457434840022614 4.146996470308344
2019omi 0.6677666983254316 2.0849947056082794 3.590636615507934
2020ocv 0.6101625095253823 1.5433375132748395 3.2326860090864695
2022mzs 0.5942439622171051 1.2146385016138517 2.6482764589407757
2005iq 0.8718288815666161 2.000518901307591 3.2706798380907633
2020wcj 3.233299300998112 4.994714504572219 7.373399696982368
2020urj 0.7317165397560177 1.5407519832572403 2.5819624076633034
2006et 0.9099861261268196 1.822841699285714 3.064332436968643
2021hji 0.3084336059713726 0.9957444390641162 2.099814833233933
2006bt 0.13539732312497088 0.5618396002966826 1.5052993674778867
2021jvs 1.324296930784968 2.3659434029246094 3.330395967647848
2008hj 0.6974848186709864 1.5986072647053329 3.0659641525206762
2022mtp 0.23509615796049754 0.9889477480634292 2.2010130250058237
2021lma 0.19750754742441834 0.7447856746970709 2.0527790919093243
2019xvx 0.44497662643200186 1.0462766286722756 2.061424378961481
2020yxd 0.9247744128922691 2.2822633590033212 3.5889730157493704
2022edq 0.4682911693176254 1.0619324600220845 2.1228052750624298
2022tvz 0.4232672840702907 1.3018011299030516 2.4426573719727274
2020wgr 0.6064307156884758 2.1184825671739818 3.4256270733530467
2021ymm 0.5139353221038954 1.8089012840699632 3.4570602118253047
2021biz 1.318145775676423 2.3683198828228784 3.4370157338277614
2022mvb 0.7727165549798484 1.8147314335974651 3.0118480069668965
2022rkc 0.5217228290564421 1.591278412619804 3.6154027821404884
2021huu 0.2775830235712159 0.887981529225552 2.1488058743822442
2020szr 0.373636777698232 1.0551184471019521 2.2632677226881857
2021jys 0.3930330692548393 1.1499072624087336 2.3325946508231046
2022ucj 0.28434208364502744 0.8904735113484781 1.8733946541980266
2023hjq 0.5239439146658679 1.397285747880289 2.1926412094501257
2020yvu 0.2814206365482667 0.6247585607327492 1.0683355503017338
2022vnj 1.3559987674387197 2.8613351788467356 4.409089355570224
2007bd 1.197587647408095 2.0692174893560304 3.0916107121080705
2020vdz 0.7879518755768044 1.5573933139965006 2.9147642400589153
2006ef 1.018853612970447 1.9092928828778808 2.859776595140188
2021dlb 0.6014466395494047 2.139329270182299 3.490771068228063
2008ar 0.6000976368909072 1.827813204262042 3.0205556681978933
2019obt 1.0105456638925072 2.3064183804870675 3.8103481919680258
2020bqz 0.8385292839007872 1.9907371187132885 3.1701121751232724
2021kjh 0.5535907520897415 1.7008656345852842 2.942708694517737
2019vdg 0.6331500764491946 1.6509521364731188 2.824722122839594
2020tpf 0.30711016393271473 0.664895452278768 1.5982391197772545
2022udc 0.6607004329821722 1.7676708234418392 2.902085662424945
2021mku 0.7410935469396625 1.5348114018296817 2.685080519587496
2007hx 0.5906661615299229 1.8338259891675304 3.5803287771405423
2007bc 0.5752796194156709 1.8145084947230827 3.0344799824794766
2020ucf 2.0730663463105743 4.005790505780584 6.698516240092624
2021kut 0.3686711637606721 1.148064394663507 2.0937675255672676
2020skp 0.4009951516424842 1.053785836721595 2.1799456197258937
2019hyj 0.5035750173498241 1.3838772427023727 2.3801386303325525
2020jee 0.6882692582323875 1.3001791785722763 2.089874118755936
2020tnw 0.15772071043680952 0.7644288445233016 2.5503468380852157
2022sue 1.0488404740654214 2.37677385278051 3.9065508427954265
2021nya 0.39112094427283134 1.0927402179366084 2.422792943804543
2020uvf 0.44241299465318545 1.4295038623383272 3.4340303982582117
2021wlw 0.42279580234042013 1.4596138709361826 2.853515257862955
2006os 1.1012621918052263 2.2689171072511893 3.749763781167617
2019one 0.29361376183731386 0.8797574368745156 2.0709532090936595
2020uvg 0.7856325997240813 1.868194141930597 3.2844231340845713
2004dt 0.7322043758027922 1.3698743395861472 2.2241022487865783
2021pzt 0.2775165185588903 1.0966632843204354 2.534337810344792
2008C 0.4751928076995749 1.0063357509440722 1.6647286825014063
2021min 0.5985763638726562 1.8185971442602087 3.007805308625973
2008gp 0.6700275776938345 2.011485993552424 3.3469544145668637
2008fu 1.0408978958735888 2.053205407618627 3.377448878925806
2007cg 0.932240694737157 2.2172495691565923 4.236588184870177
2019ecs 0.12999965319267817 0.5643788685996339 1.6152885754659392
2019gcj 0.36586328232609594 1.0852294053839004 2.2334827327182025
2020uec 0.44370616720725975 1.2458982400332226 2.42749005627401
2021kax 0.20481576098550297 0.7492932054664974 2.1405637917318865
2006ot 0.48618772682652805 1.5875689415574206 3.3066938019992125
2020npb 0.9425539685085779 2.075177404442012 3.438729429960631
2021jwl 0.37993453056755483 1.0532914123819486 2.180875426370266
2019njp 0.18173448823010643 0.9081483162080902 2.187704980336026
2020lil 0.42287624174692706 1.4051483325467193 2.7687932395401393
2021hlw 0.9462415833575477 1.7722190736088772 2.685662442956391
2019fcf 0.38391385945167256 1.0631513989644354 2.216107111624621
2004gc 0.7374327899228295 2.4852606157950414 3.95739118446213
2008fr 0.38459386488877323 1.0865496943761772 2.203932147184943
2020lsc 0.6711620026141912 1.7684169305661384 2.9272034409605263
2022myp 0.5980421431733888 1.9112027674298742 3.333575459152641
2007ux 0.8379955269626853 2.3294610619607306 3.702248638518006
2006fw 0.3685464883593916 1.060285614884154 2.166782115100409
2020uzw 0.4279691905470698 1.3124995605178105 2.6819162277117394
2019eok 0.4833252249632147 1.2967505015538001 2.627539021270126
2008cf 0.8699131492097539 1.969630185441365 3.226043210563059
2020mby 0.4381682286523343 1.2915700377946313 2.5194988588789977
2021vju 0.7439849614962674 1.5622031182390899 2.7890023681381
2020jjf 0.3355166645562163 1.0453825086169883 2.422260032121402
2022rmp 0.5243806410564706 1.254964614454689 2.2274020796567835
2021wue 2.5278338787352554 4.841169393124695 7.907832453760262
2007A 0.8653448282164097 1.9444411287817525 3.203321990643668
2020pst 1.1433619347593817 2.485541731113878 3.904651070157147
2020uye 0.32772422421325037 1.1557414683681881 2.643458285211194
2019ywf 0.367990263419156 1.0908453291671039 2.066718192877645
2019wzy 0.3790450479912618 1.2564919824300784 2.826345026415671
2005ku 0.4229094164265555 1.6696324160877507 2.950828161342299
2019dfa 4.838488632167915 6.878713875119158 8.774094880068382
2021zqc 0.5494717495815284 1.4571652113083526 2.570040548160533
2005na 1.0669949220184491 1.9919399134415603 3.3496250133136787
2021klg 1.0692102814955549 1.8656612713097849 2.9334261268199895
2021aut 0.32600269833843204 1.268138561969589 2.711256120595498
2019ahi 0.33127191596330585 0.9273213102018032 2.2591299798305537
2020uwo 0.7792977255864376 2.0805737872368257 3.545046540812548
2023hro 0.651300627859217 1.5732257259336404 2.854296403131438
2006ej 1.2346448247817574 2.4173100717825253 3.6298330561146392
2005hj 1.0319048631415162 1.9567625093479233 3.0186677109420033
2008hu 1.643670417084034 2.95647506038714 4.508021165529463
2020wio 0.4768638903851752 1.4514496570669084 3.1509804346083143
2021bkw 0.3579581003645709 0.9431037389056718 1.8731685556224225
2021bjz 0.22441490467282205 0.9684002729494612 2.689418097255541
2008bf 3.731818084545268 5.774780963655298 8.130656252713436
2019pff 0.3005989907571603 1.308489183103878 3.431042375163285
2021hwx 0.4924016440604476 1.6685629030043967 3.7770680544334025
2009D 2.6438312206530528 4.578665599613143 7.463167812368291
2022yuj 1.2184218148064394 2.210418665078271 3.362330607494345
2006hx 0.5212354173144296 1.3290847641586256 2.340281125378952
2021aip 0.6875463312728247 1.7684139237360612 3.014887800932244
2005hc 0.6129977289803457 1.607325136919407 2.7340590910933233
2019gci 0.2756523144488591 1.404954851305585 2.9842217896223278
2022B 0.9587741791444698 2.067901031875189 3.3305123865098474
2020wob 0.6495651882482311 1.7701828352485112 3.0841982992066
2022mxq 0.6684246662834853 1.8551614767461446 3.718051318875357
2019fdc 0.6121171435299533 1.6443277697038319 2.899315380072274
2007jg 0.2078630219097072 0.6933788233946445 1.8703742504642598
2007jh 0.9440801024974307 2.2213032101925068 3.501482621144963
2019dwq 1.6051843899847518 2.8137674566036677 4.144236821991842
2006kf 4.327217070496681 6.950676230522134 8.761496124485205
2021bbz 1.0469851225483324 2.0525334796573325 3.07528690796019
2019ycb 0.3433889070295898 0.8914684016335506 1.7810601796053465
2007nq 1.6193079702720912 2.8364128542682185 4.193606552055225
2005ag 1.1656703594326112 2.5536622512803158 4.410618641596805
2022eat 1.1525214001560449 2.5006362395394452 4.530970888358879
2021ghc 2.1432168274093573 3.639151452778432 5.938369646507083
