name av_16 av_50 av_84
2008bt 0.3013074470787432 0.5695991547243248 1.0947455548496958
2021agnf 1.0302530090999023 2.376654935478262 3.68602274774972
2022xnq 0.9022686291051356 2.5260141555466022 4.019317031558713
2020abmg 0.9145247723649356 2.1343963741808682 3.2684691339042238
2005bl 0.8603951441254586 1.9480480065975296 3.2245069204486283
2022zvu 1.2133682103480172 2.691494960695331 4.293347747932537
2024zaj 0.939683837594227 1.5638719235501144 2.434091233217395
2020yo 1.293565385036704 2.944902032890083 4.920758529177512
2022yv 1.1716335193805674 2.0765682070727447 3.1799594981429187
2024vcj 0.919715544660103 2.033548043146131 3.3888145098787
2007al 0.7964501801602225 1.2257712620359609 1.7213089262102383
2021jvp 2.201197335695367 4.234805684419979 6.640324815387863
2023fwb 0.25542271376612236 0.9441745523339266 2.254440461791521
2021qvv 0.1657796477594041 0.3529297035979537 0.6543045720159238
2021pom 0.3548279560024991 1.403157887138024 2.532819514475636
2021gel 1.0446802522716165 2.3510009003488253 3.8418830159265243
2023ex 1.0758496657766579 1.8876866660111704 2.747461578601594
2024wdg 0.5858998130938347 1.729256984321938 3.15383489250019
2018hkw 0.7425161561852834 1.591797081829495 3.189132889716544
2023vjh 1.7034705364393703 3.5583091401627764 6.0183194919037994
2018ame 0.23784679513644932 0.8550386187935863 1.7216992904599056
2024rkh 2.4901374000962697 4.306476218519388 7.0852880023871325
2018eyi 1.2503724457847192 2.77661400175294 4.3430680960610655
2021qqr 1.0535734124549256 2.1312655717110514 3.5531281032743367
2024jhk 0.8590805943286398 1.9093982999010475 3.0290253110340055
2024xhs 1.4425857885095081 2.827023369295913 4.142409841533932
2020abpe 0.9622689444508348 1.6674009008164876 2.7640167165725873
2024xdl 0.8971395670053643 2.3124568475109575 3.8705588690516537
2024zls 0.5879184477169835 1.6957176053202812 3.174973785914805
2005ke 0.9679920916452504 1.6415609005120235 2.3883835189171765
2021zqs 2.978700407185248 4.6150116668628565 6.8026013125486315
2024bjb 3.953593588335981 5.951815513705707 8.356120151242717
2021abzd 1.038533122485233 2.2760403328699117 3.5331465134689664
2022abom 2.6458987406040806 4.8178557497807795 7.714360733749514
2022ubt 0.3361366810170588 1.2318851098227557 2.661155033343827
2020nta 1.1994568796865455 2.5555767362215907 3.870256777432034
2023fot 3.0402239390301267 4.61364723559024 6.926429288706138
2022vxf 1.183301421239666 2.2100849351792617 3.5779408474089944
2018gro 0.8837234836177768 2.33810475695246 3.8087694901217466
2019exc 0.4395081773309063 1.3933445457670035 2.633133992981174
2024jih 0.8322966269215659 1.8879355357184084 3.3424394511097564
2024nev 2.14458635679514 3.5359329628011227 5.188316693166219
2021fnr 1.0368566759307147 2.209694050803666 3.6479170523717315
2022zsp 1.0403232046394906 2.299431633734342 3.7354209952335196
2024luo 1.0490848562653343 2.1392497886074096 3.0964962071954343
2020acoo 2.1228948731753814 3.668641906363279 5.67853036361949
2021twa 0.28231888908967123 0.6180843655900601 1.0887595942829664
2022kbc 0.5279781191887116 1.445991136373663 2.729550836422985
2006gt 2.358360079308069 4.228807741581959 7.746684241113094
2020aclx 1.088446600781895 2.277325177443246 3.8026352915374755
2021cad 0.9235309042434586 1.715149694272827 2.785333892209968
2022aaok 0.803106933104874 1.911083675159913 3.3929380803310245
2021zsz 1.4572200970179563 2.9437568090923523 5.428036092190041
2018jag 1.5229358948633973 2.7669487691907415 4.575994868342545
2019cdc 1.0596957923780015 1.9994255475754437 3.239225388979829
2018ciw 0.49402267764060326 1.2455493853225763 2.5007597929166656
2022oux 0.6792574683221579 1.595850599386202 2.7129738815440607
2021aare 3.035004464688758 4.380117930982726 5.949499454006641
2009F 0.36655561109620644 0.7682924625076554 1.339731467000201
2023mkp 0.3937511355070955 0.7433526335898238 1.3807711374728096
2019moq 0.49519839067355104 1.3523152048064622 2.6186479251833923
2008bd 0.9772247789165901 2.3559009431293734 3.9164082186346603
2022rjs 0.7085275044511108 1.5294041166143661 3.172138848780286
2024jgw 0.44196344064501786 1.4864499514169878 2.725585301457572
2024zwb 1.7704277426652586 2.847267602450523 4.0783340310589695
2022dsu 0.2314674350139509 1.1914452521585348 2.7081327493852556
2024abwg 0.7366151371033614 2.484897481155875 4.146633910726976
2023dk 1.1603591882904478 1.8983688872907836 3.211939720430862
2022omn 1.297962382949422 2.6990572646875557 4.445537129144909
2008bi 0.2673821570140275 0.5065716530280077 0.8632531724739672
2023sps 0.7374007421904742 1.8807912613714592 3.1990055532255375
2021afur 0.9305387778060206 2.2019370323061644 3.5163690593954486
2021wzb 1.3211463128513796 2.4671841139051165 3.718741901484257
2006bd 0.8502697956947075 1.6171844177746377 2.6898682367770657
2022xhh 0.6759569061272571 1.7520668043734846 3.055225562970967
2022rey 1.9139504608760913 3.3315573141866412 4.691628330222327
2022uxl 1.3548911497189153 2.879170900592256 4.261543385068916
2007N 0.4576873185607389 0.89312149873414 1.5215120775879667
2023cvq 0.8325324527713585 2.2149011762682256 3.562983658774679
2021agej 0.25394704790258854 0.86354061067896 1.8786361343330185
2021mab 0.871488881694736 1.5614698006583045 2.8774630979693083
2019op 3.6478308436231814 5.925163448627294 9.206410985425737
2023abdv 3.278246918293 5.887460127733192 9.598592945722924
2019luv 1.3117142246370632 2.791711026372791 4.588989918040189
2019noh 0.5685817212002469 1.581919000174239 2.7019718170799
2007ba 1.1099211917876757 2.5401988303601284 3.8170404116921635
2024ulb 0.7810749055387943 1.4880018094208767 2.5784390474248924
2020mfd 0.6725608693588099 1.5238504139245175 2.5287274481143567
2020acbx 0.27904327082654123 0.8807942356736654 1.9642721718478293
2019ecx 1.0851758189794134 2.1748966307582296 3.428489710177649
2021uef 0.6589103873007385 1.575186605157234 2.951095421384476
2023bhm 0.59700873592127 1.0078697101518073 1.829614252617618
2024yhg 0.9552239205976953 1.5380267260808325 2.232183327833991
2021uve 0.9597601116149698 2.0214366880888557 3.6595928846368837
2019ahh 1.1107518267423608 2.16397721851696 3.3234561032630987
2024sag 2.394133721699807 4.391387555767078 6.792016568326935
2019ftd 0.5839295085923478 1.6081004848938596 2.7932046509076445
2020jhf 0.37964058931274763 0.7176821749801003 1.4070232245119734
2020uwr 0.42139167821775964 1.345387001789284 2.8380259875541913
2020mbf 0.32235942818705915 1.0362778228688714 2.080061619310295
2005A 2.5116248418899847 4.21818145069427 6.436841634023028
2020svo 0.4222404344852642 1.0528355705695178 2.189909520507837
2020cli 0.38229216763794505 1.0929977468426313 2.17479116002269
2019dyo 0.742234659664852 1.8961879408983182 3.4133957444791134
2005ir 0.2601175830807817 1.000895822182694 2.2810055707525807
2021gjm 0.3798020477336234 1.1208764693390065 2.3949864977896347
2020may 0.5432381473177392 1.524948147070458 2.760345046273633
2022mxe 0.7367117032631811 2.1003566614850957 3.6360202103856305
2021lat 0.4595014983082023 1.36101863112687 2.4640239190912054
2022mox 0.6993779175707444 1.2441307679757927 1.9554174239651383
2005mc 1.2295936930021119 2.2216471616661715 3.3705596115912564
2008go 2.121451826825534 3.666305979345292 5.747448164937226
2004ef 0.7006263069065932 1.70538619698151 2.8458560982423546
2004gs 0.9908402094240322 2.1265536388485398 3.3870896367884846
2020fxa 0.7651788367491404 1.8398741151622389 3.274508988067164
2021msv 0.5469884636949383 1.4124163443450297 2.606835551205623
2020mdd 0.6269519304629314 1.6533117464620077 2.894408105364749
2020qic 0.9569514407212952 2.370930085485142 4.290155410779296
2008bz 0.6458835061060721 1.7703745673366027 3.5659615951782455
2005be 1.6244910920115232 2.9952499743739254 4.351499517603986
2021low 0.729092272503437 1.9526094881394975 3.257342964874967
2020vav 0.38122859654599134 1.1884094257134794 2.3998844416838416
2006lu 0.5188381830568591 1.6904413389497832 3.1901133012045753
2006ev 0.4481333747188861 1.7610613046089751 3.190898093149275
2020ndv 0.22264166985196832 0.9451969021047206 2.071010061730617
2020vnq 0.3097437410927637 1.0359118111136505 2.400112580830402
2009P 0.37332677476077303 1.25326399035929 2.372764447691047
2021pyz 0.43395501661910374 1.346244033239925 2.507783002381933
2021ble 0.3822807337770809 1.0844024652393016 2.522991230591968
2004gu 1.378469406191147 2.9062246698737573 4.550975047529567
2019dwd 0.6762801966114571 1.7085220481238026 2.9599677912310622
2021dev 0.3494073048281692 1.2476197570847396 2.454008928482597
2019wmx 0.411809182113257 1.1764013757134633 2.407244495243763
2019igg 0.418569749784506 1.3838921680793126 2.3315192949418537
2008ae 0.5417251707694207 1.547498798388971 3.2695446991177692
2019oml 0.42465994080659836 1.487311090044997 2.8630187060454704
2021usd 0.6163097954643465 1.7777993068981346 2.9423955679432874
2019eiy 1.2247177908511728 2.1530226619749495 3.4447152017249136
2020qlr 0.8048455439536616 1.6891781561271415 2.7005022623524635
2020oms 0.4446622809401788 1.366629032910462 2.5668699043894874
