objname,hostMass,hostMassErr
2019iml,9.821679768735605,0.020085090133360167
2023hro,10.841897763803146,0.0017486105453766994
2021pzt,9.730750185723327,0.006981079477888509
2020vex,8.820835206934873,0.028601867246716102
2021abpz,10.708469476833898,0.0013427546327370516
2020jwl,10.63447116953536,0.0028194207722927176
2019bgs,9.462881078184841,0.0071849859249640486
2021ill,9.802359832383974,0.0502424730681124
2021gad,10.6452460269422,0.0016129713830366872
2020xqr,9.764240304056845,0.007035863215266689
2020tfc,10.12990286024542,0.001522380100653448
2019wqd,9.66243535166547,0.005981541817344014
2022yuj,11.261210378497506,0.0019128689325876
2019eok,9.008352858442022,0.009329466700970257
2022ucj,11.620806329949836,0.001166512279453622
2020zgh,9.328601126201656,0.007722329095806436
2020til,10.850157794836115,0.0018965958291045568
2021iai,9.936876205042552,0.005104034366713679
2019yfu,9.85378694065725,0.005650025132756442
2020oil,10.615531305797607,0.0015289186016679587
2020add,10.62337249013313,0.0036704845918233277
2021pyz,10.131863395663615,0.003972616334295059
2022nbn,9.861971264411627,0.0027270103054807707
2022nab,-333,-333
2019gcj,9.31826988562558,0.00391087442434124
2020kru,9.32710776110813,0.0016397590404785454
2021ddh,9.816763080096814,0.0036293450484874558
2019fkv,7.644657466330738,0.08803783705432679
2019ons,-333,-333
2022trc,9.652830544535359,0.0034161813882141855
2020ees,10.783927482228393,0.0006157907316533342
2020aabz,-333,-333
2019xvx,9.58252967936202,0.00822411872001338
2022son,10.557794920629306,0.004449829670647122
2020yzv,9.755665433771776,0.012179379985483327
2021accx,8.045786743753077,0.017662866436366744
2020ywf,9.483952999040781,0.016802318119738216
2020yvu,8.85283714164105,0.0024708962171997883
2020ytj,10.347140490935468,0.0036530517648606323
2023gwx,9.216265594752278,0.031765056759997114
2019one,8.790915049326992,0.01916659518012272
2020buy,8.980050417378342,0.03439593617416904
2019omi,10.429306639147844,0.001971375859637
2021cac,9.441582615065943,0.009473317954182386
2021cbx,9.180897996851872,0.0152364666207426
2020qlr,9.333545630461263,0.010353054246815095
2021bkw,9.215415958800861,0.0021022704682386677
2019bsu,8.550490418497759,0.019317147895584613
2022aapl,10.625498516415291,0.0013982084485594608
2021bsf,9.12861011770259,0.005624063907430835
2020zjn,9.404374319928838,0.006168983175058439
2022klg,7.295083448013974,0.06026587601557588
2022rcj,9.631700887144802,0.013226164156903768
2020ayh,-333,-333
2021vt,9.94527859509555,0.014264774145575879
2020xtz,-333,-333
2020jge,9.094448854946185,0.010926626396171967
2021zw,9.708984672816246,0.01079733953769923
2022rnz,10.400396058985658,0.002843311828552138
2021low,11.344814674397117,0.0009330258305390365
2023hwg,8.85239020306745,0.01241927813584542
2022mtp,9.361332988664808,0.02135721281597295
2020nei,10.468882668084838,0.0032671954329489463
2021fwm,8.445885942408509,0.026007421029876427
2022tvz,10.45331536166471,0.0015406459562047903
2021dnm,9.392238072109288,0.004597774025764484
2021jvs,10.6416434368477,0.0007776367454020378
2022mme,10.703325950892417,0.0031111319845451993
2021xjt,-333,-333
2020ufe,8.559970845640896,0.06782792283526828
2019fyb,9.639616914391363,0.007170966813338592
2023epo,9.070327916674604,0.0016768988454263839
2022shl,10.196106796853657,0.001584465793750464
2019ope,10.609330111490925,0.05764578822429268
2022sfg,9.940822231836057,0.008131529013030405
2019ftd,10.210176028740566,0.0018671549179356938
2022zoa,10.424329490056248,0.001230684057579172
2022kj,9.029531201907782,0.008218812686072177
2021dnl,10.52786017036615,0.002440996625307504
2020kzn,10.622155390024767,0.0036159838295373712
2022mxe,9.90032494441544,0.007337099603175522
2019kpv,10.065766103173294,0.047693375850321185
2020cxx,8.87118070992075,0.004311917571359003
2021irx,10.495662937298674,0.0033162927839025186
2020vau,-333,-333
2019bus,10.207821604206956,0.006366993271959183
2021iqt,8.821021664209104,0.013883761513953577
2020jsa,10.379872890611654,0.00152387049461488
2020zbc,9.362789731981144,0.028119470839462708
2020mby,10.110895388609459,0.0017136304046825074
2021ymf,-333,-333
2021gdm,9.482538239932211,0.030151285448291074
2022udi,9.521004111188603,0.0027259546402645545
2019eiy,10.858396636532882,0.0007322527223712093
2020skp,9.741363678679521,0.005481130795527546
2022rlq,-333,-333
2019buq,8.605788147931491,0.01441953751567413
2020mue,-333,-333
2021kkz,10.569761162994464,0.002359039869893709
2019wmx,10.506441874902219,0.0015985210642747198
2021abzi,10.062173217785807,0.004143475711551588
2020tug,10.086095469481041,0.0025082469217441563
2021bms,-333,-333
2019odb,10.431341651945644,0.003050290126742071
2022mts,10.537187363014924,0.00206019668264129
2019hoc,7.777430148420049,0.08405813550764048
2022vnj,10.833616177406888,0.0012798100093134135
2021fwy,9.766226289698547,0.005667067132619178
2021ftu,9.796045028956382,0.012462264320572293
2021fck,8.563199811937196,0.01866151636280305
2019hvv,-333,-333
2022sjf,9.06676014951911,0.008963689684742886
2019zho,7.723690800550747,0.055545889500184166
2020lfe,8.798813268265441,0.007939407657185824
2019ftg,10.135830536905965,0.0035439704018460296
2022mox,10.40306550318694,0.0008994405057465312
2020uek,10.951833188184416,0.0723840548739845
2022mxq,10.201728092083872,0.007887070455002147
2020yef,9.829030446927954,0.003479258834436257
2021zfw,10.746426333916347,0.0008797073969008544
2021dch,9.483875155048784,0.002068928520643491
2019iev,10.568797218592614,0.0038703787457593044
2021lnf,10.33299492639021,0.0027659303166363792
2021kjh,9.407293259559935,0.005588779608305946
2020vav,9.789055769926597,0.00955548808757314
2020xyh,9.230730044884822,0.02177215409630488
2020cli,10.021337950396738,0.0031164532008992295
2020jfc,10.308025042599292,0.0013649303345370386
2022rlp,10.100734036508713,0.0031919324729341894
2021ikn,8.909135721156069,0.027467887989176543
2021yma,9.652077209742515,0.009274278458018835
2020cbf,10.277193457502081,0.0016445411335385023
2019nzv,10.189441016657371,0.004715563336418744
2021ijy,8.869926736781071,0.019373539292709064
2020tap,10.623121882103565,0.0021758232391424054
2021kpu,9.029860530517478,0.012314495504690182
2020jdo,11.06780391098303,0.0017713200135546785
2020dko,-333,-333
2020qqn,10.524752287395506,0.0036222056616128095
2019nwf,8.591692502481983,0.028520370165661668
2021lxo,10.339209654305733,0.0025870020633009154
2022rmp,10.551612336679302,0.0010986557595240344
2020oms,11.303313518193004,0.005401603135706045
2020var,10.680844399405832,0.0012959049964216109
2020zwe,10.895366012843102,0.0022419891539535615
2022rvz,11.089449771762435,0.0021906245782934305
2021aggu,10.491521295641263,0.0006515168538402484
2021ble,9.647152761943847,0.005948728684142442
2019due,10.96297444065504,0.011667124800522684
2019fma,10.599229194193436,0.0007095639899905845
2019dwz,10.250146157805016,0.10542801620062855
2020wgr,6.6258859532302,0.15261398041613158
2020ygj,10.434366128870911,0.0033304968113251725
2021zfs,9.534465629526133,0.0016729603077079204
2020lkq,8.090199577005016,0.06779470126084342
2020bdf,10.302335031793339,0.0016493237990752928
2021jwq,9.58209068786402,0.007701441186031033
2019huh,10.140004225631067,0.0019647539976210444
2021aceo,9.838745359284555,0.004855520627802928
2021vht,10.763828216443006,0.0023857986630938777
2021xjs,10.693945540202236,0.0025469183690438662
2021fco,10.794749551774842,0.0012612913501599684
2019ard,8.859623737314653,0.020082311279940385
2019hyj,10.05089077097579,0.004300989298761245
2020bpu,10.061138549977786,0.002085728558181713
2020ust,9.713044464381188,0.011633111137429543
2021dlb,10.189053492162435,0.001361406031659596
2020wio,10.268399997601103,0.004524554221018954
2022myp,10.8193714727636,0.0008716903872470541
2021jmi,10.738942909166516,0.0043858181790673995
2022zwa,9.692165546182327,0.0011796125169757118
2020aai,10.573581652172116,0.0017127069609638617
2020tzl,9.5308167867723,0.01402105736076322
2020vas,9.2408759097547,0.016311892899228887
2021ybx,10.365698245448295,0.0017377929311392349
2019ekb,10.099399857836513,0.006546512989334579
2021gft,7.989645669886531,0.06478067910488071
2021ymb,9.53898090517535,0.08838327104152684
2021gez,9.905281007699042,0.004224665534441122
2021ify,9.893628507615906,0.015839304282454166
2022yjk,10.797752877793029,0.001576893002253726
2021bbz,10.629133703786188,0.0004362819516005132
2020cvw,9.925476742659807,0.003142656617920473
2019vjm,10.328894751725953,0.0011559146473884405
2021mhv,9.801303542944304,0.0023026334620266675
2020lsc,12.567729243147093,0.0016364725552315653
2021cjf,10.434808642831321,0.0014292341751752978
2021zek,-333,-333
2022sfc,9.015565971029682,0.011304151225318094
2022vye,8.409893022937053,0.012866338416806641
2020ysl,10.845202180466366,0.0012787476569232632
2019hzd,10.484305518156578,0.0028791042064047565
2023epj,9.568561568525672,0.0025059790950759057
2020lil,9.613757014686097,0.002777853739202023
2021zfq,10.685391290721768,0.0011893581662040195
2021ckc,10.166746049887644,0.0031069498153441593
2021vqb,10.192166340052552,0.06156083576430716
2019vdg,10.532030342459745,0.0014205132657044933
2019mrj,10.822091928885383,0.0028992314075654523
2021hwq,9.581076538355797,0.010564483786812693
2019ahi,10.166762407150804,0.000913830568866447
2021mid,-333,-333
2020nin,9.564368859354696,0.007970580756578591
2021blp,10.594500559132925,0.0007339298069710508
2022aaoz,10.261423833353561,0.0032380614651481674
2021kkj,9.25152813733169,0.00963996017631934
2022ryw,-333,-333
2021bta,10.40241383098567,0.002084089992411706
2021lyi,10.603231816916699,0.0019283147039829104
2020cot,10.571233687867135,0.0038727995706029144
2019bas,9.955037186327843,0.005503053766371851
2022ueh,9.34734155806036,0.006286652108075873
2020jjf,9.944197498211803,0.005649563995698816
2021abmp,-333,-333
2021xgx,10.748955556998489,0.0005799117108222579
2021yeq,-333,-333
2021acaz,10.932399788920126,0.0018013556564326768
2021yjq,10.858451084273467,0.0035527562626141212
2020zhd,9.263045418055505,0.0161216752507236
