objname,hostMass,hostMassErr
2018eyi,10.143590364193393,0.0012393031211338115
2023vjh,10.650404500305129,0.002056533560023752
2021wzb,11.289712997692881,0.0007520392347699466
2021jvp,10.95457116086164,0.0010071414066509068
2022aaok,10.475026394544468,0.000842787923706665
2021uve,7.813528673239915,0.07763466766209964
2021bmu,10.270301179807593,0.004885489470990093
2022fjx,7.902232705509368,0.09912341714318443
2024xdl,10.769619531039991,0.0006482045532428403
2024zwb,10.687561735246979,0.0016214864405361715
2024ulb,10.391931352206855,0.0015856580709945748
2024xhs,10.65706310050881,0.0017206942819418336
2024sag,10.410547312386903,0.0003641828772894116
2020ecn,10.294633396564496,0.0008196759922236717
2018baz,8.666571789473174,0.1010321439244665
2016brx,-333,-333
2019be,10.757611545644629,0.00038517114109421353
2020acbx,10.202182551202336,0.003249982662315169
2018lph,10.34149581173226,0.004396506937327917
2024rkh,11.003166006037661,0.001848075054697027
2020dq,10.528831978885831,0.0359032951134015
2024pkh,-333,-333
2024luo,9.94823443519893,0.0014830329374277173
2016brv,11.625337197764631,0.0009195249239162663
2017hle,10.811153814339129,0.0002551265260945248
2022uxl,10.2972391257148,0.0026750059151369344
2024abwg,11.032036440855553,0.0014591707776468834
2024zls,10.847911004941869,0.0012398778568666912
2024pbd,-333,-333
2024nev,10.803223753532512,0.001988173919297033
2024lhg,10.239109078470907,0.0037337208445413364
2024zaj,10.19247487434887,0.0010132688116221815
2024yhg,10.363879019680747,0.0006852473550853596
2018efn,10.432550861391366,0.0007579384058977742
2024vcj,11.70503259424766,0.0010574186272805121
2024jhk,10.717597614530817,0.0005467162453691708
2022ywc,10.869728464626363,0.12569287012396524
2022vse,8.755336157805015,0.11992026100705418
2024stt,-333,-333
2023jah,10.263562418656065,0.08115201845918558
2021qvv,10.14962905989427,6.748333194783953e-05
2018ast,-333,-333
2020yo,10.32668108601848,0.008382045035894648
2023mkp,10.235440101474703,0.0009147764240383092
2022oux,10.768114423095657,0.0017432402130689096
2019noh,10.77252153435704,0.0007017531518671983
2021pom,10.663880527855868,0.000928960190165358
2021mab,10.713022716938031,0.00037423560637777904
2024bjb,10.881913964858091,0.000479011282422774
2021agnf,6.650223900139206,0.2459859956584919
2022yv,10.917175755717277,0.0010493485218829883
2020mfd,10.501635412079967,0.0016352035078946753
2018gro,10.817750899221942,0.0005965220878086435
2022ihz,-333,-333
2021cad,10.358143010854041,0.0015162175022677541
2020acoo,10.685674382711474,0.0012919791233251478
2019ecx,10.885391744707425,0.0007733096933051221
2021twa,9.602107064206646,0.0012216131463648687
2019exc,10.340690842692098,0.0025695667618407902
2018hkw,10.363890745262498,0.0009738245140280028
2022skw,9.753736398646302,0.06527938593441808
2022vxf,10.82765611602084,0.0013501579910295306
2021agej,10.009293562787725,0.0023065127158425625
2021jbp,-333,-333
2021aare,11.555710081329153,0.0012623597722101504
2021bls,10.690134763061476,0.00042944945706021567
2022bsi,8.100583359671944,0.1587618649984901
2019ahh,10.15166761982614,0.0009897377320264582
2021gel,11.188940278116904,0.0013298191181140184
2023omo,-333,-333
2022zsp,10.930555331832222,0.003099970595570964
2024wdg,10.60680016864097,0.0042951090778287565
2019so,-333,-333
2020aejj,-333,-333
2016eqa,9.719968671944901,0.0013823434656909355
2024jih,10.511108677129055,0.0008206342910588747
2020ais,10.542832073293553,0.0009819519919216113
2023ex,9.95839376038976,0.0018200594393620363
2024jgw,9.403174628746669,0.003767267192146323
2025nn,7.33130468655257,0.08861933015292961
2008go,10.908950503065558,0.0017321529641886853
2006hx,10.307434104151445,0.0019476582498743804
2005bo,-333,-333
2009I,10.520128450534468,0.0005460387143874012
2007bm,-333,-333
2008hv,-333,-333
2004gc,12.062701043577428,0.013400455258840153
2008gl,11.359976556285138,0.0066667387890840925
2006D,-333,-333
2009al,10.676596531095123,0.0005467162453691708
2008O,11.476554549097061,0.12607025065414917
2005mc,13.004227849812548,0.0005277710097430307
2007A,6.774565304332999,0.07187074108120962
2007le,-333,-333
2006ej,10.279706103453293,0.0008070475039513622
2008hu,10.107881298730984,0.007118355222168162
2004gs,10.524491610792518,0.0008337715580172614
2009Y,10.154204462082083,0.0003139066959013028
2007af,-333,-333
2005lu,-333,-333
2007ol,10.289335360151146,0.0023866700569406345
2008fl,-333,-333
2006py,9.823198012980697,0.0067542707073111165
2004eo,-333,-333
2006kf,10.847440404300489,0.0005624670042569112
2008ia,-333,-333
2007on,-333,-333
2005ag,10.925112928401077,0.0019752075735155416
2007as,-333,-333
2006fw,9.842210908409118,0.010122714041069385
2004ey,10.56345194549921,0.0015268614043546201
2008cd,-333,-333
2007jd,10.066482342060203,0.004639021074210903
2005ku,7.895610204112348,0.07249326233311687
2005kc,10.860521014844817,0.00028121941506437646
2008bc,-333,-333
2007jg,8.983217199440995,0.01518488169616929
2007hx,10.947106485783687,0.006470108825979771
2007sr,-333,-333
2008cf,8.754352914249603,0.009911439712941946
2008bf,9.335821037180079,0.031184576784899356
2006lu,10.312301203111709,0.0032468771455692633
2008bq,11.946576632579085,0.16059414092674737
2007hj,10.38832624078401,0.0005651865386335664
2006bh,-333,-333
2008cc,-333,-333
2007st,-333,-333
2005el,-333,-333
2005hj,9.52474382794979,0.008544462310874676
2009ds,-333,-333
2008ar,10.102752183811647,0.001262498820507511
2007so,11.033429337365888,0.0007662393052439184
2006ob,11.3688972447224,0.0010849287166291976
2006br,11.11960854686434,0.006792568669265763
2005ki,10.709160295771582,0.00038088954032225003
2005ir,10.12736126558582,0.0032889795740147407
2006os,10.76654740701287,0.001213976022382484
2006ax,-333,-333
2005iq,10.473486783488507,0.0010851817442867103
2005hc,10.515068680685955,0.001628408532041829
2008bz,10.467466688012156,0.002526258061862814
2008fu,10.667201822306131,0.0020460918125516864
2006ev,10.748696257484479,0.0007780565778547196
2007nq,11.25062156153491,0.0008671398747487263
2007ca,9.100726295715653,0.002123969178416933
2008R,-333,-333
2005bg,9.797047393282007,0.0010007345933335352
2007bd,10.638096124340995,0.001086444267768327
2009ag,-333,-333
2006X,-333,-333
2008gg,11.850745409234504,0.0015379705707240455
2008gp,10.825626853900289,0.0008195866476426455
2008hj,10.973017153863509,0.002418117405834231
2006gj,10.669635209313917,0.0012479558890463075
2009cz,-333,-333
2005be,10.545044668481573,0.0010384127802137444
2009ad,10.572115334741166,0.0016543456909347244
2006et,10.743674520559422,0.0005834478835465598
2006is,8.029056816690083,0.023538324305404885
2009P,9.7634902954309,0.001489549641911028
2007bc,9.927081146965973,0.000229581880906585
2008C,10.028240434860418,0.0010325410340992131
2007cg,10.398172569001606,0.0016084521206963715
2005am,10.658176033892325,0.0002838831448236064
2005al,-333,-333
2009aa,-333,-333
2006ef,10.419862861063349,0.00045399600933094614
2006eq,10.120574709522273,0.002816689517966661
2008fr,8.327633544884216,0.02003794312800088
2004ef,11.171477203958151,0.0011960801888627102
2008fp,-333,-333
2009D,10.288567554002853,0.000981265532668124
2005na,10.902842205220578,0.000773697241361911
2009le,-333,-333
2009ab,10.245238777517978,0.0011986676112290897
2008ff,-333,-333
2004dt,9.894124914800818,0.005391433500817889
2006dd,-333,-333
2005A,3.2610126934232015,3.5302173689058103
2023yrs,-333,-333
2023hnl,-333,-333
2022rbp,10.99683832133664,0.0011031845460205212
2021lug,8.245354849713994,0.10246346253526435
2020jht,10.042444424951423,0.002062133375350211
2021yam,7.657391418656064,0.22368954327458845
2020mbf,11.544984935720198,0.00148300531385098
2020jgl,-333,-333
2019rrt,9.916060981001346,0.002382431879526886
2021lma,9.535755247623024,0.009085843024054215
2020tzb,9.25589591244027,0.0692185092121321
2020xcz,10.582976243922182,0.0019066021375933769
2020vnr,9.578801294758714,0.0223139767090881
2021bnb,8.866878799173492,0.18705505606638917
2022rvb,10.188665984855426,0.0033396979807986883
2021hwk,9.59710570987759,0.003542844443717962
2020kui,8.712991886824241,0.03676228230935158
2022mzr,9.501149493532031,0.010764820595743208
2022abjn,9.26335739333269,0.010962435489910402
2020kbw,8.404165947230307,0.035951493125265056
2019hvj,10.478289385830672,0.0023359945169050184
2019huq,9.947511431172288,0.008748614734881872
2021adu,11.534740753019262,0.14936025776624784
2020uea,-333,-333
2021zqc,9.29507621718661,0.004694408210785858
2021hlw,10.548993858321907,0.002283404825399457
2022ik,10.725973517316532,0.0015412535501416022
2021dov,9.529974003122769,0.0008695850899772443
2022mzs,9.372501059129448,0.007396355558141258
2020bpz,9.814223486798955,0.003972607598768292
2021mfg,8.55814450160538,0.016139679150426627
2022mto,9.554849344964047,0.011715776142848829
2021huu,9.33071735875763,0.005711840184467213
2021wvj,9.775388676999253,0.001400778579941589
2019ged,8.928736530590424,0.013047473350196338
2019ihl,10.759131794661158,0.004157962805010409
2020ocv,9.821494807017421,0.006571143002036487
2020obe,10.194457303718362,0.002289075736242052
2021wuf,9.250187548287782,0.0003905376452813733
2020tul,10.505874931605309,0.003940077293943367
2021lat,9.388202118133492,0.0032292710967188718
2020jsh,-333,-333
2019gip,10.495592766399348,0.0012499522607870895
2019bbd,10.445672922348178,0.003365455126987908
2021btm,8.75219143919196,0.015543228416509697
2020jee,10.079681427957151,0.0027624682618008407
2019bcw,8.759335001275762,0.008464726594560174
2021ybw,9.432868049746428,0.008511732117433403
2021ymm,10.693614635429267,0.002068869016549648
2019blm,9.432991916823752,0.014454387236877975
2020jjh,10.88034546830369,0.0010400038336614418
2022rng,9.590259500935474,0.00894837912989641
2021bto,9.008919817681335,0.050790659120237884
2021gjm,8.61778358793296,0.011070830402197838
2019ycb,9.607961236393159,0.003775645074153557
2019iei,8.292889824930867,0.018858486884729467
2021lny,9.94237038465702,0.011807558360289957
2022rti,11.214380633874079,0.0036356632578432215
2020cvo,7.667491933426577,0.056912312870422296
2020vnq,10.471831216276883,0.0028420022994600546
2022ruz,9.627540578306915,0.007773479775053264
2021wus,10.076354796308232,0.0019366381502038286
2021mku,9.688768016344161,0.0023915214452984567
2019vju,11.845199974839351,0.007257072160378576
2021hzo,9.159534968150234,0.012749993147866158
2020urj,9.982738125904543,0.0028815467465831573
2019fcf,10.572102754618143,0.0031461672868666837
2020npb,11.278509472251006,0.0012168426685197579
2020uec,9.404090220394858,0.0027646011143817486
2021aceu,10.598486711083188,0.001290630079159134
2021akx,10.848042755653083,0.0017352180392939192
2020rlj,10.933161692150147,0.0015675045379825068
2021aip,9.460852963968119,0.004368758360497501
2022qsn,9.377098499584566,0.009620395626467618
2019fyi,9.906193750014342,0.0010394015745282842
2021vkc,9.773069697694629,0.011301168548748587
2019opx,10.680688173244835,0.004092516391266542
2019vpz,10.547856276518393,0.0017043022517981964
2020eci,10.754039798400777,0.003316401940561933
2021ash,9.30420676883755,0.006836327430988148
2022ssl,-333,-333
2021aadr,11.037736633519918,0.0006159868791244035
2019oke,9.54543695518737,0.007332377091079547
2019xfx,10.290640764158178,0.0028361892433288083
2019pff,10.032410663222329,0.0034929234100036207
2021abza,9.68325851943212,0.0015457293400531365
2019pdy,10.658695981928773,0.0034138358817995497
2020cvn,10.351824194806767,0.0023713934451536746
2021wue,10.30220652797982,0.004364018888307534
2020aar,10.779097025877524,0.0022106137070480947
2019wzy,9.334402074278591,0.013773568550549772
2021lxb,-333,-333
2019ywf,9.9374583368353,0.004395518536668056
2022rmj,9.874981289436043,0.004347317308916922
2022udc,10.676875727659754,0.0011943525441880755
2020cbo,10.84255414842005,0.09445845065424269
2022rnu,9.150383700144863,0.009161837776828028
2020vwv,9.448885860556054,0.053864381552190865
2020sjo,12.627189308002352,0.0013257803656906177
2020dhj,9.877067607420221,0.0017293554591827245
2022ruh,10.209072705826475,0.003613404937795969
2019dwd,10.30682270780871,0.0021519127761391696
2020nef,10.677015988197901,0.0010973574145933993
2022ssh,10.000285756952929,0.005814318099253871
2019dyo,10.174871083584145,0.0016767286434241449
2020bdx,10.910920855000413,0.007449582372527985
2020lip,10.360865575080688,0.010537948332196073
2020ysq,10.648626053126304,0.0028137416340786037
2021msv,9.642380145472709,0.007032653070132796
2019vqm,9.340671943154957,0.004294525783080976
2021hlp,10.344335864768755,0.002018440539162232
2021fbc,9.704783399088424,0.02603909292343016
2021vio,10.074670394038819,0.0068694887270275675
2021jys,9.299793590045544,0.004802770624440994
2021xfo,10.766654753001308,0.01683978919107956
2021vju,9.39546446628285,0.0023983707855005703
2021jtb,10.486469834428643,0.0030394401138636837
2021ads,-333,-333
2019mrw,-333,-333
2021min,10.423885068855935,0.0019857403534317454
2020amt,9.959811453350095,0.003325592123215572
2021nya,9.960581474207867,0.0032245376792857097
2021bmi,8.601459991128545,0.030672146345199564
2020vbv,10.921241216581276,0.001597990348490512
2021yaj,10.476512260301408,0.003002194913725881
2020tnw,9.026962079466578,0.01169544031545482
2021lxg,10.196677873560853,0.00301049388128681
2020mnw,10.819096936131167,0.0020532819825030244
2020tce,10.118399849955281,0.005217177454290537
2020jhf,9.778569396641444,0.002059462277715623
2022eat,8.054710390190476,0.08172016768427495
2021wlw,9.023116515861284,0.04461693378637719
2021igt,9.986114899354783,0.004537559576531873
2021ghc,9.424866805991119,0.004519309866348516
2020vax,9.163950768534384,0.01085386731319406
2020bqz,10.325139430445853,0.002073886838970334
2021aaqc,-333,-333
2022mvb,10.120412370285703,0.0021732188282575383
2021mim,10.731124848014074,0.0009438856180602136
2021hwx,10.543241492471598,0.006359271028211181
2020qic,8.748466161591686,0.014081647923917875
2021llv,10.10687950418336,0.006102612721654677
2020mvp,10.91198428403881,0.0007706586628301571
2020may,10.252781244615615,0.001650368654198952
2020clq,10.125643813164011,0.0006376362980663559
2021ymj,10.59515511197452,0.002926081358715326
2020ddk,10.074341341450609,0.008174082279800121
2020mnv,9.802420998354052,0.0023515622716593063
2021pfs,-333,-333
2021ihz,11.448057220977551,0.0017080147903246645
2023fep,-333,-333
2019ecs,9.39797535500002,0.003324888721691041
2021ydu,9.480488266949596,0.07902793746517746
2020smn,10.821106241175599,0.001656577715574819
2022yye,10.800157200146089,0.002110171724819887
2021glz,8.353604995997399,0.04800932751599651
2022aapa,8.664263339729125,0.03393526717153783
2022rjx,10.18096514919564,0.006514264879476268
2021knh,8.717682859024716,0.014573535738811795
2019ava,10.18556906786219,0.0012699748188201377
2020rgz,9.78319248713898,0.0011252982128041023
2020yxd,10.796686785704185,0.0015458305610280222
2020zj,10.592999514022582,0.0007956067810585306
2021oat,10.097372633624946,0.0012032585136405004
2021vnx,9.12858459171353,0.012957259658752787
2021hjc,10.621285470559133,0.0022922223345746397
2022P,-333,-333
2020naj,8.790956061369469,0.014813147391279482
2019fdc,10.406241066585798,0.0018427325651388354
2021dev,9.374273230317103,0.006905142256122192
2023hjq,7.438884046747055,0.01346328201700217
2021kut,9.625233588471195,0.0020781517107085878
2020zhh,12.850304133313847,0.0013257803656906177
2020tjo,10.259449623232758,0.007126483328666718
2021ydv,-333,-333
2021wkv,10.545343587043478,0.000975510734883304
2021khn,10.187758831861784,0.006713043079405465
2019igg,10.168601211616895,0.0018483017760344425
2022ydi,10.313366454130698,0.002509045103671898
2021nyt,11.027330840158404,0.0015515172885972033
2022ruk,9.54363461198206,0.0078005428481158195
2022mvc,10.313251583958877,0.0021071934443635883
2021fxy,10.83593492320269,0.00012622147217238136
2023gqs,9.260302312417826,0.00437122080469486
2020ndv,9.821924742028935,0.0033695732972041535
2020kyx,10.781759727399866,0.0008053591044990442
2022ssk,10.23956107191291,0.0023890441763001133
2019fcw,9.639387176638522,0.008330831353285393
2021cjx,9.15212172274127,0.01864607289000396
2021jwl,9.800650261282989,0.002977674039906467
2021fnt,9.592175329638568,0.011415045692940901
2020aafx,8.50632471371322,0.04801748470203532
2022fw,10.203249793980076,0.0019726906971335215
2022shv,9.512737689862197,0.00624253684884054
2021fof,7.936104208844854,0.026809719293471052
2019fzt,10.49334625963998,0.0025022521034598496
2022vwf,-333,-333
2019sla,10.17910310036633,0.0027626919796011344
2021aaqb,9.143824148420048,0.0846318946969758
2022ssj,9.218039232964538,0.011691539557544092
2020wie,10.780536745020814,0.002503273735853198
2020yjf,9.25914787490007,0.01974513372554239
2019dwq,8.726472641724214,0.012016583828794634
2019nft,10.039545667536425,0.008793411559909705
2021itd,10.532164786639054,0.0036879028041490306
2019wfa,10.18798554899165,0.0016034357617771117
2021aalx,10.594185740430632,0.0014470529127823745
2022abvt,8.210078353531962,0.41380217121228346
2020wob,9.992704111951543,0.0021281422811459663
2021dit,9.387162620856671,0.005842559923093252
2021j,-333,-333
2020nvb,9.953289267230417,0.00013233703690253564
2020uzw,10.132701640893778,0.004876041289628413
2019xbg,11.128715812952965,0.002746355847194251
2019voo,10.128316903253552,0.0005782584040003556
2019vnk,9.555210152689657,0.007496436228197195
2021ixf,10.368326489296535,0.0014062962787875393
2020cpn,11.12421982652639,0.003031336655228269
2021kom,9.977647982755503,0.0022563683892404714
2021bpq,10.64433172294485,0.005302809119350905
2019klr,9.527047549730394,0.0023294348955137595
2020zem,11.072416284068344,0.0008981206526183183
2020mdd,10.042103845131951,0.0034636396790919946
2022uax,-333,-333
2020fxa,10.015978275585542,0.003999005600585814
2022ytc,10.870808795375053,0.0029244054684526705
2021lsr,8.304103285688115,0.025372988885972753
2021iaf,9.11506359950577,0.039876826821585734
2021koo,9.676601772993681,0.009687503819345696
2021wrt,10.51841471034511,0.004118298680524372
2019cth,3.518918676224006,0.700634971351574
2020kqv,-333,-333
2019myw,10.67410854782505,0.0019386321485062312
2020uwr,9.851685631068198,0.007630234416042857
2020ywh,9.706931826069745,0.006062219273878817
2021hiz,7.693186556080132,0.004586061419485738
2022zff,10.207393066378948,0.003449032077206329
2021och,10.442305677636604,0.000877243350193658
2020wux,8.013709729798197,0.07471226370077674
2020aczg,9.159072133621885,0.007690716350573131
2020nxk,9.055605423243492,0.019819234205423492
2021qdi,10.241115899171312,0.004531702524898936
2021div,11.248342247904013,0.0010576312042011081
2022D,8.791991270032378,0.008454451085536843
2021mld,8.221125709803546,0.049894082320461164
2019wfc,9.555876112156298,0.004114912595870481
2021absz,10.778568079494526,0.006602821751277619
2019bqe,7.917841312976028,0.6292790958381631
2020szr,7.928718865114198,0.038028903687888034
2020zfu,10.358988414654675,0.005022874206004589
2021usd,10.514133748749497,0.0007006122568085795
2022yus,8.788521489688545,0.009521721591142908
2021lqy,8.235998728298236,0.03617549544250254
2023hka,10.152426923804677,0.0013581152643154717
2021wfg,9.561359580874985,0.007804796541746954
2020tgi,9.5818858263807,0.020512447645424408
2022kjk,8.537696568337063,0.017463010001697477
2021abht,9.653987363678054,0.003722555350672974
2022rfj,11.031030579397976,0.003003664703713521
2022yxp,10.400605586660788,0.002488495233921731
2020cho,10.345074522066506,0.0015370986105851542
2021die,10.580423660936985,0.004724378106191366
2019awc,11.257224801791137,0.0014908258112833967
2022vrj,10.057542148420048,0.005812746278423094
2019dfx,9.250894553083134,0.00852734570227929
2022mq,9.1892890040827,0.012749274978859113
2020yav,9.97882796574155,0.002397421874960278
2019dpu,9.372122182310818,0.009215759408008636
2022ojn,9.950917733197606,0.0038925327478270067
2021bjy,10.569937963475923,0.0011741385093060098
2019njp,9.119618738411162,0.012436044105391435
2020dxr,10.015717434790947,0.004508601657165764
2021klg,10.046726548536267,0.0017911487997320087
2022rid,10.605226705500549,0.0020292302052570725
2019eow,10.702616594263977,0.0033150000862467
2020cdm,-333,-333
2022ubr,8.012016432768394,0.05002732145936445
2021gba,9.276932507246606,0.013966146523500367
2022rdt,10.672166690710137,0.003702779546924584
2019ens,8.751174361127568,0.012924370638594704
2022ubg,9.212007197030456,0.0015812079764080437
2022rky,10.03802868235734,0.0016031126256989456
2022rjj,10.08509329983842,0.0048710221539244045
2022szg,9.085009041849814,0.016888099665019883
2021dgm,9.421599991924811,0.006652368619214267
2021jje,8.808106177336262,0.016402413875762762
2020uvg,9.693297713285972,0.007431320371668741
2021cym,10.604283816236212,0.0012367646059381128
2020ucf,9.29129120903925,0.00901857024961191
2020ubu,8.051056015284509,0.08730621798038679
2020ywy,-0.15966385157995067,4.174999836871051
2021feg,9.62676967722579,0.011912406864917588
2022tiv,8.359772321304991,0.00984959470682599
2021dsi,9.874381831223891,0.004332633100422561
2022abcq,10.741951093265202,0.0012216131463648687
2022B,11.486332016517341,0.0012828253506534384
2021aabw,10.077976053460576,0.0017182305717768952
2023guy,10.117294526543686,0.003581882970691412
2019qeo,9.202740899149617,0.023078316019289086
2021vts,8.779860882643034,0.022104806614450134
2020uvf,9.7314856446687,0.006294593755860189
2022szq,8.52628800213882,0.05611860142769022
2019amo,10.609498731681077,0.0022512288633605364
2021vxp,9.059420052591998,0.036080206793976353
2020ymv,9.063825523646324,0.012728530177845756
2020uxz,-333,-333
2019ktf,10.01492618847518,0.002190623098242966
2021bjz,10.855441080661418,0.0015889674496280975
2020tpf,9.527532025894834,0.0014234407820697258
2022nbq,10.455251111449002,0.004140479560242065
2020ver,10.380317687708379,0.0036810078569423886
2021kld,9.804417703577943,0.006310924391645793
2021gyh,11.274575245173425,0.001878344432425966
2020zpi,10.024377200998117,0.0016331784231748707
2021abpg,10.045785383088266,0.0024346836793219554
2021wjb,-333,-333
2022rhc,8.333557019374078,0.09071714443126212
2020xpk,9.760001584610654,0.003679480305080135
2020tdy,11.732854541268345,0.003964256472371022
2019bgt,10.389599819784223,0.0027256675524767538
2021bpn,9.38400978190108,0.007864090769337171
2019ibd,10.201440751384585,0.0032796109806579447
2021yrf,10.392541692848056,0.0008732749766168283
2022nag,11.029968351506437,0.0008576836720484034
2020kpx,-333,-333
2019spa,7.987621673665868,0.015297564614364063
2020uwo,10.654750089736854,0.002227881234482885
2022yz,8.009624487775516,0.05296656007459127
2022qye,10.76665143064704,0.0017441256654946646
2020pst,9.476683198368256,0.001853808637903872
2019dfa,10.372097580448308,0.0007220435131281438
2020yzs,10.36389317171168,0.00349837962301383
2020unl,9.982513720411015,0.0019187015112080252
2023eyt,10.01197749281511,0.002035658071858502
2019ata,10.057042418656067,0.030289372723778882
2019vuh,10.350413096881482,0.0017096856494962108
2020yvg,10.550907428355316,0.00292948487944138
2020nbo,9.98771604824691,0.0049750260082433795
2022sue,10.727991060741456,0.0016469537593444274
2019oml,10.344446567190573,0.001799489608593005
2021xzl,10.302051114590462,0.0014491844040023232
2019obt,10.347860342027529,0.003915842981721139
2020uye,9.969850770060262,0.0033477074019999833
2021caf,10.43488626284308,0.00511156697405231
2022syq,9.931183224409693,0.003985850424122971
2021kax,9.358880238416958,0.010697667088239975
2021biz,10.855283032660632,0.0005045396971492051
2020tqn,10.107346260340659,0.015825710984571112
2020vdz,10.731414089818013,0.0017801507581741626
2019bsp,7.910401468427799,0.1383103477503039
2020zpe,10.447399750773153,0.002967405592881757
2023fil,10.018095340729966,0.004364755261783035
2022rkc,10.29637708468146,0.0025755952454378276
2020mga,9.325133330243778,0.004632845936712285
2020jol,8.704442424516609,0.004274261428041078
2019kai,10.364453799146368,0.0017951595872357949
2019kcv,10.887713003130505,0.0021458711379029717
2022aart,10.172033814349522,0.0165388531963444
2022rhm,8.292632838067574,0.04124674812541514
2021koq,-333,-333
2019bse,7.941175879967372,0.03209065067538494
2019drp,10.62150165885599,0.005050255384656327
2020uyg,10.665301661022216,0.0027415856229314737
2021aut,9.488839897224807,0.006535147600650657
2021xoo,10.306250330403245,0.01827602637033104
2020ulf,11.177269763724489,0.0006086156984247286
2020yxo,10.907091694563503,0.0035442851248318292
2019hqg,9.790805910059877,0.004237061312127995
2020ubl,9.907884032148074,0.01121690183490965
2021hji,9.68185477970366,0.0038173841470349515
2023gxf,10.903766196257163,0.0014884630532821094
2020wcj,11.041600210933792,0.0009623994906294323
2022nbi,10.471694217341415,0.0008005090460864856
2020svo,8.599377209689024,0.01076921952485883
2021bjb,-333,-333
2023hsy,9.67792447131004,0.003262578321834082
2020zpf,9.272531491011259,0.018349451031798126
2019bdz,10.221599011731467,0.0012361594093968043
2020sme,-333,-333
2021gbm,10.0050701426677,0.005035023341091826
2020xps,10.17748536867804,0.007254889223574992
2022yvv,9.486411971788339,0.001552887170722964
2020xsl,9.800388011816096,0.011291641466588022
2020tel,10.613025200159996,0.0035545806556452728
2022edq,10.662774232638304,0.002382519671570232
2021iov,10.160092994235063,0.002603242927588216
2022rkd,10.347068888421079,0.004586636914503752
2020tkp,9.425994356439336,0.0023230730858501835
2022yxy,10.005819982178568,0.0044100364340937835
2023hrn,6.760606095583031,0.18449017641009535
2020swx,-333,-333
2021wqc,10.262410960815327,0.003936905847954048
2019gci,10.36115721964659,0.0013222657891389924
2019weu,8.048000572562286,0.01794144617913061
2022I,10.237080793302464,0.005280655511926245
2022nb,10.256338093735458,0.006890446159574999
2020kkc,8.999215042384117,0.024718661923091658
2022ba,10.690692103839488,0.0011579624747982593
2022tku,10.104865477862198,0.011235658990066085
2022vsq,-333,-333
2022ablu,10.562973777743693,0.002263976661799795
2020wtq,-333,-333
2020kku,10.775199233682255,0.0028812496237636772
2020wlw,9.25139086212302,0.04504647587341411
2022H,10.236751399658102,0.004360558127486604
2022tra,10.277173355975497,0.004293750362099896
2020wap,9.251260739058132,0.02016542514373292
2023gxc,9.279037441056962,0.012204314551592819
2020krw,9.306063661814317,0.016494713717073305
2022zqu,10.220312707926249,0.003038682187196197
2020swy,-333,-333
