ra, dec, objname, z, discoverydate
297.8095727, -7.096439199999998, 2021aaqc, 0.064, 59493.0
233.89276104000004, 5.392227933070001, 2021jwl, 0.038, 59317.0
203.24759283100008, 32.60958458380001, 2021fnt, 0.0358, 59287.0
86.451976211111, 9.5020111444444, 2020aafx, 0.05, 59164.0
185.97515309999997, -3.4438559999999994, 2022fw, 0.0067, 59588.0
272.8773471, 36.17399590000001, 2022shv, 0.074, 59816.0
212.053310337, -8.832710316640002, 2021fof, 0.04, 59288.0
168.86130145454996, 25.958940881818005, 2019fzt, 0.0462, 58629.0
290.95861783333334, 44.26398543333334, 2022vwf, 0.08, 59845.0
122.1199006, 1.4739389000000005, 2019sla, 0.062, 58767.0
1.6585, -34.90421099999999, 2021aaqb, 0.04, 59493.0
4.8940327, -17.579480299999997, 2022ssj, 0.076, 59819.0
105.155871617, 35.047269304, 2020wie, 0.07, 59135.0
145.648417, -3.4901810000000006, 2020yjf, 0.055, 59150.0
223.56512500000005, 4.792988999999999, 2019dwq, 0.02756, 58597.0
240.53912, -6.4344766666699975, 2022mvb, 0.03, 59746.0
235.08902007199998, 7.281527614179998, 2021mim, 0.03812, 59349.0
229.86087330499998, 23.397631929400003, 2021hwx, 0.0875, 59307.0
3.773333, 43.343289000000006, 2020qic, 0.048, 59054.0
212.95670506400003, 18.0085719096, 2021llv, 0.0829, 59338.0
218.94391700000003, 24.726230999999995, 2020mvp, 0.036091, 59017.0
185.99562499999996, 48.35524999999999, 2020may, 0.0534, 59009.0
68.35654200000002, -4.265830999999999, 2020clq, 0.015007, 58893.0
257.9757525200001, 34.15365123999998, 2021ymj, 0.084, 59467.0
93.24799580000001, 48.15850030000001, 2020ddk, 0.09, 58900.0
250.18262499999997, 40.414481, 2020mnv, 0.025975, 59014.0
210.84824999999998, -6.031638999999998, 2021pfs, 0.008733, 59374.0
228.3638399000001, 25.206663250000002, 2021ihz, 0.06976, 59307.0
207.10173639999996, -21.530753800000006, 2023fep, 0.066, 60045.0
37.16753000000001, -31.751646666699994, 2021ydu, 0.074, 59463.0
271.97336334400006, 30.57164066589999, 2020smn, 0.07, 59096.0
8.0505845, 30.7070905, 2022yye, 0.064, 59877.0
246.21691151000002, 45.18093406820001, 2021glz, 0.08, 59292.0
242.50698333299994, -2.6539999999999995, 2021yeq, 0.0448, 59464.0
6.018265999999998, 31.160872299999998, 2022aapa, 0.089, 59898.0
4.7945491, 29.3322993, 2022rjx, 0.08, 59808.0
137.53604199999995, -27.62405, 2021knh, 0.03, 59329.0
32.151611297999985, 6.112209514099999, 2019nft, 0.073, 58706.0
221.21283300000005, 43.31676900000001, 2021itd, 0.081, 59311.0
326.253583, 9.123830999999997, 2019wfa, 0.0607, 58825.0
9.28480052389, 25.693746992300007, 2021aalx, 0.032246, 59491.0
22.6809815789, -31.514423157900012, 2022abvt, 0.0303, 59909.0
348.40466699999996, 4.148938999999999, 2020wob, 0.04, 59136.0
217.84169292200002, 55.76324806829998, 2021dit, 0.041585, 59264.0
186.61254442099994, 31.222375634700004, 2021j, 0.002388, 59215.0
187.244917, 3.5727809999999987, 2020nvb, 0.002939, 59031.0
113.24533300000004, 58.27890000000003, 2019ava, 0.04092, 58522.0
273.00441700000005, 51.724581000000015, 2020rgz, 0.0285, 59074.0
32.3069805428, 33.043914403100004, 2020yxd, 0.05, 59156.0
240.33491700000002, 16.677719, 2020zj, 0.03157, 58855.0
195.03441699999996, 28.170311000000005, 2021oat, 0.02252, 59364.0
285.90349660000015, -27.402757299999998, 2021vnx, 0.041, 59434.0
141.388792, -24.764981, 2021hjc, 0.05369, 59303.0
121.19407744499996, -3.5871914783599994, 2022P, 0.058, 59580.0
209.91275, 29.710118999999995, 2020naj, 0.05, 59019.0
240.27767732899997, 49.0097439736, 2019fdc, 0.0426, 58616.0
162.600624426, 0.926926147397, 2021dev, 0.054224, 59262.0
27.120525115800003, 12.8961439663, 2020uzw, 0.0744, 59128.0
158.28471846667, -22.189265799999998, 2019xbg, 0.08, 58836.0
184.92720800000006, -12.225730999999998, 2019voo, 0.01391, 58812.0
60.181457189400014, -9.000479112380004, 2019vnk, 0.06, 58812.0
262.604875, 37.010911, 2021ixf, 0.041, 59314.0
107.88036714900004, 58.951578912599985, 2020cpn, 0.080155, 58894.0
156.2095, 3.5620809999999987, 2021kom, 0.04505, 59332.0
152.542303837, 6.750942792220001, 2021bpq, 0.1, 59248.0
16.675833799999992, 49.234425800000025, 2019klr, 0.025, 58668.0
20.217848137200004, 4.795575855889999, 2020zem, 0.034, 59163.0
237.97418837499998, 34.07338725, 2020mdd, 0.0488, 59010.0
300.66380714299993, -37.97019, 2022uax, 0.03, 59834.0
233.63766699999996, 37.53383100000001, 2020fxa, 0.064, 58943.0
35.15881380000002, 53.36096819999998, 2022ytc, 0.054, 59876.0
194.77490734167003, -25.376379908333003, 2021lsr, 0.04, 59340.0
203.30312750000002, -16.140485, 2023hjq, 0.020764, 60064.0
157.87405495000004, 6.242641550000001, 2021kut, 0.0313620009, 59335.0
355.58232734700005, -14.702922927499998, 2020tjo, 0.087, 59103.0
343.26340749999997, -36.78587749999999, 2021ydv, 0.09, 59463.0
247.89233299999995, 40.568081, 2021wkv, 0.027329, 59446.0
227.84383299999993, 26.792261000000003, 2021iaf, 0.059, 59307.0
142.40791499999997, -6.938449200000001, 2021koo, 0.1, 59332.0
38.4194936031, 40.6674738652, 2021wrt, 0.081, 59446.0
221.44787500000007, 50.396761, 2019cth, 0.013433, 58576.0
312.26250399999986, -31.731071999999998, 2020kqv, 0.076, 58989.0
333.0111075220001, 0.052200175083900006, 2019myw, 0.05677, 58703.0
359.2646394970001, 17.904025091200005, 2020uwr, 0.08, 59124.0
148.67774026100005, 45.55529151219999, 2020ywh, 0.09, 59156.0
186.42362499999993, 7.228388999999998, 2021hiz, 0.003319, 59303.0
63.601955596399996, -13.5429177332, 2022av, 0.06, 59584.0
7.1510397, -20.535404499999995, 2022zff, 0.061, 59880.0
221.02766700000004, 18.010961000000005, 2021och, 0.032, 59366.0
20.883354340599997, -19.170994877899993, 2020wux, 0.066, 59137.0
150.277875, 54.78956900000001, 2020aczg, 0.03, 59200.0
231.32934917600008, 21.354105065800002, 2020nxk, 0.08, 59033.0
357.21176799999995, -4.334784000000001, 2022aw, 0.05, 59584.0
173.654735455, 5.31503363636, 2021qdi, 0.063096, 59380.0
254.08241110000003, 39.2758209, 2021div, 0.062128, 59262.0
163.98145305300005, 0.4170021183669999, 2022D, 0.043, 59580.0
159.06208300000006, 52.94741899999999, 2019wfc, 0.046586, 58824.0
280.7328520000001, 25.269271699999994, 2021absz, 0.058, 59504.0
149.91629503636003, 35.39513086363599, 2019bqe, 0.017, 58549.0
347.387917, 15.659268999999998, 2020szr, 0.02581, 59103.0
28.037948071199995, 42.8698362691, 2020zfu, 0.074, 59164.0
275.513899561, 36.622320158899996, 2021usd, 0.02824, 59428.0
98.4021109, -17.880891999999996, 2022yus, 0.044, 59879.0
139.367208, -9.813260999999999, 2021lqy, 0.058, 59342.0
212.74309970000004, -27.061674700000008, 2023hka, 0.021538, 60063.0
325.105145169, 11.748961285799998, 2021wfg, 0.079, 59443.0
34.38123972070001, 10.547321055799998, 2020tgi, 0.08, 59106.0
210.1899001, 31.6238423, 2022kjk, 0.041, 59721.0
115.75287499999997, 31.386389, 2021abht, 0.035128, 59498.0
323.17173950000006, -7.2238804000000005, 2022rfj, 0.085526, 59805.0
74.02343229999998, 1.8185834999999992, 2022yxp, 0.033, 59880.0
160.961382879, 18.658406393999996, 2020cho, 0.03023, 58891.0
200.510971615, 54.69091955450001, 2021die, 0.079359, 59262.0
231.87577719999987, 28.699408140099987, 2019awc, 0.071, 58522.0
23.244689200000003, 18.0761043, 2022vrj, 0.04, 59846.0
268.185280645, 56.9330019771, 2021acaz, 0.06, 59510.0
191.81863265400006, -9.687113429069997, 2019dfx, 0.04, 58581.0
183.63716700000006, -3.6332689999999985, 2022mq, 0.076, 59590.0
111.99604200000006, 53.06843899999998, 2020yav, 0.039, 59144.0
196.07683300000002, 33.47105, 2019dpu, 0.075, 58585.0
270.82504199999994, 11.016833000000002, 2022ojn, 0.039, 59766.0
132.389292, 50.867689000000006, 2021bjy, 0.027489, 59244.0
51.690667, 1.183289, 2019njp, 0.0485, 58707.0
176.10618918199998, 53.5715556249, 2020dxr, 0.055238, 58911.0
139.59963285000003, 39.38095897499999, 2021klg, 0.02758, 59328.0
357.94200929999994, 3.8525756999999996, 2022rid, 0.07, 59807.0
258.49663828099995, 3.49240579181, 2019eow, 0.07, 58608.0
188.75538693599998, -5.48857633754, 2020cdm, 0.023, 58888.0
335.4464314289999, 26.725265714299997, 2022ubr, 0.05, 59835.0
219.26618281899994, -8.07644043888, 2021gba, 0.1, 59288.0
5.185792566666666, 28.421027799999997, 2022rdt, 0.094, 59798.0
172.4275, 24.640210999999994, 2019ens, 0.04, 58607.0
42.743198, 41.062218000000016, 2022ubg, 0.01, 59835.0
318.62123849999995, -9.047615899999997, 2022rky, 0.029774, 59809.0
10.120125150000002, -9.62573915, 2022rjj, 0.061, 59803.0
33.0432302, -6.2108642000000005, 2022szg, 0.06, 59821.0
237.57141719499998, 8.359373961130002, 2021dgm, 0.0594, 59263.0
243.7313993319999, -1.67732217002, 2021jje, 0.05, 59316.0
16.5956133839, -20.613209012400006, 2020uvg, 0.05, 59126.0
124.55378317400003, 10.890258705700004, 2021cym, 0.04, 59256.0
90.53387499999997, 46.50856099999999, 2020ucf, 0.051, 59114.0
41.05695677149999, -2.9041603230600006, 2020ubu, 0.08, 59115.0
15.1393817551, -1.6850012069999993, 2020ywy, 0.04, 59156.0
221.98885841600003, -22.188677666199993, 2021feg, 0.06, 59282.0
320.98932562499994, -22.735493749999993, 2022tiv, 0.03, 59823.0
179.87938331699988, -1.14649908803, 2021dsi, 0.07658, 59268.0
153.660472819, -0.8255952385860001, 2022B, 0.049, 59580.0
82.40937499999997, -23.99265000000001, 2021aabw, 0.032, 59487.0
193.98096579999998, 7.930628100000003, 2023guy, 0.041528, 60060.0
140.731292, 54.028230999999984, 2019qeo, 0.06, 58740.0
244.60325000000006, 38.13335000000001, 2021vts, 0.072, 59438.0
18.511354821900007, 14.381122683100001, 2020uvf, 0.05951, 59126.0
246.3796677999999, 29.398155700000007, 2022szq, 0.091, 59823.0
211.84130302700007, -1.09237162209, 2019amo, 0.055, 58518.0
55.72675806249999, 46.028137024999985, 2021vxp, 0.06, 59436.0
21.028707999999998, 12.921460999999995, 2020uxz, 0.008246, 59127.0
353.12455351100004, -29.560313330200007, 2019ktf, 0.05, 58671.0
80.56087499999994, -13.562660999999995, 2021bjz, 0.0554, 59244.0
81.2790377, -21.246447574999998, 2020tpf, 0.03, 59109.0
314.18851410000025, 4.251674899999999, 2022nbq, 0.075, 59750.0
313.57941600000004, 9.158071699999999, 2020ver, 0.0906, 59130.0
320.7061191040001, -20.118480119800008, 2021kld, 0.07, 59326.0
195.9661099340001, -3.4517535774999986, 2021gyh, 0.08, 59293.0
40.085208, -1.446861, 2020zpi, 0.03726, 59165.0
274.174042, 15.297450000000001, 2021abpg, 0.048, 59502.0
300.208, -38.57723099999999, 2021wjb, 0.02, 59444.0
231.2511709999999, 34.221717000000005, 2022rhc, 0.054, 59805.0
24.431627033333, -22.704277766666998, 2020xpk, 0.03, 59142.0
252.84132400000004, 7.861608299999996, 2020tdy, 0.03795, 59106.0
138.02611070000003, 15.910120000000004, 2019bgt, 0.07159, 58541.0
134.87325382800003, -2.92710142313, 2021bpn, 0.06, 59248.0
325.44252985, 7.20265770321, 2019ibd, 0.068, 58655.0
54.667583, 38.021589, 2021yrf, 0.016545, 59468.0
271.25271699999996, 9.479957999999998, 2022nag, 0.020954, 59747.0
234.542292, 4.780669, 2020kpx, 0.02291, 58990.0
47.134270945000004, -10.0407956601, 2019spa, 0.02, 58772.0
356.294167, -25.822369, 2020uwo, 0.053067, 59126.0
35.353175969, 30.132630361500002, 2022yz, 0.04, 59595.0
323.383667, 28.812618999999998, 2022qye, 0.042, 59797.0
18.300167000000002, 2.283839, 2020pst, 0.046, 59047.0
149.74937499999996, 17.818719, 2019dfa, 0.02544, 58583.0
98.950417, 55.71108100000002, 2020unl, 0.04, 59122.0
220.41406180000007, 36.651076100000004, 2023eyt, 0.025, 60042.0
153.5449169999999, -35.16088899999998, 2019ata, 0.03, 58523.0
51.6765581452, -23.498803371399994, 2019vuh, 0.036, 58815.0
307.72892601428987, 19.337994085713998, 2020yvg, 0.096, 59156.0
239.55895800000008, 18.102789, 2020nbo, 0.05, 59017.0
246.6309207, 25.893321600000004, 2022sue, 0.045, 59823.0
45.084494991700005, 18.7436121626, 2019oml, 0.033, 58719.0
346.038713847, -6.42054060334, 2021xzl, 0.044678, 59462.0
5.144220294117604, 5.755045788235298, 2019obt, 0.056, 58716.0
24.3304499277, 4.801946996239997, 2020uye, 0.06, 59120.0
1.9159989921999998, 12.263034179100002, 2022syq, 0.1, 59822.0
194.96070069100003, 22.7232917924, 2021kax, 0.072, 59317.0
184.1448112, 33.526531299999995, 2021biz, 0.021515, 59243.0
47.241750000000025, 15.173260999999998, 2020tqn, 0.08, 59107.0
129.31687500000004, -5.923788999999999, 2020vdz, 0.040822, 59130.0
141.36175, 58.314200000000014, 2019bsp, 0.042, 58554.0
149.85006360000003, -5.3978355, 2023fil, 0.052532, 60046.0
278.87542032857, 36.592319414286, 2020mga, 0.04, 59011.0
156.83812499999996, 0.42216900000000007, 2020jol, 0.022, 58980.0
359.56895799999995, 27.946510999999994, 2019kai, 0.04, 58665.0
216.43574294615, -3.2330263076922985, 2019kcv, 0.073011, 58666.0
119.86859260000003, 3.1560358999999996, 2022aart, 0.059, 59897.0
39.42781519999999, 26.0075876, 2022rhm, 0.051, 59807.0
274.00425, 6.751769, 2021koq, 0.020538, 59332.0
141.51045898333004, 18.940155716667, 2019bse, 0.028, 58555.0
215.51088428499997, 30.06700555700001, 2019drp, 0.08523, 58592.0
93.82966699999999, -29.319260999999997, 2020uyg, 0.045, 59127.0
201.814170585, -26.77611172050001, 2021aut, 0.047, 59231.0
351.10125557221994, 45.477214305556004, 2021xoo, 0.09, 59458.0
240.42041699999996, 21.354869000000004, 2020ulf, 0.032169, 59121.0
26.863005400000002, 0.9676398166666705, 2020yxo, 0.1, 59154.0
235.100708, 41.7837, 2019hqg, 0.07, 58647.0
85.82466700000005, 58.084880999999996, 2020ubl, 0.04, 59114.0
252.17138061800003, 21.9971688313, 2021hji, 0.057, 59301.0
257.2254184000001, 19.1723339, 2023gxf, 0.05, 60061.0
43.20962500000001, -1.231031, 2020wcj, 0.0237, 59134.0
322.3029580000001, -0.6209189999999999, 2022nbi, 0.03018, 59747.0
40.6334713728, -0.9631402413949999, 2020svo, 0.038748, 59100.0
210.91799285699992, -34.18390285709999, 2021bjb, 0.012, 59243.0
167.44274700000003, 11.192555099999996, 2023hsy, 0.03773, 60073.0
348.16868330300014, -11.933901540000003, 2020zpf, 0.1, 59165.0
222.15372639999998, 6.8144252, 2019bdz, 0.034683, 58540.0
41.08675, 14.921299999999999, 2020sme, 0.0468, 59096.0
175.50394966699997, -4.208707905109999, 2021gbm, 0.053, 59291.0
44.39172243929999, 13.475426552600004, 2020xps, 0.07, 59140.0
40.4292162, -22.814249099999998, 2022yvv, 0.022, 59878.0
32.63591400000001, -11.813245999999996, 2020xsl, 0.094, 59142.0
255.85804199999995, 35.99966899999998, 2020tel, 0.08, 59104.0
228.75132500000004, 17.400731666700004, 2021yjq, 0.0748, 59465.0
197.94769887800007, 17.460805054199994, 2022edq, 0.071, 59641.0
106.33833669999999, 18.225499500000005, 2020zhd, 0.08, 59163.0
141.661822388, -7.087126468920001, 2021iov, 0.053944, 59312.0
239.0995659, 12.132317799999997, 2022rkd, 0.076, 59806.0
359.544048488, 22.7701245689, 2020tkp, 0.035, 59106.0
167.14609500000003, 4.8144025, 2023hrn, 0.0231, 60072.0
24.9844004, 8.7867959, 2020swx, 0.09, 59101.0
36.60141699999999, -16.670519000000002, 2021wqc, 0.069, 59446.0
189.89819031400006, 45.37714707420002, 2019gci, 0.0469, 58632.0
351.1382920000001, 5.110931, 2019weu, 0.038, 58825.0
153.9748731, -2.6935203305599993, 2022I, 0.053, 59580.0
74.06209560399999, -9.034938669100002, 2022nb, 0.088, 59584.0
218.84606862200005, -13.654084992099998, 2020kkc, 0.08, 58987.0
44.45175, -14.885500000000006, 2022ba, 0.036, 59584.0
20.6558407, 35.8649729, 2022tku, 0.081, 59822.0
345.4752275, 43.16965749999998, 2022vsq, 0.051, 59844.0
20.029487899999996, 42.716813, 2022ablu, 0.061, 59907.0
18.2836039353, 28.6770039274, 2020wtq, 0.007, 59134.0
263.14051208, 15.735879703099997, 2020kku, 0.085, 58987.0
14.378449075000002, 35.73957575, 2020wlw, 0.12, 59136.0
147.4386738210001, 6.296587989990002, 2022H, 0.069, 59580.0
98.33093459999996, 41.28534355000001, 2022tra, 0.059, 59824.0
13.465514874000007, -18.310886052299995, 2020wap, 0.1, 59130.0
201.57966635000002, 1.54142525, 2023gxc, 0.0777, 60061.0
225.691288175, 58.53480858750001, 2020krw, 0.078, 58990.0
88.72721000000001, -22.963227499999995, 2022zqu, 0.052, 59889.0
20.981500000000008, -38.013761, 2020swy, 0.032, 59101.0
262.822333, 36.45065, 2019iml, 0.0498, 58663.0
190.944237273, -20.1582018182, 2023hro, 0.02731, 60071.0
12.665502351, 38.3215566076, 2021pzt, 0.076, 59378.0
39.1907405, 20.554039866667004, 2020vex, 0.07, 59130.0
157.97975960000005, 49.365513900000025, 2021abpz, 0.05212, 59503.0
274.6636644999999, 19.189908949999996, 2020jwl, 0.06, 58979.0
240.84216699999988, 27.498469000000004, 2019bgs, 0.075, 58541.0
139.93891699999992, -30.877989000000014, 2021ill, 0.056, 59311.0
231.51659179999984, 36.3231198, 2021gad, 0.07, 59290.0
67.71268087650004, 9.068514222039997, 2020xqr, 0.06, 59143.0
334.253350124, 30.655852166899994, 2020tfc, 0.03, 59104.0
218.2942912, 6.063560300000001, 2019wqd, 0.0552, 58831.0
117.54660333299998, 37.447858333300005, 2022yuj, 0.0764, 59877.0
256.381929177, 12.5684260002, 2019eok, 0.04, 58607.0
18.972635463399996, 0.0160018244229, 2020zgh, 0.045, 59164.0
341.78925332700004, -5.591427458570002, 2020til, 0.094, 59107.0
205.8780963899999, 9.6234083465, 2021iai, 0.06975, 59305.0
191.401498428, 1.1836093427200005, 2019yfu, 0.0845, 58844.0
268.60495799999995, 15.618010999999997, 2020oil, 0.045, 59038.0
155.009390681, 6.631793542249998, 2020add, 0.108, 58865.0
289.049642239, 45.148508518, 2021pyz, 0.061, 59378.0
332.85570920000004, -16.6100781, 2022nbn, 0.049, 59744.0
279.7412142339999, 48.38466874969998, 2022nab, 0.1, 59749.0
163.7759561, 57.6489345, 2019gcj, 0.04616, 58633.0
288.89959628799994, 53.339304597199984, 2020kru, 0.02723, 58990.0
129.87131981300004, -1.40805856756, 2021ddh, 0.036, 59262.0
307.77795777800014, 8.739516666669996, 2019fkv, 0.055, 58618.0
328.521042, -16.159519, 2019ons, 0.037, 58720.0
18.762892700000002, 14.085600999999999, 2022trc, 0.06, 59826.0
213.03700000000003, -4.120410999999999, 2019xvx, 0.06, 58842.0
323.21905939999994, -6.1785311, 2022son, 0.084, 59820.0
50.36203934920002, 3.60652430232, 2020yzv, 0.073, 59160.0
355.0065000000003, 27.277081000000017, 2021accx, 0.031, 59511.0
348.44043726600006, 14.918973126, 2020ywf, 0.086, 59155.0
345.249458, 40.910599999999995, 2020yvu, 0.01, 59157.0
346.01837500000005, 20.284750000000003, 2020ytj, 0.063152, 59155.0
296.13931785, 5.35828935, 2023gwx, 0.08, 60061.0
31.099787860000006, 3.18681441796, 2019one, 0.063, 58709.0
196.04361992799994, -4.534436209159999, 2020buy, 0.09, 58882.0
57.24912500000002, 0.9269189999999999, 2019omi, 0.0358, 58719.0
148.772803447, -15.0093202197, 2021cac, 0.067, 59251.0
109.80316700000002, 56.53208900000002, 2021cbx, 0.07, 59250.0
262.220417, 57.91811900000001, 2020qlr, 0.05, 59059.0
215.30672592600007, 20.714997117600003, 2021bkw, 0.0182, 59245.0
255.780476154, 27.945421538499993, 2019bsu, 0.06, 58553.0
38.66898272729999, -26.229563636400005, 2022aapl, 0.0575, 59898.0
181.516834213, 20.537031787, 2021bsf, 0.0237, 59249.0
77.03655792222199, 10.383789366667001, 2020zjn, 0.04, 59165.0
208.18270600000002, 59.27858700000001, 2022klg, 0.03, 59721.0
5.771310299999999, 29.274051699999994, 2022rcj, 0.075, 59798.0
290.28400000000005, 43.328669, 2020ayh, 0.017, 58873.0
201.782399636, 11.352392900500002, 2021vt, 0.087, 59223.0
272.9628749999999, 14.982449999999996, 2020xtz, 0.007612, 59143.0
273.6854346640001, 43.45614307729999, 2020jge, 0.058, 58973.0
191.13733300000004, 26.795060999999993, 2021zw, 0.08, 59223.0
282.13699600000007, 36.039777099999995, 2022rnz, 0.07, 59809.0
176.1927499999999, 20.126189000000007, 2021low, 0.021958, 59340.0
251.92315999999994, 9.669922499999998, 2023hwg, 0.044, 60074.0
261.5520198, 27.61871800000001, 2022mtp, 0.086, 59743.0
196.89961606666998, 43.56001263333301, 2020nei, 0.062, 59017.0
159.325719164, -5.16063578669, 2021fwm, 0.07, 59288.0
298.75688374999993, -21.099221250000003, 2022tvz, 0.0233, 59831.0
189.35088939300005, 23.0935396452, 2021dnm, 0.046105, 59265.0
224.43668682299997, 6.62438029684, 2021jvs, 0.021, 59320.0
278.40055125, 41.48939999999999, 2022mme, 0.08, 59739.0
343.53545500000007, -32.41315750000001, 2021xjt, 0.075, 59457.0
81.01885284569998, -23.02420333149999, 2020ufe, 0.075, 59117.0
154.9735369875, 22.105147974999998, 2019fyb, 0.0438, 58627.0
148.54845676200003, 34.14179473709999, 2023epo, 0.018, 60041.0
2.6246864, 42.60292190000001, 2022shl, 0.031, 59818.0
346.718985556, -37.8503288889, 2019ope, 0.06, 58720.0
194.4213978, -24.476642533332992, 2019ftd, 0.028, 58625.0
149.6303607, -2.8208082000000005, 2022zoa, 0.047266, 59888.0
161.12298868400003, 23.8370135689, 2022kj, 0.044, 59588.0
221.76244792499998, 0.47577410759900013, 2021dnl, 0.056, 59265.0
233.18919325000005, 23.08641545, 2022mxe, 0.059, 59747.0
356.77333300000004, -34.709739000000006, 2019kpv, 0.0425, 58669.0
48.08175000000001, 41.28225, 2020cxx, 0.02, 58899.0
206.90989135900006, 15.521304069799996, 2021irx, 0.090764, 59313.0
302.90045666700007, -30.915806666700004, 2020vau, 0.085, 59129.0
217.35710865900003, 16.682060044299995, 2019bus, 0.09, 58557.0
167.76396867099996, 55.130817208900005, 2021iqt, 0.062, 59310.0
216.0998912, 26.6897745, 2020jsa, 0.0365, 58980.0
12.364644816600002, 23.412605713, 2020zbc, 0.056, 59161.0
269.9686608833299, 50.49091983333299, 2020mby, 0.05, 59009.0
62.677720833299986, -36.13047416669998, 2021ymf, 0.09, 59465.0
237.387721, 4.6709825, 2021gdm, 0.112, 59291.0
257.27335090899993, 52.960358181800004, 2022udi, 0.04, 59837.0
265.22431104299994, 38.73540720639999, 2019eiy, 0.041028, 58604.0
20.6945575895, 10.0313499223, 2020skp, 0.0595, 59091.0
270.8963691999999, 41.62637473333334, 2022rlq, 0.07, 59807.0
222.79908759999992, -9.438848199999999, 2019buq, 0.039, 58556.0
215.158911429, -35.9003557143, 2020mue, 0.09, 59016.0
248.98476898199996, 18.082822263899995, 2021kkz, 0.061948, 59328.0
42.69608299999999, 33.51258899999999, 2019wmx, 0.039978, 58830.0
127.21563620999994, 12.538382189999998, 2021abzi, 0.067155, 59509.0
359.866168993, 17.865214074600004, 2020tug, 0.05, 59111.0
42.379875000000006, 40.551069, 2021bms, 0.030121, 59245.0
247.472714286, 37.58399285709999, 2019odb, 0.073481, 58716.0
280.6807832999999, -22.078535600000006, 2022mts, 0.029167, 59741.0
259.103958, 36.11411900000001, 2019hoc, 0.04, 58649.0
0.31943734999999995, 36.969959375000016, 2022vnj, 0.041, 59842.0
196.67241408299998, 9.331750931740002, 2021fwy, 0.07, 59290.0
130.344511289, 2.8898234071099993, 2021fck, 0.056, 59278.0
18.6016168137, -7.475391920409999, 2019hvv, 0.018, 58654.0
319.2902443, 6.5975454000000004, 2022sjf, 0.042, 59817.0
162.62198296667, 8.898162433333297, 2019zho, 0.072, 58846.0
357.075948146, 33.1489662271, 2020lfe, 0.03, 58996.0
193.23804619166998, -13.036813233332994, 2019ftg, 0.06, 58625.0
203.68686259999998, 33.88975110000001, 2022mox, 0.023199, 59742.0
13.478804634099994, -31.093554634099988, 2020uek, 0.031942, 59115.0
208.70830335000002, 20.6008757, 2022mxq, 0.074, 59747.0
37.89294703333301, -14.151611533333, 2020yef, 0.053, 59146.0
322.907, 11.832949999999997, 2021zfw, 0.028, 59479.0
196.349005565, 29.509629251399993, 2021dch, 0.020165, 59261.0
310.397838, -20.956795999999997, 2019iev, 0.08, 58659.0
144.50762500000002, -16.85871900000001, 2021lnf, 0.038934, 59338.0
199.96665264300006, 7.76054621278, 2021kjh, 0.04931, 59325.0
278.5404682970001, 25.785862384800005, 2020vav, 0.05, 59129.0
22.7017241559, 34.8020302987, 2020xyh, 0.11, 59138.0
247.98621670799997, 14.044238104100002, 2020cli, 0.05351, 58891.0
287.5295000000001, 40.00934999999999, 2020jfc, 0.027556, 58974.0
241.2529223333333, 27.25823550000001, 2022rlp, 0.04566, 59807.0
118.83116700000004, 41.144549999999995, 2021ikn, 0.07, 59308.0
78.80491810000004, -27.842337600000008, 2021yma, 0.08, 59465.0
230.71640807499998, 38.4496064575, 2020cbf, 0.04, 58887.0
233.26160417599996, 40.433130064299995, 2019nzv, 0.096482, 58716.0
341.055804123, -18.178278696799996, 2020tap, 0.053741, 59103.0
230.581986287, 22.681782271899998, 2021kpu, 0.069, 59333.0
273.93185480100004, 58.21526102159999, 2020jdo, 0.071, 58970.0
204.98774724399996, 0.8281899476640001, 2020dko, 0.0225, 58904.0
356.320996628, 21.3588386509, 2020qqn, 0.045, 59062.0
61.27074820090001, -6.604815972519998, 2019nwf, 0.057, 58714.0
210.41132638999994, 19.496439920000004, 2021lxo, 0.05975, 59342.0
111.79350120000001, 33.835096400000005, 2022rmp, 0.026, 59809.0
324.54576238299995, 6.741035204040002, 2020oms, 0.06506, 59041.0
331.028542, -19.685789000000007, 2020var, 0.0369, 59129.0
352.5688188, -12.66795475, 2020zwe, 0.08, 59164.0
286.71889960000004, 34.609785300000006, 2022rvz, 0.079, 59813.0
136.87999999999997, 18.436031, 2021aggu, 0.029, 59561.0
174.76495800000004, -9.410319000000001, 2021ble, 0.045, 59244.0
240.40663880200006, 16.435935277600002, 2019due, 0.04346, 58595.0
154.8468749999999, 44.40855000000001, 2019fma, 0.023436, 58618.0
238.67207250000007, -30.647209999999994, 2019dwz, 0.05, 58597.0
125.915583, -0.168331, 2020wgr, 0.03496, 59135.0
88.74909288210006, 54.443793974500004, 2020ygj, 0.07, 59145.0
323.124292, 5.346311, 2021zfs, 0.019623, 59478.0
200.099125, 45.26116100000001, 2020lkq, 0.085, 58997.0
43.949301875, 15.1003244, 2020bdf, 0.035, 58875.0
270.23017762700005, 52.739646249799996, 2021jwq, 0.0498, 59320.0
348.61333300000007, 8.2633, 2019huh, 0.04106, 58650.0
136.354542, -7.814669, 2021aceo, 0.048, 59512.0
11.792727441300002, 16.3747768238, 2021vht, 0.074, 59434.0
276.0237334375, 30.236630937500017, 2021xjs, 0.063, 59457.0
159.973958, 21.844489000000006, 2021fco, 0.056, 59281.0
130.90159520000003, 47.2535595, 2019ard, 0.06912, 58522.0
353.7520822239997, 23.139272368000007, 2019hyj, 0.06, 58653.0
