# Created by M.D. Woods -- 2025-05-27 11:29:13.052195 -- NUM TARGETS: 292
# Avg. 'av_16': 0.4390
# Avg. 'av_50': 0.8816
# Avg. 'av_84': 1.5452
objname, av_16, av_50, av_84
2022oux, 0.28919838846463836, 0.5305140993778986, 0.9817352365893903
2021twa, 0.16822187516005438, 0.40313385158241294, 0.8025651991011408
2021abzd, 0.13291283404095747, 0.36741922462516463, 0.7613201685424008
2020nta, 0.7854597100558688, 1.5167687112687374, 2.4219208274353954
2005bl, 0.07775146746256868, 0.22418165069582346, 0.46025390996104215
2023jah, 0.21801152660647635, 0.49949943227790256, 1.1127513480645517
2022zsp, 0.0673989057979553, 0.2751216547262573, 0.7146856257318105
2024abwg, 0.35398076913176457, 0.7801775657074318, 1.2189408118133982
2019exc, 0.2457157829620475, 0.56638297257333, 1.0822454397235914
2023dk, 0.3826565900976612, 0.7539568864095749, 1.1915360625066802
2020mfd, 0.10865870693760914, 0.3311052348482526, 0.8077626967870241
2021zqs, 0.14006398591438718, 0.35069222300169556, 0.6992927389246627
2008bi, 0.20214399493978077, 0.4378571394122362, 0.8906151566533815
2020abpe, 0.3474730425535482, 0.5938927417173179, 0.990546284571535
2022aaok, 0.14172146827263032, 0.30265822975215606, 0.5617885078859004
2023ex, 0.1513404797746245, 0.32680826230823784, 0.6371878637985867
2007N, 0.14513189625160947, 0.3948554423829674, 0.9059312921798618
2021agnf, 0.39841591227256984, 0.7951616051970262, 1.412304504720354
2021jvp, 0.07649570248096976, 0.20785566399593736, 0.4353443455175345
2024jgw, 0.17117215383371115, 0.3999244003133357, 0.7919615905032243
2024luo, 0.4084248552518849, 0.8683192569683323, 1.6119940930589791
2023mkp, 0.5560388159066791, 1.001823470891596, 1.6173781142505614
2019noh, 0.2043073858701538, 0.5022892649723429, 1.069344623570173
2006gt, 0.3119640877130006, 0.634826987524814, 1.1807761336822007
2005ke, 0.12725442222016084, 0.3566192825350498, 0.8367950350045941
2023fot, 0.19283513261049015, 0.3929474715227872, 0.7326298354577822
2021aare, 0.2541427314651676, 0.5213948674648912, 0.9141842867741717
2022dsu, 0.28001960120697095, 0.6458473871908371, 1.2137647027063123
2021bls, 0.05337548938177613, 0.2274880993793204, 0.5976794184871418
2024yhg, 0.13180038929493001, 0.31883054514971365, 0.7425083847490496
2024zaj, 0.0491466874935866, 0.13342696298182882, 0.2981847855857215
2021uve, 0.31234736214660486, 3.361977625572001, 5.901355187863345
2020aclx, 0.38936472809735234, 0.7605939468997044, 1.35394347512004
2024zls, 0.5695967895280107, 1.6811763864058655, 3.1904796307627663
2022rjs, 0.10187124649592094, 0.24647556270288615, 0.5023233539444577
2019op, 4.077099280484679, 6.279982014437595, 9.799738155662778
2018ame, 0.11378306974460323, 0.3124657089395166, 0.6694050239677536
2024ulb, 0.25351577901590017, 0.5103063574809525, 0.9607307857570033
2020acoo, 0.19294965124832175, 0.3923767182560126, 0.7321270594415047
2021zsz, 0.2846705994282792, 0.7391390076690029, 1.388993147041359
2021qqr, 0.6350682164739065, 1.4512620614147278, 2.780501650301697
2022fjx, 0.9498328120049431, 2.137941192718642, 3.6284259295331043
2022uxl, 0.7362201912197646, 1.3775243586126107, 2.3797988194017456
2008bd, 0.20864706708314323, 0.5225561585260617, 0.9989617235094147
2024wdg, 0.390791093193235, 0.8056094080957417, 1.4345494757048782
2021qvv, 0.14092281053119415, 0.4031127152124093, 0.8117832816011207
2023cvq, 0.2847340792705213, 0.6898802120882064, 1.1889218676271813
2020acbx, 0.40720254434533704, 0.7484319270417775, 1.294798735821458
2009F, 1.3801747826880235, 2.2775171272702104, 3.565400358754801
2022xnq, 0.2371278876706667, 0.7584234828424926, 1.1805378146605614
2022kbc, 0.08175547828878674, 0.16997976459663441, 0.3389786647441652
2018hkw, 0.16741200989636104, 0.4633397891894073, 0.9275647189182838
2023fwb, 0.22185213368068363, 0.9407097020602431, 2.324436266680702
2024xdl, 0.23891139464691397, 0.5260479079683512, 0.8979091266373225
2007al, 0.7808682568918739, 1.7700013583196803, 2.8646271290261933
2021cad, 0.5849368464807723, 1.1434402924788, 1.8461456062453006
2007ba, 0.48418750654386444, 1.0520157528527465, 1.6899897750785304
2018baz, 1.1985319608151639, 2.5299259417092785, 4.114924827710143
2024xhs, 0.5780238525878487, 1.1784402850502695, 2.122189973437005
2019cdc, 0.5268985925586342, 1.1414185929111578, 1.9641077280650165
2024vcj, 0.5767140875231688, 1.1510823750983468, 1.9854838634210068
2019ahh, 0.14406502464788304, 0.34498900100254865, 0.6713402429836091
2022zvu, 0.5295582406287951, 0.9913857942197608, 1.8255278519660896
2021gel, 0.1455591122760257, 0.278563749877827, 0.49604954448855165
2022yv, 0.11736739839918672, 0.2632055276139975, 0.5196669231319029
2018ciw, 0.19197920513846894, 0.4051494266303055, 0.6905538703698906
2021afur, 0.7904579936013931, 1.2888662846249292, 2.0133258889912673
2021uef, 0.6269657062649157, 1.0556621897685854, 1.6357439317557243
2024rkh, 0.1738629414925064, 0.3334173074984232, 0.555184629170978
2024jhk, 0.10451314561222062, 0.2707737021980836, 0.5321778598443003
2024bjb, 0.16812714736810136, 0.35527588686785716, 0.6674357137213109
2023bhm, 0.5031766010670682, 1.0903636041704523, 1.9027956518852776
2022aecb, 0.24934141043913566, 0.6157146988545582, 1.1303255962940164
2020vae, 0.339597914412188, 1.5172644492884593, 3.775759033514947
2022B, 0.3342136404513384, 0.6317317610003104, 1.0757690467685517
2019igg, 0.2620502129101245, 0.515918402909506, 1.019867527650039
2023guy, 3.3961936262411765, 5.320614516821407, 7.858431151574133
2019eiy, 1.186202084770645, 2.125444386942129, 3.1195597320679136
2021jys, 0.14671157050051004, 0.33550448046529596, 0.7209097297601408
2020szr, 1.11653316576705, 1.9204191839053966, 3.1350168819356505
2021igt, 0.6286366228752175, 1.2068345679693466, 2.0764286963283567
2021klg, 0.40870858246746794, 0.7572905505082492, 1.3158670948256699
2005ag, 0.6877882842571031, 1.19123434022343, 1.8894427003499301
2019wzy, 0.1439995365997074, 1.0586083003653617, 2.1328067669729505
2007bc, 0.44319367091421474, 0.9597767185521021, 1.5693829864191093
2021nya, 0.26398889078751175, 0.4925637271373992, 1.0321347886029637
2021nyt, 0.5240992047196656, 1.2468613400103215, 2.5456113750034755
2006hx, 0.5837851887483178, 0.9731462727248803, 1.501241970965868
2020jjf, 0.14221886501972558, 0.32665828832052934, 0.7241936406675125
2009D, 0.27097874191458954, 0.602366983515135, 1.1992960621698616
2020sjo, 1.5193372644740633, 2.58091443446575, 3.8344548698661907
2021itd, 0.17911625950669527, 0.3088966166145104, 0.595846780560833
2019xvx, 0.14511953436160524, 0.37669439496652946, 0.8020529813353909
2008fu, 0.44775578538541483, 0.9528068767833928, 1.902787171583065
2022rkc, 0.321704784997311, 0.5796123109734489, 1.1047987768377414
2022vnj, 0.35450477005204317, 0.7416911614940955, 1.2267143440988233
2005be, 0.09746795612563183, 0.22230906533076764, 0.4391256029795478
2005hc, 0.23911387913333135, 0.5594348590434305, 1.135821824323373
2021aip, 0.3041083867934221, 0.5887636809436436, 1.0535610393981172
2005ki, 0.34718033685267335, 0.9062316435027971, 1.8392828636524068
2021ixf, 0.7361991903668698, 1.1903819965308036, 1.848634641142139
2019njp, 0.4874994818721307, 0.8380935786635945, 1.3954931996361817
2008fr, 0.21804256271223357, 0.7438438636473176, 1.6512663408535893
2021jvs, 0.29574298472238336, 0.7328161538445671, 1.3951235275580824
2007hx, 0.49283017296872045, 0.775773169080741, 1.1662567276260007
2019one, 0.3072201184608215, 0.7935030861749629, 1.5980476202848366
2020qic, 0.18894436407852339, 0.5380862819536265, 1.1122635921682877
2021wue, 0.25228574833937834, 0.5044896150131472, 0.9242145220502452
2008cf, 1.1600074494820225, 2.439694167388808, 4.1293259855167594
2008bz, 0.46487638503376844, 0.7902505563111849, 1.3736368292213363
2006ef, 0.35036033728148697, 0.6392526218891349, 1.0369663339788635
2007bd, 0.2580123110305813, 0.5125471256387731, 0.9420772600010119
2021ble, 0.2576082165259091, 0.5664807817250992, 1.1973239331377594
2020lsc, 0.3758179153803137, 0.7837049427409707, 1.6244872433966127
2020zj, 0.1819573415778229, 0.35732709525870887, 0.6364415978076622
2020lil, 0.23788334165230618, 0.4606598063214807, 0.8927216061881698
2021min, 0.4211625709956853, 0.7779619977964386, 1.2591566118937256
2008go, 0.09547289499473667, 0.2231558196132123, 0.4411838155628181
2021lma, 0.30460613430632005, 0.7331380627145464, 1.3149594704829364
2020kyx, 0.2558737607312375, 0.4717498985369457, 0.7792217235979619
2020cli, 0.36330747681576137, 0.7074568083276258, 1.2605887179799036
2021ghc, 0.11161230973044745, 0.31371095067329086, 0.6593430057340682
2009ad, 0.4030985882130123, 0.9822304337348339, 1.8345803921966826
2021ymm, 0.18016927011020947, 0.4158149449670275, 0.7970668256741379
2019bdz, 0.6769986666671305, 1.2678490471989128, 1.9995031573844568
2019gcj, 0.059689339231694616, 0.16975046962612, 0.42417576515731426
2021hjc, 0.24855324610743482, 0.5992161953152205, 1.1248926895537374
2021bta, 0.38714752497731186, 0.7011397015811817, 1.1948250021369895
2007jg, 0.37866545681852154, 0.9114740776963605, 1.5602783854504685
2020yvu, 0.15043929636635628, 0.42870036878427475, 0.9721357370508686
2019obt, 0.5949417202483308, 0.9912834043049629, 1.6201537386247953
2019dwd, 0.7054525582484944, 1.251822678092705, 2.0135137480637284
2021kax, 0.12087493871261891, 0.41573361668539976, 1.0108484422835553
2019omi, 0.3471050518120321, 0.6511802512611341, 1.104264147995947
2019dwq, 0.33733279315203285, 0.7046765425125103, 1.2478542102963712
2022tvz, 0.23372241063010396, 0.7282884317636941, 1.3637208772587486
2005hj, 0.6203111209650423, 1.151369122987172, 1.9012414622100962
2020wcj, 0.6343945878061685, 1.821146660600335, 3.527808890119733
2005iq, 0.1834885999553702, 0.3947011641363026, 0.7164178271910168
2020uye, 0.34647837029807593, 0.7755806823255866, 1.4812417265985973
2019ycb, 0.219527069482422, 0.44690894407357173, 0.8257321056913425
2022udc, 0.4143396019052823, 0.8071157787005524, 1.4315557010107347
2008gg, 0.8492276701223092, 1.3587231550804222, 2.0159239304103207
2020tpf, 0.34475632081713464, 0.6987218880744773, 1.2701035781251842
2020urj, 0.437454090583891, 0.9698442096316748, 1.7254558081768574
2020ocv, 0.3204286319021169, 0.7530949834734583, 1.473529850267834
2020vdz, 0.24854454583320787, 0.49282630067806776, 0.9190076334366588
2005ku, 0.32438593854850045, 0.6574123993562139, 1.2849723298318976
2021fwy, 0.22488309725714012, 0.49550400265678274, 0.9393263722275675
2020jjh, 0.2621435362479692, 0.47928089696455295, 0.906511365219583
2022mtp, 0.4807209814078076, 1.1288066465798998, 1.978481217079612
2005na, 0.10699705106584581, 0.3584625365566537, 0.9663003362076279
2021aut, 0.1404081847640537, 0.4721799618471281, 1.2357508686788663
2019pff, 0.1744442007498314, 0.5141905429002206, 1.2083417246430468
2020fxa, 0.22324235974169523, 0.5471144864046913, 1.0591130721782052
2021dlb, 0.21989012395834445, 0.40229578926708703, 0.7398720762005141
2020tug, 0.19301476402718704, 0.5833192499915852, 1.2601322941253894
2008bf, 0.14371314607736552, 0.38025600862629083, 0.802077722682057
2006fw, 0.9246703268985789, 1.5756763609979958, 2.5313201408684867
2020mby, 0.3262589950408368, 0.7795451624017936, 1.4191723892738888
2004ef, 0.39572984198031824, 1.0958032373762685, 1.9806420011908237
2008hu, 0.5383744753340377, 1.4725709717169917, 2.7291188118080605
2021dgm, 0.22192580306799972, 0.5097806874218614, 1.1686929831512898
2021pyz, 0.3151079407683545, 0.7093976995287142, 1.3300867702491477
2021bjz, 0.6004892341574399, 1.1190898304921757, 1.922342864108798
2022mox, 0.21107169526643008, 0.4495915455365587, 0.8845485241817689
2021low, 0.30282191866201763, 0.6141547164730764, 1.127422972397289
2022eat, 1.5151365865585487, 2.507999706429983, 3.648497164835966
2008C, 0.928880397107451, 1.6769304835227175, 2.6605100741825254
2022mxe, 0.3039545157537741, 0.9396391808681952, 2.00906799176884
2020uzw, 0.16382472583881652, 0.3406947885109399, 0.665135905501242
2020uvg, 1.3065167555308232, 2.0005426450294324, 2.906884703405598
2019ahi, 0.46926588203125125, 0.9940099635445496, 1.8479879587988048
2020wob, 0.7924805517809581, 1.419741264093726, 2.3233103160646205
2021jwl, 0.22570817908617108, 0.4997393514367289, 1.0151405108960365
2021iai, 0.7989269306016088, 1.5454920181144072, 2.5817794647268086
2020jee, 1.5717654588524386, 2.4834292587554185, 3.6099078403562577
2021zqc, 0.2799107607654496, 0.6655014957775635, 1.3042862904914996
2020jhf, 1.1554824785044162, 1.7779219558452146, 2.5760436088429337
2019eok, 0.22864388970507188, 0.5880624841135195, 1.1413649672067816
2007A, 0.1781030086815504, 0.3807956366950265, 0.7253242883125358
2021ify, 1.4949188496699497, 2.2751274422598047, 3.1844883225284866
2008hj, 0.18442562275619945, 0.6049441431398976, 1.4821983964186944
2020mbf, 0.5685936702715148, 1.0591499015495518, 1.762146318115029
2019oml, 0.41438095447968704, 1.1927801395249196, 2.073419400388039
2008gp, 0.42807838141949006, 0.8948879865441549, 1.571486423482349
2021dit, 0.40551114259284915, 0.7903943401558081, 1.3517376620093606
2020tnw, 0.10217854886666813, 0.4677618966288498, 1.063401138271436
2020ndv, 0.268964831265328, 0.7461298498651703, 1.5368709117211659
2023gxc, 0.0909301651427485, 0.4252255845360961, 0.9731528910898156
2022syq, 0.19493063990962162, 0.37226844635750905, 0.7778594899742284
2021gjm, 0.3307566823293177, 0.7438671415613591, 1.3143062451355834
2020may, 0.3095531153179688, 0.5854376622780224, 1.0881128099516262
2020ucf, 0.28952120993307734, 0.5901985472579094, 1.2570833178505658
2021ckc, 1.7069853591127677, 2.4923814418408, 3.38113459637967
2021abpg, 1.3572083692840264, 2.394878014608004, 3.73817099722276
2019hyj, 0.17362756067824325, 0.37097680590804616, 0.7786236355596251
2021hwx, 0.05336230688768266, 0.2467240915396534, 0.7349309553529844
2020yxd, 0.5480904482305164, 1.1535470535164538, 1.8446497232332963
2020vav, 0.20708106742677218, 0.5971094599066735, 1.1717552832034883
2021mku, 0.2410212682811772, 0.46068486823923416, 0.8658552783019494
2021biz, 0.1497400110988721, 0.3798082965616649, 1.0310878339755192
2022yuj, 0.2722501057696692, 0.613132199631556, 1.325232829731102
2021lat, 0.15122910461108835, 0.3409205252609283, 0.6909675585904874
2021wlw, 0.3105232633216991, 0.6755970116470527, 1.293901018312102
2023hjq, 0.5373814952886147, 1.0601045856205062, 1.799685820091578
2019wmx, 0.6100895597368042, 1.145650044218342, 1.8793542507536485
2021usd, 0.3629318174803414, 0.8453669521984141, 1.384443905498156
2019ecs, 0.12239920672544043, 0.27712483661847453, 0.5826123275716698
2020pst, 0.5496464164544365, 0.868492031167415, 1.365671698292321
2021dch, 0.3304562668333939, 0.6469034925899756, 1.1720122676242588
2021kjh, 0.15711929343282133, 0.33749355818157545, 0.7184681251083802
2020wgr, 0.7934163127898194, 1.726646270152623, 2.865655117435735
2022mvc, 0.776836658575898, 1.381583082946574, 2.1851150547521594
2021bbz, 0.28011769693526856, 0.6152657913970657, 1.1416429596101056
2019dyo, 0.5356539900643488, 0.9773816991095542, 1.6749801110008624
2021hji, 0.3129332975498415, 0.6461919079355709, 1.2560407840502534
2020skp, 0.31987570460534426, 0.6034809899435625, 1.3050345687792857
2022mzs, 0.41140268835869315, 0.9238145540773922, 1.7600808116081463
2020vnq, 0.19476965941726615, 0.5451850278970588, 1.0799078349731637
2020bqz, 0.4296947290838134, 0.8548622905041235, 1.5350697460126528
2006ev, 0.43298693580036146, 0.7442735910838582, 1.31182235028621
2022myp, 0.056533833205454784, 0.16814978247935203, 0.37581650022384566
2020uwr, 0.26915950288077833, 0.5811103433494962, 1.2076730127654636
2019ftd, 0.2635953973065119, 0.5884117945503218, 1.0743633107090118
2019fdc, 0.7740987103573082, 1.433248906492797, 2.365064727560645
2021fco, 0.26032698583234964, 0.48217250136913986, 0.8901894124860383
2020npb, 0.368739843018003, 0.8090361386414002, 1.5486006153165868
2007nq, 0.38796847108548876, 0.6441997761842654, 1.1504977588816019
2023hro, 0.4055904845030323, 0.8736417851758193, 1.4638571485119254
2022ucj, 0.20732452683643096, 0.6152742544627529, 1.3849494111619884
2008ar, 0.45543510460257824, 0.7899729434124703, 1.2762625956741003
2005ir, 0.20915790032814005, 0.3994996212597534, 0.8478193499165542
2020svo, 0.6410413076581488, 1.091475118542324, 1.7206743002407237
2005bg, 0.8213108587372446, 1.382451585111818, 2.085256742758557
2021pzt, 0.32806873364911604, 0.6950354457451287, 1.3856335876574482
2019fcf, 0.58839477152778, 1.2208295519256522, 2.2086997489667284
2020zpi, 0.4963413113585383, 0.902098244255425, 1.44282883790825
2020qlr, 0.31120291162699104, 0.6339763648018234, 1.0553346618626835
2022mvb, 0.19126762554853402, 0.5062222432044682, 1.1101842614430493
2021bkw, 0.15725479775968781, 0.36404097691868387, 0.7091568332485457
2020uvf, 0.2925986914459461, 0.6772578868060558, 1.3297130602618932
2021huu, 0.14222223174120685, 0.4083381965241591, 0.9305462358933778
2019gci, 0.2956977829429066, 0.5330420918298042, 0.9511567662739986
2006lu, 0.6916407407048858, 1.2384456089696452, 2.009599513776071
2021kut, 0.1924547976994376, 0.4188480846952555, 0.8498596704608099
2022rmp, 0.5587077360961676, 0.9757123309624207, 1.5724878180589223
2022mxq, 1.6131237559926077, 2.486577115918896, 3.7185595265985065
2021ikn, 0.1747098472344188, 0.8118132093240188, 1.9739305184526075
2008gl, 2.0423559152669184, 2.832578225710592, 3.8281697192613615
2020uwo, 0.1868562203362225, 0.3557459552124598, 0.6337250608772493
2019ywf, 0.5003749853799094, 0.9978470526206578, 1.6990846708342986
2020wio, 0.9828016607541082, 1.5050583489442153, 2.209406110004522
2021dnm, 0.12484831902638205, 0.3300136068518237, 0.7362381442642149
2020mdd, 0.5584464851922786, 1.0037053618844225, 1.5372677990133914
2020oms, 0.582132897647887, 1.152783398719867, 1.9418957662671816
2020uec, 0.23662576685719078, 0.4109513166153541, 0.7570596975056012
2021msv, 0.5911886634920431, 1.0802802797697337, 1.7350692798626872
2022edq, 0.3023561139404321, 0.6315081021899568, 1.2327012113914662
2021vju, 0.5809573481269207, 0.9923153611938592, 1.5482406155363815
2019vdg, 1.0399282876325915, 1.9313157384114017, 2.953481324961858
