# Combination of '2022sue' data from 'ATLAS', 'ZTF' (sourced from HSF)
filter, zp, z, ra, dec, mjd, mag, dmag, flux, dflux, source
c, 23.9, 0.04996790146068318, 246.6309207, 25.8933216, 59809.257812, nan, 0.2481682753737143, -35.0, 8.0, ATLAS
c, 23.9, 0.04996790146068318, 246.6309207, 25.8933216, 59809.261111, 21.514393726401686, 1.2063735608444446, 9.0, 10.0, ATLAS
c, 23.9, 0.04996790146068318, 246.6309207, 25.8933216, 59809.267439, 20.405149978319905, 0.43429448190400005, 25.0, 10.0, ATLAS
c, 23.9, 0.04996790146068318, 246.6309207, 25.8933216, 59809.27749, nan, 1.809560341266667, -6.0, 10.0, ATLAS
c, 23.9, 0.04996790146068318, 246.6309207, 25.8933216, 59810.307837, 20.647425010840045, 0.4885812921420001, 20.0, 9.0, ATLAS
c, 23.9, 0.04996790146068318, 246.6309207, 25.8933216, 59810.311007, 23.147425010840045, 4.88581292142, 2.0, 9.0, ATLAS
c, 23.9, 0.04996790146068318, 246.6309207, 25.8933216, 59810.316885, 23.147425010840045, 4.88581292142, 2.0, 9.0, ATLAS
c, 23.9, 0.04996790146068318, 246.6309207, 25.8933216, 59810.326852, nan, 0.3948131653672728, -22.0, 8.0, ATLAS
c, 23.9, 0.04996790146068318, 246.6309207, 25.8933216, 59813.258641, nan, 1.08573620476, -8.0, 8.0, ATLAS
c, 23.9, 0.04996790146068318, 246.6309207, 25.8933216, 59813.262313, 20.28210492164445, 0.3877629302714286, 28.0, 10.0, ATLAS
c, 23.9, 0.04996790146068318, 246.6309207, 25.8933216, 59813.26779, nan, 0.571440107768421, -19.0, 10.0, ATLAS
c, 23.9, 0.04996790146068318, 246.6309207, 25.8933216, 59813.281539, nan, 1.2063735608444446, -9.0, 10.0, ATLAS
c, 23.9, 0.04996790146068318, 246.6309207, 25.8933216, 59817.239949, 20.5944517631652, 0.5687189643980953, 21.0, 11.0, ATLAS
c, 23.9, 0.04996790146068318, 246.6309207, 25.8933216, 59817.243631, 20.543943297944484, 0.4441648110381819, 22.0, 9.0, ATLAS
c, 23.9, 0.04996790146068318, 246.6309207, 25.8933216, 59817.249084, nan, 0.43429448190400005, -25.0, 10.0, ATLAS
c, 23.9, 0.04996790146068318, 246.6309207, 25.8933216, 59817.262364, 20.703115997617928, 0.45715208621473685, 19.0, 8.0, ATLAS
c, 23.9, 0.04996790146068318, 246.6309207, 25.8933216, 59821.27086, 20.171595765414317, 0.3502374854064516, 31.0, 10.0, ATLAS
c, 23.9, 0.04996790146068318, 246.6309207, 25.8933216, 59821.274495, 19.92233848243375, 0.33407267838769233, 39.0, 12.0, ATLAS
c, 23.9, 0.04996790146068318, 246.6309207, 25.8933216, 59821.279946, 20.449471895720983, 0.45239008531666675, 24.0, 10.0, ATLAS
c, 23.9, 0.04996790146068318, 246.6309207, 25.8933216, 59821.290897, 19.816328861051034, 0.3029961501655814, 43.0, 12.0, ATLAS
c, 23.9, 0.04996790146068318, 246.6309207, 25.8933216, 59822.240294, 19.65257498915995, 0.28229141323760004, 50.0, 13.0, ATLAS
c, 23.9, 0.04996790146068318, 246.6309207, 25.8933216, 59822.249857, 19.51031286081877, 0.22857604310736843, 57.0, 12.0, ATLAS
c, 23.9, 0.04996790146068318, 246.6309207, 25.8933216, 59822.260821, 19.419020776254364, 0.1926306169735484, 62.0, 11.0, ATLAS
c, 23.9, 0.04996790146068318, 246.6309207, 25.8933216, 59837.254106, 17.411259445436063, 0.038579459052385794, 394.0, 14.0, ATLAS
c, 23.9, 0.04996790146068318, 246.6309207, 25.8933216, 59837.257271, 17.365395445309826, 0.03434202107513382, 411.0, 13.0, ATLAS
c, 23.9, 0.04996790146068318, 246.6309207, 25.8933216, 59837.258627, 17.456270500406934, 0.045957088032169316, 378.0, 16.0, ATLAS
c, 23.9, 0.04996790146068318, 246.6309207, 25.8933216, 59837.261791, 17.453401975079817, 0.04297108989815304, 379.0, 15.0, ATLAS
c, 23.9, 0.04996790146068318, 246.6309207, 25.8933216, 59837.264051, 17.34446494258426, 0.038868837879236284, 419.0, 15.0, ATLAS
c, 23.9, 0.04996790146068318, 246.6309207, 25.8933216, 59837.267216, 17.33929476041083, 0.04126313367258908, 421.0, 16.0, ATLAS
c, 23.9, 0.04996790146068318, 246.6309207, 25.8933216, 59837.274029, 17.354879758219766, 0.036627245461783135, 415.0, 14.0, ATLAS
c, 23.9, 0.04996790146068318, 246.6309207, 25.8933216, 59837.278557, 17.386737384647226, 0.03502374854064516, 403.0, 13.0, ATLAS
c, 23.9, 0.04996790146068318, 246.6309207, 25.8933216, 59838.221446, 17.50023343740972, 0.08973026485619835, 363.0, 30.0, ATLAS
c, 23.9, 0.04996790146068318, 246.6309207, 25.8933216, 59838.222349, 17.389434867288823, 0.07562341724696518, 402.0, 28.0, ATLAS
c, 23.9, 0.04996790146068318, 246.6309207, 25.8933216, 59838.22461, 17.360124870858996, 0.05257802444358354, 413.0, 20.0, ATLAS
c, 23.9, 0.04996790146068318, 246.6309207, 25.8933216, 59838.225514, 17.53982988912431, 0.062042068843428576, 350.0, 20.0, ATLAS
c, 23.9, 0.04996790146068318, 246.6309207, 25.8933216, 59838.242676, 17.552309753018058, 0.047069488645664743, 346.0, 15.0, ATLAS
c, 23.9, 0.04996790146068318, 246.6309207, 25.8933216, 59838.244032, 17.52749184493553, 0.046005771388135594, 354.0, 15.0, ATLAS
c, 23.9, 0.04996790146068318, 246.6309207, 25.8933216, 59838.246751, 17.32393031243744, 0.038140616092271665, 427.0, 15.0, ATLAS
c, 23.9, 0.04996790146068318, 246.6309207, 25.8933216, 59838.254044, 17.37868491605701, 0.04278763368512316, 406.0, 16.0, ATLAS
c, 23.9, 0.04996790146068318, 246.6309207, 25.8933216, 59840.249649, 17.49426783885881, 0.03272081712975343, 365.0, 11.0, ATLAS
c, 23.9, 0.04996790146068318, 246.6309207, 25.8933216, 59840.252883, 17.57450075449229, 0.03523037832554573, 339.0, 11.0, ATLAS
c, 23.9, 0.04996790146068318, 246.6309207, 25.8933216, 59840.263037, 17.524429117362263, 0.036700942132732395, 355.0, 12.0, ATLAS
c, 23.9, 0.04996790146068318, 246.6309207, 25.8933216, 59840.299091, 17.57130270739436, 0.04151344312317648, 340.0, 13.0, ATLAS
c, 23.9, 0.04996790146068318, 246.6309207, 25.8933216, 59843.280184, 17.68215406130703, 0.04597580020156352, 307.0, 13.0, ATLAS
c, 23.9, 0.04996790146068318, 246.6309207, 25.8933216, 59843.283441, 17.613630618349283, 0.04316382465406728, 327.0, 13.0, ATLAS
c, 23.9, 0.04996790146068318, 246.6309207, 25.8933216, 59843.290414, 17.64735184445562, 0.044525459501198746, 317.0, 13.0, ATLAS
c, 23.9, 0.04996790146068318, 246.6309207, 25.8933216, 59843.313909, 17.707196863200842, 0.054286810238000006, 300.0, 15.0, ATLAS
c, 23.9, 0.04996790146068318, 246.6309207, 25.8933216, 59844.270972, 17.689250401633032, 0.04271749002334427, 305.0, 12.0, ATLAS
